id,front,back,example
407,ratifier,Approuver formellement un accord ou une loi.,Davantage de pays doivent ratifier l'Accord de Paris pour que les engagements climatiques mondiaux aient un impact significatif.
408,récidive,Tendance à la récidive après une condamnation antérieure.,Il a été prouvé que les programmes de réadaptation efficaces réduisent les taux de récidive chez les anciens délinquants.
409,redistribution,Réaffectation des ressources pour parvenir à une plus grande égalité.,L'impôt progressif permet la redistribution des richesses des plus riches vers les plus défavorisés.
410,renforcer,Renforcer ou soutenir une idée ou une structure existante.,"La représentation du crime dans les médias peut, involontairement, renforcer les stéréotypes négatifs concernant certains groupes sociaux."
411,résilience,Capacité à se remettre rapidement des difficultés.,Renforcer la résilience communautaire est essentiel pour aider les populations à résister aux impacts du changement climatique.
412,représailles,Mesures prises en réponse à une blessure ou à une agression.,Les représailles commerciales entre les grandes économies peuvent déclencher un cycle dommageable d'escalade des droits de douane.
413,ségrégation,La séparation forcée des groupes au sein de la société.,La ségrégation raciale dans les systèmes éducatifs a des effets négatifs durables sur l'égalité sociale.
414,socio-économique,Cela concerne à la fois des facteurs sociaux et économiques.,Le milieu socio-économique d'un enfant demeure l'un des facteurs prédictifs les plus importants de sa réussite scolaire.
415,souveraineté,Autorité suprême et indépendance d'un État.,Les accords internationaux entrent parfois en conflit avec le désir des nations de préserver leur pleine souveraineté économique.
416,subventionner,Apporter un soutien financier grâce à des fonds publics.,De nombreux gouvernements subventionnent les énergies renouvelables pour les rendre plus compétitives par rapport aux combustibles fossiles.
417,sensible,Susceptible d'être affecté par quelque chose ou vulnérable à quelque chose.,Les personnes âgées sont particulièrement vulnérables aux formes graves de maladies infectieuses respiratoires.
418,systémique,Relatif à un système dans son ensemble plutôt qu'à une seule partie.,Lutter contre la pauvreté exige un changement systémique plutôt que des interventions ponctuelles ciblant des symptômes individuels.
419,reformuler,Exprimer ou concevoir à nouveau sous une forme nouvelle.,"À la lumière de nouvelles données, les gouvernements pourraient devoir reformuler leur approche en matière de politique de santé publique."
420,contraction,Une réduction de la production ou de l'activité économique.,La forte contraction du commerce mondial pendant la pandémie a mis en évidence la fragilité des chaînes d'approvisionnement.
421,aberration,Un écart par rapport à ce qui est normal ou attendu.,Certains économistes considèrent la crise financière de 2008 comme une aberration plutôt que comme une défaillance structurelle des marchés.
422,abdiquer,Manquer à ses devoirs ou à ses responsabilités.,Les gouvernements qui réduisent les services publics peuvent être accusés d'abdiquer leur responsabilité envers les citoyens vulnérables.
423,acrimonie,Hostilité amère dans les paroles ou les manières.,Les négociations sur le Brexit ont été marquées par une forte acrimonie entre les représentants de l'UE et du Royaume-Uni.
424,fusionner,Se combiner ou s'unir en un seul corps.,Plusieurs petits services ont été fusionnés afin d'améliorer l'efficacité administrative et de réduire les coûts opérationnels.
425,améliorer,Rendre une mauvaise situation meilleure ou plus supportable.,Les programmes d'aide internationale visent à améliorer les conditions de vie des populations déplacées dans les zones de conflit.
426,anachronisme,Quelque chose d'incongru pour son époque.,Les critiques affirment que la chambre haute non élue est devenue un anachronisme démocratique dans la société moderne.
427,asymétrie,Absence d'égalité ou d'équivalence entre les parties.,L'asymétrie d'information entre acheteurs et vendeurs peut entraîner des défaillances de marché et des résultats inefficaces.
428,usure,Réduction progressive par pression ou perte soutenue.,Le conflit prolongé s'est transformé en une guerre d'usure qui a épuisé les ressources des deux camps opposés.
429,bifurcation,Une division en deux branches ou parties.,L'accroissement des inégalités a entraîné une bifurcation de la société en deux groupes économiques de plus en plus déconnectés.
430,circonvenir,Trouver un moyen de contourner une règle ou un obstacle.,Les sociétés multinationales ont été accusées d'utiliser des comptes offshore pour contourner leurs obligations fiscales nationales.
431,coercitif,Utiliser la force ou les menaces pour contraindre à agir.,Le recours à des mesures coercitives pour réprimer la dissidence politique viole les principes démocratiques fondamentaux.
432,marchandisation,Le processus consistant à traiter quelque chose comme une marchandise commercialisable.,La marchandisation de l'enseignement supérieur a transformé les universités d'institutions publiques en entreprises commerciales.
433,complaisance,Une autosatisfaction satisfaite malgré les dangers évidents.,L’inaction politique face à la montée des inégalités a permis aux divisions sociales de s’aggraver considérablement.
434,conjecture,Une opinion formée sans preuves suffisantes.,"En l'absence de données empiriques, les affirmations concernant l'impact économique de cette politique restent de pures conjectures."
435,contingent,Sous réserve de circonstances ou de conditions incertaines.,Le succès du programme de réforme dépend d'un engagement politique soutenu et d'un financement adéquat.
436,corroborer,Confirmer ou étayer par des preuves.,De nombreuses études indépendantes corroborent le constat que la pollution atmosphérique augmente significativement les taux de mortalité.
437,réduire,Réduire ou restreindre quelque chose de manière significative.,Une législation d'urgence a été promulguée pour restreindre les libertés civiles au plus fort de la crise sanitaire nationale.
438,tracer,Décrire ou indiquer avec précision et clarté.,Les traités internationaux doivent clairement définir les responsabilités de chaque nation signataire.
439,dividende démographique,Croissance économique grâce à une population en âge de travailler plus nombreuse.,L’Afrique subsaharienne a l’opportunité de tirer profit de son dividende démographique grâce à des investissements dans l’éducation.
440,dissuader,Décourager l'action par la peur ou le doute.,Des sanctions plus sévères pour les infractions environnementales pourraient dissuader les entreprises de polluer illégalement les cours d'eau.
441,dichotomie,Une nette division en deux catégories contrastées.,La dichotomie entre croissance économique et protection de l'environnement est souvent présentée comme un faux dilemme.
442,diffusion,La propagation de quelque chose sur une vaste zone.,La diffusion rapide des technologies numériques a transformé la manière dont l'information est produite et consommée à l'échelle mondiale.
443,privation du droit de vote,Priver quelqu'un de ses droits ou privilèges.,"Les exigences complexes en matière d'inscription sur les listes électorales peuvent priver de leurs droits civiques, de manière disproportionnée, les communautés à faibles revenus et les minorités."
444,disparate,Essentiellement différents par nature ; incomparables.,Cette politique doit tenir compte des besoins de communautés disparates présentant des situations économiques très différentes.
445,efficacité,La capacité à produire le résultat souhaité.,Les essais cliniques doivent tester rigoureusement l'efficacité des nouveaux traitements avant leur approbation pour un usage public.
446,égalitariste,Croire en l'égalité des droits pour tous ou la défendre.,Une société véritablement égalitaire doit prendre en compte à la fois l'égalité juridique formelle et l'égalité réelle des chances.
447,retranché,Solidement ancré et difficile à changer.,Les préjugés sexistes profondément ancrés dans les pratiques d'embauche continuent de désavantager les femmes occupant des postes de direction.
448,équilibre,Un état d'équilibre entre des forces opposées.,La théorie de l'offre et de la demande soutient que les marchés tendent naturellement vers un équilibre des prix au fil du temps.
449,éradiquer,Détruire ou éliminer complètement quelque chose.,L'objectif de l'Organisation mondiale de la santé d'éradiquer la poliomyélite à l'échelle mondiale nécessite une couverture vaccinale universelle.
450,extrapoler,Étendre les données connues pour prédire des situations inconnues.,Les chercheurs doivent faire preuve de prudence lorsqu'ils tentent d'extrapoler les résultats obtenus à partir de petits échantillons à des populations entières.
451,fabriquer,Inventer de fausses informations ; fabriquer.,Les journalistes qui fabriquent de fausses preuves sapent la confiance du public dans les médias et nuisent au débat démocratique.
452,faisabilité,La qualité d'être possible et pratique.,Une étude de faisabilité exhaustive est requise avant l'approbation des projets d'infrastructure de grande envergure.
453,déficit budgétaire,Lorsque les dépenses publiques dépassent les recettes.,"Un déficit budgétaire croissant oblige les gouvernements soit à augmenter les impôts, soit à réduire les dépenses publiques essentielles."
454,révolutionnaire,Innovant et pionnier ; introduisant de nouvelles idées.,Les recherches novatrices sur l'édition génique ont ouvert de nouvelles perspectives pour le traitement des maladies héréditaires.
455,holistique,S'intéresser au système dans son ensemble plutôt qu'à ses parties.,"Une approche holistique de la santé publique doit prendre en compte simultanément les déterminants sociaux, économiques et environnementaux."
456,homogène,Composé d'éléments similaires ou uniformes.,L’homogénéisation croissante des cultures urbaines risque d’éroder la riche diversité des communautés locales traditionnelles.
457,entraver,Entraver ou bloquer la progression ou le mouvement.,Les pratiques bureaucratiques corrompues entravent le développement économique et découragent les investissements directs étrangers.
458,naissant,Qui commence à se produire ou à se développer ; aux premiers stades.,Une intervention précoce est essentielle pour empêcher qu'un ralentissement économique naissant ne se transforme en récession complète.
459,indiscriminé,Fait sans discernement ; au hasard et avec négligence.,L’utilisation indiscriminée de pesticides endommage les écosystèmes et nuit aux espèces bien au-delà de la cible visée.
460,inhérent,Existant en tant que caractéristique essentielle permanente.,Il existe des tensions inhérentes entre la maximisation de la croissance économique et la protection de l'environnement naturel.
461,susciter,Provoquer ou initier une action ou un événement.,Les groupes de la société civile provoquent souvent des changements politiques en mobilisant la pression publique sur les institutions gouvernementales.
462,atténuer,Atténuer la gravité ou l'impact de quelque chose.,Planter des arbres en milieu urbain peut contribuer à atténuer l'effet d'îlot de chaleur dans les villes densément peuplées.
463,perpétuer,Faire en sorte que quelque chose continue indéfiniment.,Les systèmes éducatifs qui reflètent les structures de classe existantes tendent à perpétuer plutôt qu'à réduire les inégalités sociales.
464,pragmatique,Aborder les choses de manière pratique plutôt que théorique.,Une approche pragmatique de la politique migratoire concilie les obligations humanitaires et les capacités sociales réalistes.
465,précaire,Incertain et susceptible de se détériorer ; instable.,La multiplication des contrats zéro heure a plongé de nombreux travailleurs dans une situation financière précaire et instable.
466,de préemption,Agir à l'avance pour prévenir un événement anticipé.,Certains gouvernements estiment qu'une action militaire préventive est justifiée face à une menace imminente pour la sécurité.
467,répercussion,Une conséquence indirecte d'un événement ou d'une action.,Les guerres commerciales peuvent avoir de graves répercussions économiques pour des pays bien au-delà de ceux directement impliqués.
468,strict,"Conformité stricte, précise et exigeante.",Des réglementations environnementales strictes sont nécessaires pour empêcher les entreprises d'externaliser les coûts de la pollution.
469,saper,Affaiblir ou endommager quelque chose progressivement.,La corruption généralisée mine la confiance du public dans les institutions démocratiques et l'état de droit.
470,recalibrer,S'adapter ou se réinitialiser en fonction des nouvelles conditions.,Les gouvernements pourraient devoir réajuster leur politique économique en réponse à l'évolution rapide des conditions du marché mondial.
471,acculturation,Adopter des traits culturels d'un autre groupe.,L'acculturation des communautés migrantes implique une négociation complexe entre les normes culturelles d'origine et celles du pays d'accueil.
472,juger,Rendre un jugement ou une décision officielle.,Les tribunaux internationaux existent pour trancher les différends entre nations qui ne peuvent être résolus bilatéralement.
473,antithétique,Directement opposé ou contradictoire à quelque chose.,La suppression de la liberté d'expression est contraire aux principes fondateurs de la gouvernance démocratique libérale.
474,en pleine expansion,Qui croît ou se développe rapidement et vigoureusement.,L'essor de la classe moyenne en Asie du Sud-Est entraîne une croissance sans précédent de la demande des consommateurs.
475,se fondre,Se rassembler pour former un tout unifié.,Des groupes militants disparates ont commencé à se rassembler autour d'un programme commun de justice environnementale et sociale.
476,conscient,Avoir connaissance ou conscience de quelque chose.,Les décideurs politiques doivent être pleinement conscients des conséquences environnementales à long terme du développement industriel.
477,contreproductif,Produisant l'effet inverse de celui recherché.,"Des politiques antidrogue excessivement punitives peuvent être contre-productives, augmentant la criminalité au lieu de réduire la toxicomanie."
478,cyclique,Se répétant régulièrement selon une séquence répétée.,"La pauvreté est souvent cyclique, se transmettant de génération en génération en raison d'un accès insuffisant à l'éducation et aux opportunités."
479,démagogie,Manipulation politique par le biais d'appels émotionnels populistes.,La montée de la démagogie dans les sociétés démocratiques constitue une menace sérieuse pour une gouvernance rationnelle et fondée sur des preuves.
480,endémique,On le trouve régulièrement et il est largement répandu dans une zone particulière.,La corruption endémique au sein des institutions publiques empêche la prestation efficace de services aux citoyens qui en ont besoin.
481,épistémique,Relatif à la connaissance ou à son degré de validation.,L’humilité épistémique exige de reconnaître les limites de ce que nous pouvons savoir lors de l’élaboration de politiques publiques.
482,exigeant,Nécessitant une action ou une attention immédiate ; urgent.,L’urgence de la crise des réfugiés exigeait une réponse internationale immédiate et coordonnée.
483,extra-territorial,S'étendre ou opérer au-delà des frontières territoriales.,Certains pays appliquent des lois extraterritoriales pour poursuivre les entreprises pour des actes de corruption commis à l'étranger.
484,géopolitique,Relatif à la politique influencée par la géographie.,La concurrence pour les ressources minérales critiques alimente de plus en plus les tensions géopolitiques entre les grandes puissances.
485,hétérogène,De nature diverse ou composée d'éléments différents.,Une main-d'œuvre hétérogène apporte des perspectives diverses qui peuvent stimuler l'innovation organisationnelle.
486,heuristique,Permettre la découverte par l'expérimentation et des méthodes pratiques.,L'économie comportementale révèle comment les heuristiques cognitives peuvent amener les individus à prendre des décisions systématiquement irrationnelles.
487,hybridation,Le processus de combinaison de deux éléments distincts.,L'hybridation culturelle dans les villes mondialisées produit de nouvelles formes créatives puisant dans de multiples traditions.
488,immuable,Inchangé au fil du temps ; impossible à changer.,"Certains philosophes estiment que les vérités morales sont immuables, tandis que d'autres soutiennent qu'elles évoluent avec la société."
489,inexorable,Impossible à arrêter ou à empêcher ; implacable.,La montée inexorable du niveau de la mer constitue une menace existentielle pour les communautés côtières de faible altitude du monde entier.
490,insidieux,"Nocif progressivement, de manière subtile et dissimulée.","Les préjugés inconscients peuvent avoir un effet insidieux sur les décisions d'embauche, perpétuant ainsi les inégalités systémiques au travail."
491,intraitable,"Trop difficile à gérer, à résoudre ou à traiter.",Le conflit israélo-palestinien s'est avéré insoluble malgré des décennies d'efforts diplomatiques internationaux.
492,multifacettes,Présentant de nombreux aspects ou dimensions différents.,"La lutte contre le changement climatique exige une approche multidimensionnelle combinant changements technologiques, politiques et comportementaux."
493,naissant,Tout juste en train d'exister ou de se développer.,Investir dans un secteur naissant des énergies renouvelables peut aider les nations à se détacher de leur dépendance aux combustibles fossiles.
494,normatif,Relatif aux normes de comportement ou à leur établissement.,Les hypothèses normatives concernant les rôles de genre peuvent influencer considérablement la conception des politiques éducatives et professionnelles.
495,obscurcir,Rendre quelque chose d'obscur ou de difficile à comprendre.,Les hommes politiques utilisent parfois un langage technique pour dissimuler des décisions impopulaires au grand public.
496,paradoxal,"Cela semble contradictoire, mais c'est peut-être vrai.",Il est paradoxal que l'accès accru à l'information n'ait pas toujours conduit à un engagement politique public plus important.
497,symbiotique,Impliquant un bénéfice mutuel entre deux entités.,La relation symbiotique entre les universités et l'industrie stimule l'innovation et la compétitivité économique.
498,transitoire,Qui ne dure que peu de temps ; temporaire.,Les périodes de croissance économique alimentées par les exportations de matières premières sont souvent transitoires et ne parviennent pas à créer un développement durable.
499,omniprésent,Présent et présent partout simultanément.,Les smartphones sont devenus si omniprésents que l'exclusion numérique constitue désormais une forme grave de désavantage social.
500,hégémonique,Relatif au pouvoir dominant sur les autres.,Les critiques affirment que les normes culturelles occidentales hégémoniques sont souvent imposées aux pays en développement par le biais des institutions mondiales.
