id,front,back,example
429,бифуркация,Разделение на две ветви или части.,Растущее неравенство привело к разделению общества на две все более разобщенные экономические группы.
430,обойти,Найти способ обойти правило или препятствие.,Транснациональные корпорации обвиняются в использовании офшорных счетов для обхода внутренних налоговых обязательств.
431,принудительный,Применение силы или угроз для принуждения к действию.,Применение принудительных мер для подавления политического инакомыслия нарушает основополагающие демократические принципы.
432,коммодификация,"Процесс, при котором что-либо рассматривается как товар, пригодный для продажи.",Коммерциализация высшего образования привела к превращению университетов из государственных учреждений в коммерческие предприятия.
433,самоуспокоение,"Удовлетворенность собственными чувствами, несмотря на очевидные опасности.",Политическая самоуспокоенность перед лицом растущего неравенства привела к значительному расширению социальных разногласий.
434,предположение,"Мнение, сформированное без достаточных доказательств.",Без эмпирических данных утверждения об экономическом воздействии этой политики остаются чистыми догадками.
435,условный,Зависит от неопределенных обстоятельств или условий.,Успех программы реформ зависит от неизменной политической приверженности и адекватного финансирования.
436,подтвердить,Подтвердить или обосновать доказательствами.,"Многочисленные независимые исследования подтверждают вывод о том, что загрязнение воздуха значительно повышает уровень смертности."
437,сократить,Значительно уменьшить или ограничить что-либо.,"В разгар национального кризиса в сфере здравоохранения был принят закон о чрезвычайном положении, ограничивающий гражданские свободы."
438,разграничить,Описать или указать точно и ясно.,В международных договорах должны быть четко определены обязанности каждой страны-участницы.
439,демографический дивиденд,Экономический рост обусловлен увеличением численности населения трудоспособного возраста.,Страны Африки к югу от Сахары имеют возможность использовать свой демографический дивиденд посредством инвестиций в образование.
440,сдерживание,Препятствовать действиям посредством страха или сомнений.,Ужесточение наказаний за нарушения природоохранного законодательства может удержать корпорации от незаконного загрязнения водных путей.
441,дихотомия,Четкое разделение на две контрастные категории.,Противопоставление экономического роста и защиты окружающей среды часто представляется как ложный выбор.
442,диффузия,Распространение чего-либо на обширной территории.,Быстрое распространение цифровых технологий изменило способы производства и потребления информации во всем мире.
443,лишение избирательных прав,Лишить кого-либо прав или привилегий.,Сложные требования к регистрации избирателей могут в непропорционально большей степени лишать избирательных прав малоимущие и этнические меньшинства.
444,разрозненные,"По сути, они разные; их нельзя сравнивать.",Политика должна учитывать потребности различных сообществ с совершенно разными экономическими условиями.
445,эффективность,Способность достичь желаемого результата.,"Клинические испытания должны тщательно проверять эффективность новых методов лечения, прежде чем они будут одобрены для использования населением."
446,эгалитарный,Вера в равные права для всех или отстаивание этих прав.,"Подлинно эгалитарное общество должно обеспечивать как формальное юридическое равенство, так и материальное равенство возможностей."
447,укоренившийся,"Прочная основа, которую трудно изменить.",Глубоко укоренившаяся гендерная предвзятость в практике найма продолжает ставить женщин в невыгодное положение на руководящих должностях.
448,равновесие,Состояние равновесия между противоборствующими силами.,"Теория спроса и предложения утверждает, что рынки естественным образом стремятся к ценовому равновесию с течением времени."
449,искоренить,Полностью уничтожить или устранить что-либо.,Цель Всемирной организации здравоохранения по искоренению полиомиелита во всем мире требует всеобщего охвата вакцинацией.
450,экстраполировать,Расширить возможности использования известных данных для прогнозирования неизвестных ситуаций.,"Исследователям следует проявлять осторожность при попытке экстраполировать результаты, полученные на небольших выборках, на целые популяции."
451,изготовить,Изобретать ложную информацию; фабриковать.,"Журналисты, фабрикующие доказательства, подрывают доверие общественности к СМИ и наносят ущерб демократическому диалогу."
452,осуществимость,"Качество, заключающееся в возможности и практичности.",Перед утверждением крупномасштабных инфраструктурных проектов необходимо провести всестороннее технико-экономическое обоснование.
453,бюджетный дефицит,Когда государственные расходы превышают государственные доходы.,"Растущий бюджетный дефицит вынуждает правительства либо повышать налоги, либо сокращать важнейшие государственные расходы."
454,новаторский,Инновационный и новаторский подход; внедрение новых идей.,Новаторские исследования в области редактирования генов открыли новые возможности для лечения наследственных заболеваний.
455,целостный,"Подход, предполагающий рассмотрение всей системы в целом, а не ее отдельных частей.","Целостный подход к общественному здравоохранению должен одновременно учитывать социальные, экономические и экологические факторы."
456,однородный,Состоящий из сходных или однородных элементов.,Все более однородные городские культуры могут привести к подрыву богатого разнообразия традиционных местных сообществ.
457,препятствовать,Препятствовать или мешать прогрессу или движению.,Коррупционные бюрократические практики препятствуют экономическому развитию и отпугивают прямые иностранные инвестиции.
458,начальный,Начинающий происходить или развиваться; на ранних стадиях.,Своевременное вмешательство имеет решающее значение для предотвращения перерастания назревающего экономического спада в полномасштабную рецессию.
459,неизбирательный,Сделано без должного обдумывания; случайно и небрежно.,"Бесконтрольное использование пестицидов наносит ущерб экосистемам и вредит видам, выходящим далеко за рамки предполагаемой мишени."
460,присущий,"Существующая как неизменная, существенная характеристика.",Между стремлением к максимальному экономическому росту и защитой окружающей среды существуют внутренние противоречия.
461,подстрекать,Инициировать или осуществить действие или событие.,"Группы гражданского общества часто инициируют изменения в политике, мобилизуя общественное давление на государственные институты."
462,смягчать,Смягчить тяжесть или последствия чего-либо.,Посадка городских деревьев может помочь смягчить эффект городского теплового острова в густонаселенных городах.
463,увековечить,Заставить что-либо продолжаться бесконечно.,"Образовательные системы, отражающие существующие классовые структуры, как правило, скорее увековечивают, чем уменьшают социальное неравенство."
464,прагматичный,"Решать проблемы на практике, а не в теории.",Прагматичный подход к миграционной политике предполагает баланс между гуманитарными обязательствами и реальным социальным потенциалом.
465,ненадежный,Неопределенный и подверженный ухудшению; нестабильный.,Распространение контрактов с нулевым количеством рабочих часов поставило многих работников в финансово нестабильное и неустойчивое положение.
466,превентивный,"Действия, предпринятые заранее для предотвращения ожидаемого события.","Некоторые правительства утверждают, что превентивные военные действия оправданы в случае непосредственной угрозы безопасности."
467,последствия,Косвенное следствие события или действия.,"Торговые войны могут иметь серьезные экономические последствия для стран, выходящие далеко за рамки тех, которые непосредственно в них вовлечены."
468,строгий,"Строгое, точное и требовательное соблюдение правил.","Для предотвращения перекладывания корпорациями издержек, связанных с загрязнением окружающей среды, необходимы строгие экологические нормы."
469,подорвать,Постепенно ослаблять или повреждать что-либо.,Широко распространенная коррупция подрывает доверие общественности к демократическим институтам и верховенству права.
470,перекалибровать,Корректировка или перенастройка в ответ на новые условия.,"Правительствам, возможно, потребуется пересмотреть свою экономическую политику в ответ на быстро меняющиеся условия глобального рынка."
471,аккультурация,Заимствование культурных черт у другой группы.,Процесс аккультурации мигрантских сообществ включает в себя сложный процесс взаимодействия между культурным наследием и нормами принимающей страны.
472,вынести решение,Вынести официальное суждение или решение.,"Международные трибуналы существуют для разрешения споров между государствами, которые не могут быть урегулированы в двустороннем порядке."
473,антитетический,Прямо противоположный или противоречащий чему-либо.,Подавление свободы слова противоречит основополагающим принципам либерально-демократического управления.
474,бурно развивающийся,Быстрорастущий или развивающийся.,Растущий средний класс в Юго-Восточной Азии стимулирует беспрецедентный рост потребительского спроса.
475,сливаются,"Объединиться, чтобы образовать единое целое.",Разрозненные группы активистов начали объединяться вокруг общей программы обеспечения экологической и социальной справедливости.
476,когнитивный,Обладать знанием или осведомленностью о чем-либо.,"Лица, принимающие политические решения, должны в полной мере осознавать долгосрочные экологические последствия промышленного развития."
477,контрпродуктивный,"Приводит к результату, прямо противоположному желаемому.","Чрезмерно жесткая политика в отношении наркотиков может оказаться контрпродуктивной, способствуя росту преступности, а не снижению злоупотребления психоактивными веществами."
478,циклический,Регулярно повторяющийся в последовательности.,"Бедность часто носит циклический характер, передаваясь из поколения в поколение из-за недостаточного доступа к образованию и возможностям."
479,демагогия,Политическая манипуляция с использованием популистских эмоциональных призывов.,Рост демагогии в демократических обществах представляет собой серьезную угрозу рациональному и основанному на фактах управлению.
480,эндемический,Регулярно встречается и широко распространен в определенной местности.,Повсеместная коррупция в государственных учреждениях препятствует эффективному предоставлению услуг нуждающимся гражданам.
481,эпистемический,Относящийся к знаниям или степени их достоверности.,Эпистемологическая скромность требует признания ограничений наших знаний при разработке государственной политики.
482,требовательный,Требующий немедленных действий или внимания; срочный.,Острая необходимость в реагировании на кризис с беженцами потребовала незамедлительного и скоординированного международного ответа.
483,экстерриториальный,Расширение или осуществление деятельности за пределами территориальных границ.,"В некоторых странах для преследования компаний за взяточничество, совершенное за рубежом, применяются экстерриториальные законы."
484,геополитический,"Относится к политике, на которую влияет география.",Конкуренция за важнейшие минеральные ресурсы все чаще приводит к геополитической напряженности между крупными державами.
485,гетерогенный,Разнообразные по характеру или состоящие из различных элементов.,"Разнородный коллектив, включающий в себя различные точки зрения, может способствовать более активным организационным инновациям."
486,эвристический,Обеспечение возможности открытий посредством пробных и практических методов.,"Поведенческая экономика показывает, как когнитивные эвристики могут приводить людей к систематически иррациональным решениям."
487,гибридизация,Процесс объединения двух различных элементов.,"В условиях глобализированных городов происходит культурная гибридизация, порождающая новые творческие формы, черпающие вдохновение из множества традиций."
488,неизменяемый,Неизменный во времени; не поддающийся изменению.,"Одни философы считают, что моральные истины неизменны, в то время как другие утверждают, что они эволюционируют вместе с обществом."
489,неумолимый,Невозможно остановить или предотвратить; неумолимый.,Неумолимое повышение уровня моря представляет собой экзистенциальную угрозу для низкорасположенных прибрежных населенных пунктов по всему миру.
490,коварный,"Вредное воздействие проявляется постепенно, незаметно и скрытно.","Неосознанная предвзятость может оказывать коварное влияние на решения о найме, увековечивая системное неравенство на рабочем месте."
491,неразрешимый,"Слишком сложно управлять, решать или с этим справляться.","Израильско-палестинский конфликт оказался трудноразрешимым, несмотря на десятилетия международных дипломатических усилий."
492,многогранный,Обладающий множеством различных аспектов или измерений.,"Для решения проблемы изменения климата необходим многогранный подход, сочетающий в себе технологические, политические и поведенческие изменения."
493,зарождающийся,Только начинает существовать или развиваться.,Инвестиции в зарождающийся сектор возобновляемой энергетики могут помочь странам перейти от зависимости от ископаемого топлива к возобновляемым источникам энергии.
494,нормативный,Относящийся к стандартам поведения или устанавливающий их.,Нормативные представления о гендерных ролях могут существенно влиять на разработку образовательной политики и политики в сфере трудовых отношений.
495,затемнить,Сделать что-либо неясным или трудным для понимания.,"Иногда политики используют технический язык, чтобы скрыть от широкой общественности непопулярные решения."
496,парадоксальный,"Казалось бы, противоречиво, но, возможно, это правда.","Парадоксально, но расширение доступа к информации не всегда приводит к большей политической активности населения."
497,симбиотический,Предполагает взаимную выгоду между двумя сторонами.,Симбиотические отношения между университетами и промышленностью стимулируют инновации и повышают экономическую конкурентоспособность.
498,переходный,Длится лишь короткое время; временно.,"Экономические подъемы, вызванные экспортом сырьевых товаров, часто носят временный характер и не приводят к устойчивому развитию."
499,повсеместный,Присутствует и встречается повсюду одновременно.,"Смартфоны стали настолько распространены, что цифровая изоляция теперь представляет собой серьезную форму социального неравенства."
500,гегемонический,Относящийся к доминирующей власти над другими.,"Критики утверждают, что гегемонистские западные культурные нормы часто навязываются развивающимся странам через глобальные институты."
