id,front,back,example
268,উদ্ভাবন,"নতুন ধারণা, পদ্ধতি বা পণ্যের প্রবর্তন।",বিশ্বব্যাপী টেকসইতা লক্ষ্য অর্জনের জন্য নবায়নযোগ্য জ্বালানিতে অব্যাহত উদ্ভাবন অপরিহার্য।
269,মিথস্ক্রিয়া,পক্ষগুলির মধ্যে পারস্পরিক পদক্ষেপ বা যোগাযোগ।,ছোট বাচ্চাদের মধ্যে প্রয়োজনীয় সামাজিক দক্ষতা বিকাশের জন্য মুখোমুখি মিথস্ক্রিয়া অত্যন্ত গুরুত্বপূর্ণ।
270,হস্তক্ষেপ,পরিস্থিতির উন্নতি বা প্রতিরোধের জন্য গৃহীত পদক্ষেপ।,আর্থিক সংকটের অবনতি রোধে প্রাথমিক সরকারি হস্তক্ষেপ অপরিহার্য।
271,বিনিয়োগ,ভবিষ্যতের সুবিধার আশায় সম্পদ বণ্টন।,উন্নয়নশীল দেশগুলিতে অর্থনৈতিক প্রবৃদ্ধি ত্বরান্বিত করতে প্রত্যক্ষ বিদেশী বিনিয়োগ গুরুত্বপূর্ণ ভূমিকা পালন করে।
272,আইন প্রণয়ন,আইন বা সরকার কর্তৃক প্রণীত আইনের একটি অংশ।,কর্মক্ষেত্রে অনিরাপদ পরিস্থিতি থেকে কর্মীদের রক্ষা করার জন্য আরও শক্তিশালী আইন প্রয়োজন।
273,সাক্ষরতা,"পড়ার, লেখার, অথবা কোনও দক্ষতা ব্যবহারের ক্ষমতা।",উচ্চ সাক্ষরতার হার উন্নত অর্থনৈতিক উৎপাদনশীলতা এবং সামাজিক ফলাফলের সাথে দৃঢ়ভাবে জড়িত।
274,প্রান্তিক করা,একটি গোষ্ঠীকে গুরুত্বহীন বা সীমাহীন হিসেবে বিবেচনা করা।,গ্রামীণ এলাকাকে উপেক্ষা করে এমন অর্থনৈতিক নীতিগুলি ইতিমধ্যেই ঝুঁকিপূর্ণ সম্প্রদায়গুলিকে আরও প্রান্তিক করে তোলে।
275,প্রক্রিয়া,ফলাফল অর্জনের জন্য একটি সিস্টেম বা প্রক্রিয়া।,মুক্ত বাজারে একচেটিয়া চর্চা রোধে কার্যকর নিয়ন্ত্রক ব্যবস্থা অত্যন্ত গুরুত্বপূর্ণ।
276,পদ্ধতি,গবেষণায় ব্যবহৃত পদ্ধতির একটি সিস্টেম।,গবেষণা পদ্ধতিতে উল্লেখযোগ্য ত্রুটির কারণে গবেষণার সিদ্ধান্তগুলি প্রশ্নবিদ্ধ হয়েছিল।
277,অভিবাসন,এক জায়গা থেকে অন্য জায়গায় মানুষের চলাচল।,সাম্প্রতিক দশকগুলিতে অনেক উন্নয়নশীল দেশে নগর কেন্দ্রগুলিতে অর্থনৈতিক অভিবাসন ত্বরান্বিত হয়েছে।
278,মানসিকতা,মনোভাব বা বিশ্বাসের একটি প্রতিষ্ঠিত সেট।,একটি বিকাশের মানসিকতা শিক্ষার্থীদের ভুলগুলিকে শেখার সুযোগ হিসেবে দেখতে উৎসাহিত করে।
279,গতিশীলতা,অবস্থানের মধ্যে অবাধে চলাচলের ক্ষমতা।,আধুনিক সমাজে শিক্ষাকে সামাজিক গতিশীলতার প্রাথমিক চালিকাশক্তি হিসেবে ব্যাপকভাবে বিবেচনা করা হয়।
280,মৃত্যুহার,একটি জনসংখ্যার মৃত্যুর হার।,উন্নত স্যানিটেশন উন্নয়নশীল দেশগুলিতে শিশু মৃত্যুর হার নাটকীয়ভাবে হ্রাস করেছে।
281,প্রেরণা,একজন ব্যক্তির কর্মের পিছনে কারণ বা চালিকাশক্তি।,উচ্চ অভ্যন্তরীণ প্রেরণা সম্পন্ন শিক্ষার্থীরা কেবল বাহ্যিক পুরষ্কার দ্বারা চালিত শিক্ষার্থীদের চেয়ে এগিয়ে থাকে।
282,পৌরসভা,একটি শহর বা নগর সরকারের সাথে সম্পর্কিত।,পৌর কর্তৃপক্ষ বর্জ্য সংগ্রহ এবং গণপরিবহন ব্যবস্থা পরিচালনার জন্য দায়ী।
283,আখ্যান,ঘটনার মৌখিক বা লিখিত বিবরণ।,অভিবাসন সম্পর্কে জনসাধারণের ধারণা গঠনে গণমাধ্যম একটি শক্তিশালী ভূমিকা পালন করে।
284,আলোচনা করা,আলোচনার মাধ্যমে ঐকমত্যে পৌঁছানো।,বিশ্বব্যাপী জলবায়ু পরিবর্তন কার্যকরভাবে মোকাবেলা করার জন্য বিশ্ব নেতাদের অবশ্যই বাধ্যতামূলক চুক্তি নিয়ে আলোচনা করতে হবে।
285,স্থূলতা,অতিরিক্ত ওজনের অবস্থা।,অস্বাস্থ্যকর খাদ্যাভ্যাসের কারণে অনেক দেশে শৈশবে স্থূলতার হার তীব্রভাবে বৃদ্ধি পেয়েছে।
286,বাধ্যবাধকতা,কিছু করার জন্য একটি নৈতিক বা আইনি কর্তব্য।,জলবায়ু পরিবর্তনের ফলে সবচেয়ে বেশি ক্ষতিগ্রস্ত দেশগুলিকে সহায়তা করার জন্য ধনী দেশগুলির নৈতিক বাধ্যবাধকতা রয়েছে।
287,বাধা,এমন কিছু যা অগ্রগতি বা অর্জনকে বাধাগ্রস্ত করে।,অনেক দেশে শিক্ষা সংস্কারের ক্ষেত্রে তহবিলের অভাব একটি গুরুত্বপূর্ণ বাধা হিসেবে রয়ে গেছে।
288,বিরোধিতা,কোনো কিছুর বিরুদ্ধে প্রতিরোধ বা সংঘাত।,প্রস্তাবিত রাস্তা সম্প্রসারণ স্থানীয় পরিবেশবাদী গোষ্ঠীগুলির তীব্র বিরোধিতার মুখোমুখি হয়েছে।
289,জৈব,কৃত্রিম রাসায়নিক ছাড়াই উৎপাদিত; প্রাকৃতিকভাবে উৎপাদিত।,ভোক্তারা স্বাস্থ্য সচেতন হয়ে ওঠার সাথে সাথে জৈব খাদ্যের চাহিদা উল্লেখযোগ্যভাবে বৃদ্ধি পেয়েছে।
290,উপচে পড়া ভিড়,সীমিত স্থানে অনেক লোক।,দ্রুত নগরায়ণের ফলে উন্নয়নশীল বিশ্বের প্রধান শহরগুলিতে তীব্র জনাকীর্ণতা দেখা দিয়েছে।
291,অতিমারী,সারা বিশ্বের বিভিন্ন দেশে ছড়িয়ে পড়া একটি রোগ।,কোভিড-১৯ মহামারী বিশ্বব্যাপী জনস্বাস্থ্য অবকাঠামোর গুরুতর দুর্বলতাগুলি প্রকাশ করে দিয়েছে।
292,জরিমানা,কোনও নিয়ম বা আইন ভঙ্গের শাস্তি।,দূষণের জন্য আরও কঠোর আর্থিক জরিমানা প্রবর্তন শিল্পগুলিকে পরিবেশগত লঙ্ঘন থেকে বিরত রাখতে পারে।
293,উপলব্ধি,কোনও কিছুর বিশ্বাস বা ব্যাখ্যা।,অভিবাসন সম্পর্কে জনসাধারণের ধারণা প্রায়শই পরিসংখ্যানগত প্রমাণের চেয়ে মিডিয়া কভারেজ দ্বারা প্রভাবিত হয়।
294,দৃষ্টিকোণ,একটি নির্দিষ্ট দৃষ্টিকোণ বা জিনিস দেখার উপায়।,যারা সবচেয়ে বেশি সরাসরি ক্ষতিগ্রস্ত তাদের দৃষ্টিকোণ থেকে বিষয়টি বিবেচনা করা অপরিহার্য।
295,ঘটনা,"একটি পর্যবেক্ষণযোগ্য ঘটনা বা ঘটনা, প্রায়শই উল্লেখযোগ্য।",নগরায়ণ একটি বিশ্বব্যাপী ঘটনা যা সুযোগ এবং উল্লেখযোগ্য চ্যালেঞ্জ উভয়ই উপস্থাপন করে।
296,দারিদ্র্য,অত্যন্ত দরিদ্র অবস্থা।,আন্তর্জাতিক উন্নয়নের অন্যতম গুরুত্বপূর্ণ লক্ষ্য হলো চরম দারিদ্র্য দূরীকরণ।
297,কুসংস্কার,যুক্তির উপর ভিত্তি করে নয় এমন একটি অন্যায্য মতামত।,জাতিগত কুসংস্কারের বিরুদ্ধে লড়াই করার জন্য আইনি সংস্কার এবং ব্যাপক শিক্ষামূলক উদ্যোগ উভয়ই প্রয়োজন।
298,অগ্রাধিকার,কিছুকে সবচেয়ে গুরুত্বপূর্ণ হিসেবে স্থান দেওয়া হয়েছে।,যেকোনো দায়িত্বশীল সরকারের সর্বোচ্চ অগ্রাধিকার হওয়া উচিত মানসম্মত শিক্ষার সুযোগ উন্নত করা।
299,উৎপাদনশীলতা,প্রতি ইউনিট ইনপুটের আউটপুটের দক্ষতা।,কর্মক্ষেত্রে উৎপাদনশীলতা বৃদ্ধির সবচেয়ে কার্যকর উপায়গুলির মধ্যে একটি হল কর্মী প্রশিক্ষণে বিনিয়োগ।
300,প্রগতিশীল,সংস্কার এবং সামাজিক অগ্রগতির পক্ষে।,একটি প্রগতিশীল কর ব্যবস্থা নিশ্চিত করে যে উচ্চ আয়ের ব্যক্তিরা অধিক পরিমাণে অবদান রাখবে।
301,অনুপাত,একটি সম্পূর্ণ অংশ; একটি তুলনামূলক অনুপাত।,জাতীয় সম্পদের একটি অসামঞ্জস্যপূর্ণ অংশ জনসংখ্যার একটি ক্ষুদ্র অংশের মালিকানাধীন।
302,মনস্তাত্ত্বিক,মন এবং মানসিক প্রক্রিয়ার সাথে সম্পর্কিত।,"বেকারত্বের ফলে গুরুতর মানসিক পরিণতি হতে পারে, যার মধ্যে রয়েছে হতাশা এবং পরিচয় হারানো।"
303,মন্দা,উল্লেখযোগ্য অর্থনৈতিক পতনের সময়কাল।,"মন্দার সময়, ক্রমবর্ধমান বেকারত্ব এবং ভোক্তা ব্যয় হ্রাস একটি নেতিবাচক চক্র তৈরি করে।"
304,পুনর্বাসন,স্বাস্থ্য বা স্বাভাবিক জীবন পুনরুদ্ধারের প্রক্রিয়া।,পুনর্বাসন কর্মসূচিতে বিনিয়োগ কেবল কারাদণ্ডের চেয়ে পুনরায় অপরাধের হার কমাতে আরও কার্যকর।
305,নবায়নযোগ্য,এমন একটি সম্পদ যা প্রাকৃতিকভাবে পুনরায় পূরণ করা যেতে পারে।,বিশ্বব্যাপী জীবাশ্ম জ্বালানির উপর নির্ভরতা কমাতে নবায়নযোগ্য জ্বালানি উৎসে বিনিয়োগ অত্যন্ত গুরুত্বপূর্ণ।
306,সীমাবদ্ধতা,একটি নিয়ম বা শর্ত যা কার্যকলাপকে সীমাবদ্ধ করে।,মহামারী চলাকালীন আরোপিত ভ্রমণ বিধিনিষেধ বিশ্বব্যাপী পর্যটনে উল্লেখযোগ্য ব্যাঘাত ঘটায়।
307,রাজস্ব,সরকার বা ব্যবসা দ্বারা উৎপাদিত আয়।,স্বাস্থ্যসেবা এবং শিক্ষার মতো অপরিহার্য জনসেবা প্রদানের জন্য সরকারগুলি কর রাজস্বের উপর নির্ভর করে।
308,বিপ্লব,সমাজের এক নাটকীয় ও মৌলিক পরিবর্তন।,শিল্প বিপ্লব বিশ্ব অর্থনীতি এবং মানব শ্রমের ধরণকে মৌলিকভাবে বদলে দিয়েছে।
309,স্যানিটেশন,স্বাস্থ্যবিধি এবং বর্জ্য ব্যবস্থাপনা বজায় রাখার ব্যবস্থা।,ঘনবসতিপূর্ণ শহরাঞ্চলে অপর্যাপ্ত স্যানিটেশন সংক্রামক রোগের বিস্তারে অবদান রাখে।
310,অভাব,প্রয়োজনীয় সম্পদের অপর্যাপ্ত সরবরাহ।,আগামী দশকগুলিতে মানুষের বেঁচে থাকার জন্য পানির অভাব সবচেয়ে গুরুতর হুমকিগুলির মধ্যে একটি।
311,সন্দেহপ্রবণ,দাবি নিয়ে প্রশ্ন তোলা বা সন্দেহ করার প্রবণতা।,অনেক অর্থনীতিবিদ বর্তমান সরকারি ব্যয়ের দীর্ঘমেয়াদী স্থায়িত্ব নিয়ে সন্দিহান।
312,সামাজিক গতিশীলতা,সামাজিক শ্রেণীর মধ্যে স্থানান্তর করার ক্ষমতা।,সামাজিক গতিশীলতা উন্নত করার জন্য শিক্ষাকে সবচেয়ে শক্তিশালী হাতিয়ার হিসেবে ব্যাপকভাবে বিবেচনা করা হয়।
313,স্টেরিওটাইপ,একটি গোষ্ঠীর একটি স্থির অতি সরলীকৃত চিত্র।,গণমাধ্যমের উপস্থাপনা প্রায়শই সংখ্যালঘু সম্প্রদায় সম্পর্কে ক্ষতিকারক ধারণাগুলিকে শক্তিশালী করে।
314,উদ্দীপক,এমন কিছু যা প্রতিক্রিয়া বা কার্যকলাপকে উস্কে দেয়।,মন্দার পর অর্থনীতিকে পুনরুজ্জীবিত করার জন্য সরকার একটি বৃহৎ প্রণোদনা প্যাকেজ চালু করেছে।
315,শহরতলির,শহরের উপকণ্ঠে একটি আবাসিক এলাকা।,শহরতলির বৃদ্ধির ফলে গাড়ির উপর নির্ভরতা বৃদ্ধি পেয়েছে এবং নগর বিস্তারে অবদান রেখেছে।
316,নজরদারি,বিশেষ করে কর্তৃপক্ষের কাছ থেকে নিবিড় পর্যবেক্ষণ।,সরকার কর্তৃক ব্যাপক নজরদারি ব্যক্তিগত গোপনীয়তা এবং নাগরিক স্বাধীনতা সম্পর্কে গুরুতর উদ্বেগের জন্ম দেয়।
317,কর আরোপ,নাগরিকদের উপর কর আরোপের ব্যবস্থা।,জনসেবা তহবিল এবং বৈষম্য হ্রাসের জন্য ন্যায্য এবং প্রগতিশীল কর ব্যবস্থা অপরিহার্য।
318,রূপান্তর,এক অবস্থা থেকে অন্য অবস্থায় পরিবর্তন।,বৈশ্বিক তাপমাত্রা বৃদ্ধি সীমিত করার জন্য নবায়নযোগ্য জ্বালানির দিকে দ্রুত রূপান্তর অপরিহার্য।
319,স্বচ্ছতা,প্রক্রিয়া বা শাসনব্যবস্থায় উন্মুক্ততা এবং স্পষ্টতা।,সরকারি ব্যয়ে অধিকতর স্বচ্ছতা দুর্নীতি কমাতে এবং জনসাধারণের আস্থা তৈরি করতে সাহায্য করতে পারে।
320,বেকারত্ব,বেতনভুক্ত কাজ ছাড়া থাকার অবস্থা।,অটোমেশনের কারণে সৃষ্ট কাঠামোগত বেকারত্ব বিশ্বব্যাপী সরকারগুলির জন্য একটি বড় চ্যালেঞ্জ।
321,নগরায়ন,শহরে বসবাসকারী মানুষের সংখ্যা ক্রমবর্ধমান।,"এশিয়ায় দ্রুত নগরায়ণ মেগা-শহর তৈরি করেছে, তবে একই সাথে গুরুতর অবকাঠামোগত চ্যালেঞ্জও তৈরি করেছে।"
322,টিকাদান,রোগের বিরুদ্ধে রোগ প্রতিরোধ ক্ষমতা প্রদান করে এমন চিকিৎসা।,গণ টিকাদান কর্মসূচি বিশ্বব্যাপী গুটিবসন্তের মতো রোগ নির্মূল এবং পোলিও নিয়ন্ত্রণ করেছে।
323,স্বেচ্ছাকৃত,বাহ্যিক বাধ্যবাধকতা ছাড়াই স্বেচ্ছায় করা হয়েছে।,সমাজের দুর্বল সদস্যদের সহায়তায় স্বেচ্ছাসেবী খাতের সংগঠনগুলি গুরুত্বপূর্ণ ভূমিকা পালন করে।
324,দুর্বলতা,ক্ষতি বা অসুবিধার সম্মুখীন হওয়া।,সমুদ্রপৃষ্ঠের উচ্চতা বৃদ্ধির ফলে ক্ষুদ্র দ্বীপরাষ্ট্রগুলি চরম ঝুঁকির সম্মুখীন।
325,ব্যাপক,একটি বিশাল এলাকা জুড়ে পাওয়া বা বিতরণ করা হয়েছে।,ইন্টারনেটের ব্যাপক প্রসার বিশ্বব্যাপী যোগাযোগ এবং তথ্যের অ্যাক্সেসকে রূপান্তরিত করেছে।
326,কর্মীবাহিনী,কর্মসংস্থানের জন্য উপলব্ধ সকল মানুষ।,উন্নত দেশগুলিতে পেনশন ব্যবস্থার জন্য বয়স্ক কর্মীদের সংখ্যা উল্লেখযোগ্য চ্যালেঞ্জের সম্মুখীন করে।
327,ফলন,ফল বা ফসল উৎপাদন বা প্রদান করা।,উন্নত কৃষি কৌশল খরাপ্রবণ অঞ্চলে কৃষকদের বেশি ফসল উৎপাদনে সহায়তা করেছে।
328,তীব্রতর করা,সমস্যা বা পরিস্থিতি আরও খারাপ করা।,জলবায়ু পরিবর্তন ঝুঁকিপূর্ণ অঞ্চলে বিদ্যমান খাদ্য নিরাপত্তা চ্যালেঞ্জগুলিকে আরও বাড়িয়ে তুলবে বলে আশা করা হচ্ছে।
329,বরাদ্দ,একটি উদ্দেশ্যে সম্পদের বন্টন।,জাতীয় স্বাস্থ্যসেবা ফলাফল উন্নত করার জন্য সরকারি তহবিলের কার্যকর বরাদ্দ অপরিহার্য।
330,ইন্টিগ্রেশন,অংশগুলিকে একটি সম্পূর্ণতে একত্রিত করার প্রক্রিয়া।,অভিবাসীদের সফল সামাজিক একীকরণের জন্য ভাষা শিক্ষা এবং সম্প্রদায়ের সহায়তায় বিনিয়োগ প্রয়োজন।
331,জবাবদিহিতা,নিজের কর্ম এবং সিদ্ধান্তের জন্য দায়িত্ব।,সরকারের প্রতি নাগরিকদের আস্থা বজায় রাখার জন্য সরকারি প্রতিষ্ঠানগুলিতে বৃহত্তর জবাবদিহিতা অপরিহার্য।
332,অভিযোজিত,নতুন অবস্থার সাথে খাপ খাইয়ে নিতে সক্ষম।,অভিযোজিত ব্যবস্থাপনা কৌশলগুলি সংস্থাগুলিকে দ্রুত পরিবর্তনশীল পরিবেশে কার্যকরভাবে সাড়া দিতে সাহায্য করে।
333,তীব্র করা,কোনও সমস্যা বা পরিস্থিতিকে আরও গুরুতর করে তোলা।,সরকারের অপর্যাপ্ত সাড়া অর্থনৈতিক মন্দার সামাজিক পরিণতি আরও বাড়িয়ে তুলতে পারে।
334,মানবসৃষ্ট,মানুষের কার্যকলাপের ফলে সৃষ্ট বা উৎপাদিত।,বিজ্ঞানীরা একমত যে মানবসৃষ্ট গ্রিনহাউস গ্যাস নির্গমনই বিশ্ব উষ্ণায়নের প্রধান কারণ।
335,আত্তীকরণ,একটি প্রভাবশালী সংস্কৃতিতে একটি গোষ্ঠীর আত্তীকরণ।,মানবাধিকার সংস্থাগুলি আদিবাসীদের জোরপূর্বক সাংস্কৃতিক আত্তীকরণের ব্যাপক নিন্দা করেছে।
336,কঠোরতা,ঋণ কমাতে সরকারি ব্যয়ে কঠোর হ্রাস।,আর্থিক সংকটের পর আরোপিত কঠোর পদক্ষেপের ফলে জনসেবা মারাত্মকভাবে ক্ষতিগ্রস্ত হয়।
337,অটোমেশন,স্বয়ংক্রিয়ভাবে কাজ সম্পাদনের জন্য প্রযুক্তির ব্যবহার।,উৎপাদন প্রক্রিয়ার স্বয়ংক্রিয়করণ অদক্ষ শ্রমিকের প্রয়োজনীয়তা উল্লেখযোগ্যভাবে হ্রাস করেছে।
338,জৈব-অবচনযোগ্য,প্রাকৃতিক জীব দ্বারা পচনশীল হতে সক্ষম।,পরিবেশ দূষণ কমাতে প্লাস্টিকের পরিবর্তে জৈব-অবচনযোগ্য প্যাকেজিং ব্যবহার করা একটি গুরুত্বপূর্ণ পদক্ষেপ।
339,আমলাতন্ত্র,নিয়ম এবং সরকারী প্রক্রিয়ার একটি জটিল ব্যবস্থা।,সরকারি প্রতিষ্ঠানে অতিরিক্ত আমলাতন্ত্র প্রয়োজনীয় পরিষেবাগুলির দক্ষ সরবরাহকে বাধাগ্রস্ত করতে পারে।
340,অনুঘটক,এমন কিছু যা কোনও প্রক্রিয়াকে ট্রিগার করে বা ত্বরান্বিত করে।,বিশ্বব্যাপী দূরবর্তী কাজের পদ্ধতি ব্যাপকভাবে গ্রহণের জন্য মহামারীটি একটি অনুঘটক হিসেবে কাজ করেছে।
341,নাগরিক সম্পৃক্ততা,সামাজিক ও রাজনৈতিক জীবনে সক্রিয় অংশগ্রহণ।,তরুণদের মধ্যে নাগরিক সম্পৃক্ততার নিম্ন স্তর গণতান্ত্রিক শাসনব্যবস্থার জন্য একটি উল্লেখযোগ্য হুমকি।
342,সহাবস্থান,মতপার্থক্য থাকা সত্ত্বেও শান্তিপূর্ণভাবে একসাথে থাকা।,বিভিন্ন জাতিগত সম্প্রদায়ের মধ্যে শান্তিপূর্ণ সহাবস্থান অর্জনের জন্য পারস্পরিক শ্রদ্ধা এবং বোঝাপড়া প্রয়োজন।
343,জ্ঞানীয়,চিন্তাভাবনা এবং শেখার মানসিক প্রক্রিয়াগুলির সাথে সম্পর্কিত।,শৈশবের শিক্ষা দীর্ঘমেয়াদী জ্ঞানীয় বিকাশ এবং একাডেমিক কর্মক্ষমতার উপর গভীর প্রভাব ফেলে।
344,সংহতি,একটি ঐক্যবদ্ধ সমগ্র গঠনের গুণ।,উচ্চ মাত্রার বৈষম্য সামাজিক সংহতিকে ক্ষতিগ্রস্ত করে এবং নাগরিক অস্থিরতার ঝুঁকি বাড়ায়।
345,পণ্যে পরিণত করা,কোনও কিছুকে বাণিজ্যিক পণ্য হিসেবে বিবেচনা করা।,"সমালোচকরা যুক্তি দেন যে, সরকারদের শিক্ষাকে বাজারজাত পণ্য হিসেবে বিবেচনা করে এটিকে বাণিজ্যিকীকরণ করা উচিত নয়।"
346,বাধ্যতামূলক,আইন বা নিয়ম অনুসারে প্রয়োজনীয়; বাধ্যতামূলক।,বাধ্যতামূলক শিক্ষা আইন বিশ্বজুড়ে সাক্ষরতার হার উন্নত করতে সহায়ক ভূমিকা পালন করছে।
347,গর্ভধারণ করা,একটি ধারণা বা পরিকল্পনা গঠন বা বিকাশ করা।,জ্বালানি ব্যবহারের ক্ষেত্রে আমূল পরিবর্তন ছাড়া টেকসই ভবিষ্যতের কল্পনা করা কঠিন।
348,একীভূত করা,একত্রিত বা শক্তিশালী করে একটি ঐক্যবদ্ধ সমগ্রে পরিণত করা।,একীভূতকরণের ফলে দুটি কোম্পানি সম্পদ একত্রিত করতে এবং পরিচালনাগত দক্ষতা উন্নত করতে সক্ষম হয়।
349,দূষণ,কোনও পদার্থে ক্ষতিকারক দূষণকারীর উপস্থিতি।,শিল্প বর্জ্যের কারণে আশেপাশের গ্রামীণ জনগোষ্ঠীতে ভূগর্ভস্থ জলের ব্যাপক দূষণ ঘটেছে।
350,বিবাদ,বিতর্কের একটি বিষয় বা উত্তপ্ত তর্ক।,অনেক দেশেই রাজনৈতিক বিতর্কে অভিবাসন নীতি একটি প্রধান বিতর্কের বিষয় হিসেবে রয়ে গেছে।
351,বিকেন্দ্রীকরণ করা,কেন্দ্রীয় কর্তৃপক্ষ থেকে স্থানীয় কর্তৃপক্ষের কাছে ক্ষমতা হস্তান্তর করা।,শাসনব্যবস্থা বিকেন্দ্রীকরণের প্রচেষ্টা স্থানীয় সম্প্রদায়ের ক্ষমতায়ন এবং জনসেবা প্রদান উন্নত করতে পারে।
352,ইচ্ছাকৃত,ইচ্ছাকৃতভাবে করা হয়েছে; সাবধানে বিবেচনা করার জন্য।,নীতিগত আলোচনা থেকে সংখ্যালঘুদের কণ্ঠস্বর বাদ দেওয়া একটি ইচ্ছাকৃত রাজনৈতিক কৌশল বলে মনে হচ্ছে।
353,নির্ভরতা,কোনও কিছুর উপর অত্যধিক নির্ভর করার অবস্থা।,অনেক উন্নয়নশীল দেশ একটি একক রপ্তানি পণ্যের উপর তাদের অর্থনৈতিক নির্ভরতা কমাতে লড়াই করে।
354,বঞ্চনা,মৌলিক চাহিদার এক ক্ষতিকর অভাব।,তীব্র বঞ্চনার এলাকায় বেড়ে ওঠা শিশুদের শিক্ষাগত সাফল্য অর্জনের সম্ভাবনা উল্লেখযোগ্যভাবে কম।
355,মরুকরণ,ভূমির মরুভূমির মতো অবস্থায় অবক্ষয়।,মরুকরণ বিশ্বব্যাপী আধা-শুষ্ক অঞ্চলে বসবাসকারী লক্ষ লক্ষ মানুষের জীবিকাকে হুমকির মুখে ফেলেছে।
356,অবনতি,ক্রমশ খারাপ হওয়ার একটি প্রক্রিয়া।,নগর অবকাঠামোর অবনতি অনেক শহরের বাসিন্দাদের জন্য গুরুতর নিরাপত্তা ঝুঁকি তৈরি করে।
357,অসামঞ্জস্যপূর্ণ,অন্য কিছুর তুলনায় খুব বড় বা ছোট।,প্রান্তিক সম্প্রদায়গুলি পরিবেশ দূষণের পরিণতির অসামঞ্জস্যপূর্ণ বোঝা বহন করে।
358,নির্বাচনী,নির্বাচন বা ভোটদান প্রক্রিয়া সম্পর্কিত।,সরকারে সকল নাগরিকের সুষ্ঠু প্রতিনিধিত্ব নিশ্চিত করার জন্য নির্বাচনী সংস্কার অপরিহার্য।
359,দেশত্যাগ,নিজের দেশ ছেড়ে অন্যত্র বসতি স্থাপন করা।,উচ্চ হারে অভিবাসন উন্নয়নশীল দেশগুলিকে তাদের সবচেয়ে দক্ষ এবং শিক্ষিত নাগরিকদের থেকে বঞ্চিত করতে পারে।
360,অভিজ্ঞতামূলক,তত্ত্বের চেয়ে পর্যবেক্ষণ এবং প্রমাণের উপর ভিত্তি করে।,নীতিগত সিদ্ধান্তগুলি আদর্শিক অনুমানের পরিবর্তে অভিজ্ঞতালব্ধ প্রমাণের ভিত্তিতে হওয়া উচিত।
361,অনুমোদন,সমর্থন বা অনুমোদনের প্রকাশ্য ঘোষণা।,একজন সেলিব্রিটির অনুমোদন গুরুত্বপূর্ণ সামাজিক ও রাজনৈতিক বিষয়গুলিতে জনমতকে উল্লেখযোগ্যভাবে প্রভাবিত করতে পারে।
362,উদ্যোক্তা,ব্যবসা স্থাপন এবং পরিচালনার কার্যকলাপ।,সরকারগুলি উদ্যোক্তা এবং উদ্ভাবনকে সমর্থন করে এমন পরিস্থিতি তৈরি করে অর্থনৈতিক প্রবৃদ্ধিকে উদ্দীপিত করতে পারে।
363,নীতিগত দ্বিধা,একটি দ্বন্দ্ব যার জন্য নৈতিক নীতিগুলির মধ্যে একটি বেছে নিতে হবে।,জেনেটিক ইঞ্জিনিয়ারিংয়ের অগ্রগতি সমাজকে গভীর নৈতিক দ্বিধাগ্রস্ত করে তোলে যার জন্য সতর্ক বিবেচনা প্রয়োজন।
364,তীব্রতা,সমস্যাটিকে আরও তীব্র করে তোলার প্রক্রিয়া।,দ্রুত জনসংখ্যা বৃদ্ধি ইতিমধ্যেই সংগ্রামরত অঞ্চলগুলিতে সম্পদের ঘাটতি আরও বাড়িয়ে তোলে।
365,বর্জন,প্রবেশাধিকার বা সদস্যপদ অস্বীকার করার কাজ।,প্রকৃত সামাজিক সমতা অর্জনের পথে ঝুঁকিপূর্ণ গোষ্ঠীর সামাজিক বর্জন একটি বড় বাধা।
366,শোষণ,লাভের জন্য কারো বা কিছুর অন্যায্য ব্যবহার।,উন্নয়নশীল দেশগুলিতে বহুজাতিক কর্পোরেশন কর্তৃক সস্তা শ্রমের শোষণ গুরুতর নৈতিক উদ্বেগের জন্ম দেয়।
367,সূচকীয়,দ্রুত ত্বরান্বিত হারে বৃদ্ধি বা হ্রাস।,সামাজিক যোগাযোগ মাধ্যমের ব্যবহারের তাৎপর্যপূর্ণ বৃদ্ধি বিশ্বব্যাপী মানুষের তথ্য গ্রহণের পদ্ধতিকে বদলে দিয়েছে।
368,ওঠানামা,সময়ের সাথে সাথে অনিয়মিত পরিবর্তন বা পরিবর্তন।,বিশ্বব্যাপী তেলের দামের তীব্র ওঠানামা তেল-নির্ভর দেশগুলির অর্থনীতিকে অস্থিতিশীল করে তুলতে পারে।
369,সূত্রবদ্ধ করা,পদ্ধতিগতভাবে তৈরি বা পরিকল্পনা করা।,সরকারগুলিকে অবশ্যই সাবধানতার সাথে এমন নীতিমালা প্রণয়ন করতে হবে যা অর্থনৈতিক প্রবৃদ্ধির সাথে পরিবেশ সুরক্ষার ভারসাম্য বজায় রাখবে।
370,খণ্ডিতকরণ,"কোন কিছুকে ছোট, বিচ্ছিন্ন অংশে ভেঙে ফেলা।",রাজনৈতিক দলগুলোর ভাঙনের ফলে স্থিতিশীল সরকার গঠন ক্রমশ কঠিন হয়ে পড়েছে।
