id,front,back,example
340,pemangkin,Sesuatu yang mencetuskan atau mempercepatkan sesuatu proses.,Pandemik ini bertindak sebagai pemangkin kepada penerapan amalan kerja jarak jauh yang meluas di seluruh dunia.
341,penglibatan sivik,Penyertaan aktif dalam kehidupan bermasyarakat dan berpolitik.,Tahap penglibatan sivik yang rendah dalam kalangan golongan muda menimbulkan ancaman yang ketara kepada tadbir urus demokratik.
342,kewujudan bersama,Hidup bersama secara aman meskipun terdapat perbezaan.,Mencapai kewujudan bersama yang aman dalam kalangan masyarakat pelbagai etnik memerlukan saling menghormati dan persefahaman.
343,kognitif,Berkaitan dengan proses pemikiran dan pembelajaran mental.,Pendidikan awal kanak-kanak mempunyai kesan yang mendalam terhadap perkembangan kognitif dan prestasi akademik jangka panjang.
344,perpaduan,Kualiti membentuk satu kesatuan yang utuh.,Tahap ketidaksamaan yang tinggi menjejaskan perpaduan sosial dan meningkatkan risiko pergolakan awam.
345,mengkomersialkan,Untuk melayan sesuatu sebagai produk komersial.,Pengkritik berhujah bahawa kerajaan tidak seharusnya mengkomersialkan pendidikan dengan menganggapnya sebagai produk pasaran.
346,wajib,Diwajibkan oleh undang-undang atau peraturan; wajib.,Undang-undang pendidikan wajib telah memainkan peranan penting dalam meningkatkan kadar literasi di seluruh dunia.
347,hamil,Untuk membentuk atau membangunkan idea atau rancangan.,Sukar untuk membayangkan masa depan yang mampan tanpa perubahan radikal dalam penggunaan tenaga.
348,menyatukan,Untuk menggabungkan atau mengukuhkan menjadi satu kesatuan yang utuh.,Penggabungan itu membolehkan kedua-dua syarikat menyatukan sumber dan meningkatkan kecekapan operasi.
349,pencemaran,Kehadiran bahan pencemar berbahaya dalam sesuatu bahan.,Sisa industri telah menyebabkan pencemaran air bawah tanah yang meluas di komuniti luar bandar di sekitarnya.
350,perbalahan,Perkara pertikaian atau perbalahan yang hangat.,Dasar imigresen kekal sebagai perdebatan utama dalam perdebatan politik di banyak negara.
351,mendesentralisasikan,Untuk memindahkan kuasa daripada pihak berkuasa pusat kepada pihak berkuasa tempatan.,Usaha untuk mendesentralisasikan tadbir urus dapat memperkasakan komuniti tempatan dan menambah baik penyampaian perkhidmatan awam.
352,sengaja,Dilakukan dengan sengaja; untuk mempertimbangkan dengan teliti.,Pengecualian suara minoriti daripada perbincangan dasar nampaknya merupakan strategi politik yang disengajakan.
353,kebergantungan,Keadaan sangat bergantung pada sesuatu.,Banyak negara membangun bergelut untuk mengurangkan kebergantungan ekonomi mereka terhadap satu komoditi eksport sahaja.
354,kekurangan,Kekurangan keperluan asas yang merosakkan.,Kanak-kanak yang dibesarkan di kawasan yang mengalami kekurangan yang teruk adalah kurang berkemungkinan untuk mencapai kejayaan akademik.
355,penggurunan,Degradasi tanah kepada keadaan seperti padang pasir.,Penggurunan mengancam mata pencarian berjuta-juta orang yang tinggal di kawasan separa gersang di seluruh dunia.
356,kemerosotan,Satu proses yang semakin teruk.,Kemerosotan infrastruktur bandar menimbulkan risiko keselamatan yang serius kepada penduduk di banyak bandar.
357,tidak seimbang,Terlalu besar atau kecil berbanding dengan sesuatu yang lain.,Komuniti terpinggir menanggung beban yang tidak seimbang akibat pencemaran alam sekitar.
358,pilihan raya,Berkaitan dengan pilihan raya atau proses pengundian.,Reformasi pilihan raya adalah penting untuk memastikan semua rakyat diwakili secara adil dalam kerajaan.
359,emigrasi,Meninggalkan negara untuk menetap di tempat lain.,Kadar emigrasi yang tinggi boleh menghalang negara-negara membangun daripada mendapat warganegara yang paling mahir dan berpendidikan.
360,empirikal,Berdasarkan pemerhatian dan bukti dan bukannya teori.,Keputusan dasar yang kukuh haruslah berdasarkan bukti empirikal dan bukannya andaian ideologi.
361,sokongan,Pengisytiharan sokongan atau kelulusan awam.,Sokongan selebriti boleh mempengaruhi pendapat umum dengan ketara mengenai isu-isu sosial dan politik yang penting.
362,keusahawanan,Aktiviti menubuhkan dan menjalankan perniagaan.,Kerajaan boleh merangsang pertumbuhan ekonomi dengan mewujudkan keadaan yang menyokong keusahawanan dan inovasi.
363,dilema etika,Konflik yang memerlukan pilihan antara prinsip moral.,Kemajuan dalam kejuruteraan genetik membentangkan masyarakat dengan dilema etika yang mendalam yang memerlukan pertimbangan yang teliti.
364,pemburukan,Proses menjadikan masalah lebih teruk.,Pertumbuhan penduduk yang pesat membawa kepada peningkatan kekurangan sumber di kawasan yang sedia ada menghadapi kesukaran.
365,pengecualian,Perbuatan menafikan akses atau keahlian.,Pengasingan sosial terhadap kumpulan terdedah merupakan halangan utama untuk mencapai kesaksamaan masyarakat yang tulen.
366,eksploitasi,Penggunaan seseorang atau sesuatu secara tidak adil untuk keuntungan.,Eksploitasi buruh murah di negara membangun oleh syarikat multinasional menimbulkan kebimbangan etika yang serius.
367,eksponen,Meningkat atau menurun pada kadar yang pantas dan pantas.,Pertumbuhan pesat penggunaan media sosial telah mengubah cara orang ramai menggunakan maklumat secara global.
368,turun naik,Variasi atau perubahan yang tidak sekata dari semasa ke semasa.,Perubahan mendadak dalam harga minyak global boleh menjejaskan kestabilan ekonomi negara-negara yang bergantung kepada minyak.
369,merumuskan,Mencipta atau mereka bentuk secara sistematik.,Kerajaan mesti merangka dasar-dasar yang mengimbangi pertumbuhan ekonomi dengan perlindungan alam sekitar dengan teliti.
370,pemecahan,Pemecahan sesuatu kepada bahagian-bahagian kecil yang terasing.,Perpecahan parti-parti politik telah menyukarkan pembentukan kerajaan yang stabil.
371,keluaran dalam negara kasar,Jumlah nilai wang bagi keluaran tahunan sesebuah negara.,Ramai ahli ekonomi berpendapat bahawa keluaran dalam negara kasar (KDNK) bukanlah ukuran yang mencukupi untuk menilai kesejahteraan negara.
372,hegemoni,Dominasi satu kumpulan ke atas kumpulan lain.,Hegemoni budaya negara-negara Barat telah mempengaruhi media global dan pilihan pengguna dengan ketara.
373,homogenisasi,Menjadikan sesuatu seragam atau serupa di seluruh bahagian.,Pengkritik berpendapat bahawa globalisasi membawa kepada homogenisasi budaya masyarakat dengan mengorbankan kepelbagaian.
374,kemanusiaan,Prihatin dengan peningkatan kebajikan dan penderitaan manusia.,Bantuan kemanusiaan antarabangsa adalah penting untuk menyokong populasi yang terjejas oleh konflik bersenjata dan bencana.
375,ideologi,Sistem kepercayaan yang mendasari tindakan politik.,Dasar ekonomi seringkali lebih dibentuk oleh ideologi politik berbanding bukti empirikal dan penyelidikan.
376,mengenakan,Memaksa sesuatu kepada orang lain melalui kuasa.,Badan-badan antarabangsa boleh mengenakan sekatan ke atas kerajaan yang melanggar perjanjian hak asasi manusia.
377,pemenjaraan,Keadaan dipenjarakan.,Kadar pemenjaraan yang tinggi di sesetengah negara menimbulkan persoalan serius tentang keadilan dan pemulihan.
378,permulaan,Permulaan atau penubuhan sesuatu.,"Sejak penubuhannya, organisasi ini telah mencapai kemajuan yang ketara dalam mengurangkan kemiskinan global."
379,inklusif,Tidak mengecualikan mana-mana kumpulan atau individu.,Sistem pendidikan inklusif memastikan kanak-kanak kurang upaya menerima peluang pembelajaran yang sama rata.
380,orang asli,Berasal secara semula jadi di kawasan tertentu.,Hak orang asli terhadap tanah pusaka mereka mesti dilindungi di bawah undang-undang antarabangsa.
381,perindustrian,Peralihan kepada pembuatan perindustrian berskala besar.,Perindustrian negara-negara membangun telah membawa pertumbuhan ekonomi tetapi juga kerosakan alam sekitar yang ketara.
382,ketidakcekapan,Kegagalan untuk menggunakan masa atau sumber dengan sebaik mungkin.,Ketidakcekapan birokrasi yang meluas menghalang kerajaan daripada menyampaikan perkhidmatan dengan berkesan dan saksama.
383,institusi,Berkaitan dengan organisasi atau sistem yang telah ditubuhkan.,Perkauman institusi yang tertanam dalam sistem perundangan terus merugikan komuniti minoriti di seluruh dunia.
384,saling bergantung,Saling bergantung antara dua atau lebih kumpulan.,Pandemik global menunjukkan saling kebergantungan yang mendalam antara ekonomi negara dalam dunia moden.
385,intimidasi,Menggunakan ketakutan atau ancaman untuk memaksa seseorang.,Ugutan pengundi menjejaskan proses demokrasi dan menghalang pilihan raya yang bebas dan adil daripada berlaku.
386,bidang kuasa,Pihak berkuasa rasmi untuk mentadbir undang-undang.,Jenayah siber menimbulkan cabaran yang kompleks kerana ia kerap berlaku merentasi pelbagai bidang kuasa undang-undang.
387,berdampingan,Untuk meletakkan dua benda bersama bagi menonjolkan kontras.,Laporan itu membandingkan gaya hidup golongan elit kaya dengan mereka yang hidup dalam kemiskinan tegar.
388,sah,Mematuhi undang-undang atau piawaian yang diterima.,Sebuah kerajaan yang sah mesti bertanggungjawab kepada rakyatnya dan menghormati hak asasi manusia.
389,kekurangan zat makanan,Kesihatan yang buruk akibat diet yang tidak mencukupi atau tidak seimbang.,Kekurangan zat makanan yang meluas di zon konflik merupakan krisis kemanusiaan global yang serius dan mendesak.
390,manifestasi,Tanda atau ekspresi yang boleh dilihat bagi sesuatu.,Ketiadaan tempat tinggal merupakan manifestasi nyata kegagalan dasar perumahan di banyak bandar maju.
391,peminggiran,Proses melayan sesuatu kumpulan sebagai periferal.,Peminggiran etnik minoriti dalam pasaran buruh mengekalkan kitaran kemiskinan dan ketidaksamaan.
392,meritokrasi,Sistem di mana kemajuan berdasarkan kebolehan.,Pengkritik berpendapat bahawa meritokrasi tulen adalah mustahil manakala ketidaksamaan sistemik masih belum ditangani.
393,mitigasi,Tindakan untuk mengurangkan tahap kemudaratan sesuatu yang berbahaya.,Strategi mitigasi yang berkesan amat diperlukan untuk mengehadkan impak terburuk perubahan iklim global.
394,monopoli,Kawalan eksklusif pasaran oleh satu entiti.,Monopoli yang tidak terkawal mengurangkan persaingan dan akhirnya membawa kepada harga yang lebih tinggi untuk pengguna.
395,pelbagai hala,Melibatkan lebih daripada dua pihak atau negara.,Menangani perubahan iklim secara berkesan memerlukan kerjasama pelbagai hala antara semua negara pemancar utama.
396,pengabaian,Kegagalan untuk menjaga atau menghadiri sesuatu.,Pengabaian politik selama bertahun-tahun telah menyebabkan banyak komuniti luar bandar tanpa penjagaan kesihatan atau pendidikan yang mencukupi.
397,neoliberal,"Mengutamakan pasaran bebas, penswastaan ​​dan penyahkawalseliaan.",Pengkritik berpendapat bahawa dasar ekonomi neoliberal telah meluaskan jurang antara kaya dan miskin di seluruh dunia.
398,norma,Piawaian tingkah laku yang diterima dalam sesebuah masyarakat.,Perubahan norma sosial mengenai peranan jantina telah secara beransur-ansur mengubah tempat kerja moden.
399,usang,Tidak lagi digunakan; ketinggalan zaman dan telah digantikan.,Kemajuan teknologi yang pesat telah menjadikan banyak kemahiran pembuatan tradisional hampir ketinggalan zaman.
400,penindasan,Kuasa atau kawalan yang tidak adil dan berpanjangan ke atas orang lain.,Penindasan sejarah terhadap kumpulan minoriti telah mewujudkan ketidaksamaan yang mendalam yang berterusan sehingga kini.
401,wabak,Kejadian penyakit atau keganasan secara tiba-tiba.,Wabak penyakit virus baharu telah mendorong langkah-langkah kecemasan kesihatan awam antarabangsa dengan segera.
402,per kapita,Bagi setiap orang dalam populasi tertentu.,KDNK per kapita biasanya digunakan untuk membandingkan purata taraf hidup di antara negara yang berbeza.
403,polarisasi,Pembahagian kepada dua kumpulan yang sangat berbeza.,Polarisasi politik telah menjadikan kerjasama bipartisan dalam isu-isu utama negara semakin sukar.
404,penswastaan,Pemindahan aset milik negara kepada pemilikan swasta.,Penswastaan ​​utiliti seperti air dan tenaga telah dikritik secara meluas kerana mengurangkan aksesibiliti.
405,percambahan,Peningkatan pesat dalam bilangan sesuatu.,Penyebaran maklumat salah di media sosial menimbulkan ancaman serius kepada proses demokrasi.
406,jarak dekat,"Kedekatan dalam ruang, masa, atau hubungan.",Jarak geografi yang dekat dengan pusat ekonomi mempengaruhi pembangunan dan pertumbuhan sesebuah wilayah dengan ketara.
407,mengesahkan,Untuk meluluskan secara rasmi sesuatu perjanjian atau undang-undang.,Lebih banyak negara mesti meratifikasi Perjanjian Paris agar komitmen iklim global memberi impak yang bermakna.
408,residivisme,Kecenderungan untuk melakukan kesalahan semula selepas sabitan terdahulu.,Program pemulihan yang berkesan telah terbukti dapat mengurangkan kadar residivisme dalam kalangan bekas pesalah.
409,pengagihan semula,Pengagihan semula sumber untuk mencapai kesaksamaan yang lebih besar.,Cukai progresif membolehkan pengagihan semula kekayaan daripada golongan terkaya kepada golongan yang paling kurang bernasib baik.
410,mengukuhkan,Untuk mengukuhkan atau menyokong idea atau struktur sedia ada.,Gambaran media tentang jenayah secara tidak sengaja boleh mengukuhkan stereotaip negatif tentang kumpulan sosial tertentu.
411,daya tahan,Keupayaan untuk pulih dengan cepat daripada kesukaran.,Membina daya tahan komuniti adalah penting untuk membantu penduduk menahan kesan perubahan iklim.
412,pembalasan,Tindakan yang diambil sebagai tindak balas terhadap kecederaan atau serangan.,Tindakan balas perdagangan antara ekonomi utama boleh mencetuskan kitaran tarif yang semakin meningkat.
413,pengasingan,Pemisahan kumpulan yang dipaksakan dalam masyarakat.,Pengasingan kaum dalam sistem pendidikan mempunyai kesan negatif yang berpanjangan terhadap kesaksamaan sosial.
414,sosioekonomi,Berkaitan dengan faktor sosial dan ekonomi.,Latar belakang sosioekonomi kanak-kanak kekal sebagai salah satu peramal paling kuat bagi pencapaian pendidikan.
415,kedaulatan,Kekuasaan tertinggi dan kemerdekaan sesebuah negara.,Perjanjian antarabangsa kadangkala bercanggah dengan hasrat negara untuk memelihara kedaulatan ekonomi sepenuhnya.
416,subsidi,Untuk menyokong kewangan dengan dana kerajaan.,Banyak kerajaan mensubsidi tenaga boleh diperbaharui untuk menjadikannya lebih berdaya saing dengan bahan api fosil.
417,mudah terdedah,Berkemungkinan terjejas atau terdedah kepada sesuatu.,Warga emas amat terdedah kepada penyakit serius akibat penyakit berjangkit pernafasan.
418,sistemik,Berkaitan dengan keseluruhan sistem dan bukannya satu bahagian.,Menangani kemiskinan memerlukan perubahan sistemik dan bukannya intervensi sedikit demi sedikit yang menyasarkan gejala individu.
419,merumuskan semula,Untuk menyatakan atau mereka bentuk semula dalam bentuk baharu.,"Berdasarkan bukti baharu, kerajaan mungkin perlu merumuskan semula pendekatan mereka terhadap dasar kesihatan awam."
420,pengecutan,Pengurangan dalam output atau aktiviti ekonomi.,Penguncupan perdagangan global yang mendadak semasa pandemik mendedahkan kerapuhan rantaian bekalan.
421,penyimpangan,Penyimpangan daripada apa yang normal atau dijangkakan.,Sesetengah ahli ekonomi menganggap krisis kewangan 2008 sebagai penyimpangan dan bukannya kegagalan struktur pasaran.
422,turun takhta,Gagal melaksanakan tugas atau tanggungjawab.,Kerajaan yang mengurangkan perkhidmatan awam mungkin dituduh melepaskan tanggungjawab mereka kepada rakyat yang terdedah.
423,permusuhan,Permusuhan yang pahit dalam pertuturan atau cara bertindak.,Rundingan Brexit dicirikan oleh pertikaian yang ketara antara wakil EU dan UK.
424,menggabungkan,Untuk menggabungkan atau menyatukan menjadi satu badan.,Beberapa jabatan yang lebih kecil telah digabungkan untuk meningkatkan kecekapan pentadbiran dan mengurangkan kos operasi.
425,memperbaiki,Untuk menjadikan situasi yang buruk lebih baik atau lebih boleh diterima.,Program bantuan antarabangsa bertujuan untuk memperbaiki keadaan yang dihadapi oleh penduduk yang kehilangan tempat tinggal di zon konflik.
426,anakronisme,Sesuatu yang tidak kena pada tempatnya dalam tempoh sejarahnya.,Pengkritik berpendapat bahawa dewan undangan tinggi yang tidak dipilih telah menjadi anakronisme demokratik dalam masyarakat moden.
427,asimetri,Kekurangan kesamaan atau kesetaraan antara bahagian.,Asimetri maklumat antara pembeli dan penjual boleh menyebabkan kegagalan pasaran dan hasil yang tidak cekap.
428,susut nilai,Pengurangan secara beransur-ansur melalui tekanan atau kehilangan yang berterusan.,Konflik yang berpanjangan itu menjadi perang gesekan yang menghabiskan sumber daya kedua-dua pihak yang bertentangan.
429,bifurkasi,Pembahagian kepada dua cabang atau bahagian.,Ketidaksamaan yang semakin meningkat telah menyebabkan perpecahan masyarakat kepada dua kumpulan ekonomi yang semakin tidak terputus.
430,memintas,Untuk mencari jalan keluar daripada peraturan atau halangan.,Syarikat multinasional telah dituduh menggunakan akaun luar pesisir untuk memintas obligasi cukai domestik.
431,paksaan,Menggunakan kekerasan atau ancaman untuk memaksa tindakan.,Penggunaan langkah-langkah paksaan untuk menyekat perbezaan pendapat politik melanggar prinsip-prinsip asas demokrasi.
432,pengkomersialan,Proses melayan sesuatu sebagai komoditi yang boleh dipasarkan.,Komodifikasi pendidikan tinggi telah mengubah universiti daripada institusi awam kepada perusahaan komersial.
433,rasa puas hati,Kepuasan diri yang memuaskan walaupun terdapat bahaya yang jelas.,Keasyikan politik dalam menghadapi ketidaksamaan yang semakin meningkat telah membolehkan perpecahan sosial melebar dengan ketara.
434,tekaan,Pendapat yang dibentuk tanpa bukti yang mencukupi.,"Tanpa data empirikal, dakwaan tentang impak ekonomi dasar tersebut kekal sebagai sangkaan semata-mata."
435,kontinjen,Bergantung pada keadaan atau keadaan yang tidak menentu.,Kejayaan program pembaharuan bergantung kepada komitmen politik yang berterusan dan pembiayaan yang mencukupi.
436,mengesahkan,Untuk mengesahkan atau menyokong dengan bukti.,Pelbagai kajian bebas menyokong penemuan bahawa pencemaran udara meningkatkan kadar kematian dengan ketara.
437,mengurangkan,Untuk mengurangkan atau menyekat sesuatu dengan ketara.,Undang-undang darurat telah digubal untuk menyekat kebebasan awam semasa kemuncak krisis kesihatan negara.
438,menggambarkan,Untuk menerangkan atau menunjukkan dengan tepat dan jelas.,Perjanjian antarabangsa mesti menggariskan dengan jelas tanggungjawab setiap negara penandatangan.
439,dividen demografi,Pertumbuhan ekonomi daripada populasi umur bekerja yang lebih besar.,Afrika Sub-Sahara mempunyai peluang untuk memanfaatkan dividen demografinya melalui pelaburan dalam pendidikan.
440,menghalang,Untuk menghalang tindakan melalui ketakutan atau keraguan.,Hukuman yang lebih berat bagi pelanggaran alam sekitar boleh menghalang syarikat daripada mencemarkan saluran air secara haram.
441,dikotomi,Pembahagian yang ketara kepada dua kategori yang berbeza.,Dikotomi antara pertumbuhan ekonomi dan perlindungan alam sekitar sering digambarkan sebagai pilihan yang salah.
442,penyebaran,Penyebaran sesuatu di kawasan yang luas.,Penyebaran teknologi digital yang pesat telah mengubah cara maklumat dihasilkan dan digunakan secara global.
443,melucutkan hak milik,Merampas hak atau keistimewaan seseorang.,Keperluan pendaftaran pengundi yang kompleks boleh melucutkan hak masyarakat berpendapatan rendah dan minoriti secara tidak seimbang.
444,berbeza,Pada asasnya berbeza dari segi jenis; tidak boleh dibandingkan.,Dasar ini mesti menampung keperluan komuniti yang berbeza dengan keadaan ekonomi yang sangat berbeza.
445,keberkesanan,Keupayaan untuk menghasilkan hasil yang diingini.,Percubaan klinikal mesti menguji keberkesanan rawatan baharu dengan teliti sebelum ia diluluskan untuk kegunaan awam.
446,egalitarian,Mempercayai atau menyokong hak yang sama rata untuk semua.,Masyarakat yang benar-benar egalitarian mesti menangani kedua-dua kesaksamaan undang-undang formal dan kesaksamaan peluang substantif.
447,berakar umbi,Teguh teguh dan sukar untuk diubah.,Bias jantina yang berakar umbi dalam amalan pengambilan pekerja terus merugikan wanita dalam peranan kanan.
448,keseimbangan,Keadaan keseimbangan antara kuasa-kuasa yang bertentangan.,Teori penawaran dan permintaan berpendapat bahawa pasaran secara semula jadi akan cenderung ke arah keseimbangan harga dari semasa ke semasa.
449,membasmi,Memusnahkan atau menghapuskan sesuatu sepenuhnya.,Matlamat Pertubuhan Kesihatan Sedunia untuk membasmi polio di seluruh dunia memerlukan perlindungan vaksinasi sejagat.
450,ekstrapolasi,Untuk melanjutkan data yang diketahui bagi meramalkan situasi yang tidak diketahui.,Penyelidik mesti berhati-hati apabila cuba mengekstrapolasi dapatan daripada sampel kecil kepada keseluruhan populasi.
451,mereka-reka,Mereka-reka maklumat palsu; mengada-adakan.,Wartawan yang mereka-reka bukti menjejaskan kepercayaan orang ramai terhadap media dan merosakkan wacana demokrasi.
452,kebolehlaksanaan,Kualiti yang mungkin dan praktikal.,Satu kajian kebolehlaksanaan yang komprehensif diperlukan sebelum projek infrastruktur berskala besar diluluskan.
453,defisit fiskal,Apabila perbelanjaan kerajaan melebihi pendapatannya.,Defisit fiskal yang semakin meningkat memaksa kerajaan sama ada menaikkan cukai atau mengurangkan perbelanjaan awam yang penting.
454,inovatif,Inovatif dan perintis; memperkenalkan idea-idea baharu.,Penyelidikan inovatif mengenai penyuntingan gen telah membuka kemungkinan baharu untuk merawat penyakit keturunan.
455,holistik,Menangani keseluruhan sistem dan bukannya bahagian-bahagiannya.,"Pendekatan holistik terhadap kesihatan awam mesti menangani penentu sosial, ekonomi dan alam sekitar secara serentak."
456,homogen,Terdiri daripada unsur-unsur yang serupa atau seragam.,Budaya bandar yang semakin homogen boleh menghakis kepelbagaian masyarakat tempatan tradisional yang kaya.
457,menghalang,Menghalang atau menghalang kemajuan atau pergerakan.,Amalan birokrasi yang korup menghalang pembangunan ekonomi dan tidak menggalakkan pelaburan langsung asing.
458,permulaan,Mula berlaku atau berkembang; pada peringkat awal.,Intervensi awal adalah penting untuk mencegah kemelesetan ekonomi yang baru bermula daripada menjadi kemelesetan sepenuhnya.
459,sembarangan,Dilakukan tanpa pertimbangan yang teliti; rawak dan cuai.,Penggunaan racun perosak secara sembarangan merosakkan ekosistem dan membahayakan spesies yang jauh melebihi sasaran yang dimaksudkan.
460,yang wujud,Wujud sebagai ciri penting yang kekal.,Terdapat ketegangan yang wujud antara memaksimumkan pertumbuhan ekonomi dan melindungi alam sekitar semula jadi.
461,menghasut,Untuk membawa atau memulakan sesuatu tindakan atau peristiwa.,Kumpulan masyarakat sivil sering menghasut perubahan dasar dengan menggerakkan tekanan awam ke atas institusi kerajaan.
462,mengurangkan,Untuk mengurangkan keterukan atau impak sesuatu.,Menanam pokok bandar boleh membantu mengurangkan kesan pulau haba di bandar-bandar yang padat penduduknya.
463,mengekalkan,Untuk membuat sesuatu berterusan selama-lamanya.,Sistem pendidikan yang mencerminkan struktur kelas sedia ada cenderung untuk mengekalkan dan bukannya mengurangkan ketidaksamaan sosial.
464,pragmatik,Menangani sesuatu secara praktikal dan bukannya secara teori.,Pendekatan pragmatik terhadap dasar migrasi mengimbangi kewajipan kemanusiaan dengan kapasiti sosial yang realistik.
465,tidak menentu,Tidak menentu dan berkemungkinan akan merosot; tidak stabil.,Peningkatan kontrak sifar jam kerja telah menyebabkan ramai pekerja berada dalam kedudukan kewangan yang tidak menentu dan tidak terjamin.
466,pencegahan,Bertindak lebih awal bagi mengelakkan sesuatu yang dijangkakan.,Sesetengah kerajaan berhujah bahawa tindakan ketenteraan pencegahan adalah wajar apabila menghadapi ancaman keselamatan yang akan berlaku.
467,kesan,Akibat tidak langsung daripada sesuatu peristiwa atau tindakan.,Perang perdagangan boleh membawa kesan ekonomi yang serius kepada negara-negara yang jauh melangkaui mereka yang terlibat secara langsung.
468,ketat,"Pematuhan yang ketat, tepat dan menuntut.",Peraturan alam sekitar yang ketat adalah perlu untuk mengelakkan syarikat daripada menanggung kos pencemaran secara luaran.
469,melemahkan,Melemahkan atau merosakkan sesuatu secara beransur-ansur.,Rasuah yang berleluasa menjejaskan kepercayaan orang ramai terhadap institusi demokrasi dan kedaulatan undang-undang.
470,kalibrasi semula,Untuk melaraskan atau menetapkan semula sebagai tindak balas kepada keadaan baharu.,Kerajaan mungkin perlu mengkalibrasi semula dasar ekonomi sebagai tindak balas kepada keadaan pasaran global yang pesat berubah.
471,akulturasi,Mengadopsi ciri-ciri budaya daripada kumpulan lain.,Akulturasi komuniti migran melibatkan rundingan yang kompleks antara warisan dan norma budaya tuan rumah.
472,mengadili,Untuk membuat penghakiman atau keputusan rasmi.,Tribunal antarabangsa wujud untuk mengadili pertikaian antara negara yang tidak dapat diselesaikan secara dua hala.
473,berlawanan,Bertentangan atau bercanggah secara langsung dengan sesuatu.,Menyekat kebebasan bersuara adalah bertentangan dengan prinsip asas tadbir urus demokratik liberal.
474,berkembang pesat,Berkembang atau berkembang dengan pesat dan rancak.,Kelas menengah yang semakin berkembang di Asia Tenggara sedang memacu pertumbuhan permintaan pengguna yang belum pernah terjadi sebelumnya.
475,bergabung,Bersatu untuk membentuk satu kesatuan yang utuh.,Kumpulan aktivis yang berbeza mula bersatu di sekitar agenda bersama keadilan alam sekitar dan sosial.
476,sedar,Mempunyai pengetahuan atau kesedaran tentang sesuatu.,Pembuat dasar mesti menyedari sepenuhnya akibat alam sekitar jangka panjang daripada pembangunan perindustrian.
477,tidak produktif,Mempunyai kesan yang bertentangan dengan yang diingini.,"Dasar dadah yang terlalu menghukum mungkin tidak produktif, meningkatkan jenayah dan bukannya mengurangkan penyalahgunaan bahan."
478,kitaran,Berulang secara berkala melalui urutan yang berulang.,"Kemiskinan selalunya bersifat kitaran, diwarisi dari generasi ke generasi disebabkan oleh akses dan peluang yang tidak mencukupi."
479,demagogi,Manipulasi politik menggunakan rayuan emosi populis.,Kebangkitan demagogi dalam masyarakat demokratik menimbulkan ancaman serius kepada tadbir urus yang rasional dan berasaskan bukti.
480,endemik,Kerap ditemui dan berleluasa di kawasan tertentu.,Rasuah yang berleluasa dalam institusi awam menghalang penyampaian perkhidmatan yang berkesan kepada rakyat yang memerlukan.
481,epistemik,Berkaitan dengan pengetahuan atau tahap pengesahannya.,Kerendahan hati epistemik memerlukan pengakuan tentang batasan apa yang boleh kita ketahui ketika merumuskan dasar awam.
482,mendesak,Memerlukan tindakan atau perhatian segera; mendesak.,Tuntutan mendesak krisis pelarian memerlukan tindak balas antarabangsa yang segera dan terselaras.
483,luar wilayah,Meluas atau beroperasi di luar sempadan wilayah.,Sesetengah negara menggunakan undang-undang ekstrateritorial untuk mendakwa syarikat atas rasuah yang dilakukan di luar negara.
484,geopolitik,Berkaitan dengan politik yang dipengaruhi oleh geografi.,Persaingan untuk sumber mineral kritikal semakin memacu ketegangan geopolitik antara kuasa-kuasa besar.
485,heterogen,Berbeza sifatnya atau terdiri daripada unsur-unsur yang berbeza.,Tenaga kerja yang heterogen membawa pelbagai perspektif yang boleh memacu inovasi organisasi yang lebih besar.
486,heuristik,Membolehkan penemuan melalui kaedah percubaan dan praktikal.,Ekonomi tingkah laku mendedahkan bagaimana heuristik kognitif boleh menyebabkan individu membuat keputusan yang tidak rasional secara sistematik.
487,hibridisasi,Proses menggabungkan dua elemen yang berbeza.,Hibridisasi budaya di bandar-bandar global menghasilkan bentuk kreatif baharu yang diambil daripada pelbagai tradisi.
488,tidak berubah,Tidak berubah mengikut peredaran masa; mustahil untuk diubah.,"Sesetengah ahli falsafah berpendapat bahawa kebenaran moral tidak berubah, sementara yang lain berpendapat bahawa kebenaran moral berkembang mengikut masyarakat."
489,tidak dapat dielakkan,Mustahil untuk dihentikan atau dicegah; tanpa henti.,Peningkatan paras laut yang tidak dapat dielakkan menimbulkan ancaman eksistensial kepada komuniti pesisir pantai yang rendah di seluruh dunia.
490,berbahaya,Secara beransur-ansur berbahaya dengan cara yang halus dan tersembunyi.,"Bias tidak sedar boleh memberi kesan berbahaya terhadap keputusan pengambilan pekerja, sekali gus mengekalkan ketidaksamaan tempat kerja sistemik."
491,sukar diatasi,"Terlalu sukar untuk diurus, diselesaikan atau ditangani.",Konflik Israel-Palestin terbukti sukar diatasi meskipun terdapat usaha diplomatik antarabangsa selama beberapa dekad.
492,pelbagai rupa,Mempunyai pelbagai aspek atau dimensi.,"Menangani perubahan iklim memerlukan pendekatan pelbagai aspek yang menggabungkan perubahan teknologi, politik dan tingkah laku."
493,baru lahir,Baru mula wujud atau berkembang.,Pelaburan dalam sektor tenaga boleh diperbaharui yang baru muncul dapat membantu negara-negara beralih daripada kebergantungan bahan api fosil.
