id,front,back,example
319,شفافیت,صراحت و وضوح در فرآیندها یا حکمرانی.,شفافیت بیشتر در هزینه‌های دولت می‌تواند به کاهش فساد و ایجاد اعتماد عمومی کمک کند.
320,بیکاری,حالت نداشتن کار با دستمزد.,بیکاری ساختاری ناشی از اتوماسیون چالش بزرگی برای دولت‌ها در سراسر جهان است.
321,شهرنشینی,افزایش نسبت مردمی که در شهرها زندگی می‌کنند.,شهرنشینی سریع در آسیا شهرهای فراگیر ایجاد کرده اما همچنین چالش‌های زیرساختی شدیدی به همراه داشته است.
322,واکسیناسیون,درمانی که ایمنی در برابر بیماری را ایجاد می‌کند.,برنامه‌های واکسیناسیون گسترده بیماری‌هایی مانند آبله را ریشه‌کن کرده و فلج اطفال را در سطح جهانی کنترل کرده‌اند.
323,داوطلبانه,انجام شده به میل خود بدون اجبار خارجی.,سازمان‌های داوطلبانه نقش حیاتی در حمایت از اعضای آسیب‌پذیر جامعه دارند.
324,آسیب‌پذیری,در معرض آسیب یا دشواری بودن.,کشورهای جزیره کوچک با آسیب‌پذیری شدیدی در برابر پیامدهای افزایش سطح دریا روبرو هستند.
325,گسترده,یافت شده یا توزیع شده در یک ناحیه بزرگ.,دسترسی گسترده به اینترنت ارتباطات و دسترسی به اطلاعات را در سطح جهانی متحول کرده است.
326,نیروی کار,تمام افرادی که برای اشتغال در دسترس هستند.,نیروی کار سالمند چالش‌های قابل توجهی برای سیستم‌های بازنشستگی در کشورهای توسعه‌یافته ایجاد می‌کند.
327,بازدهی داشتن,تولید یا فراهم کردن یک نتیجه یا محصول.,تکنیک‌های کشاورزی بهبودیافته به کشاورزان کمک کرده تا محصولات بزرگتری در مناطق خشکسالی‌زده برداشت کنند.
328,تشدید کردن,بدتر کردن یک مشکل یا وضعیت.,انتظار می‌رود تغییرات آب و هوایی چالش‌های موجود امنیت غذایی را در مناطق آسیب‌پذیر تشدید کند.
329,تخصیص,توزیع منابع برای یک هدف.,تخصیص مؤثر بودجه عمومی برای بهبود نتایج مراقبت‌های بهداشتی ملی ضروری است.
330,یکپارچه‌سازی,فرآیند ترکیب اجزا به یک کل.,یکپارچه‌سازی اجتماعی موفق مهاجران نیازمند سرمایه‌گذاری در آموزش زبان و حمایت از جامعه است.
331,پاسخگویی,مسئولیت در قبال اعمال و تصمیمات خود.,پاسخگویی بیشتر در نهادهای عمومی برای حفظ اعتماد شهروندان به دولت ضروری است.
332,انطباق‌پذیر,قادر به تنظیم با شرایط جدید.,استراتژی‌های مدیریت انطباق‌پذیر به سازمان‌ها امکان می‌دهد به طور مؤثر به محیط‌های در حال تغییر سریع پاسخ دهند.
333,وخیم‌تر کردن,جدی‌تر کردن یک مشکل یا وضعیت.,پاسخ ناکافی دولت می‌تواند پیامدهای اجتماعی یک رکود اقتصادی را وخیم‌تر کند.
334,انسان‌زاد,ناشی از یا تولید شده توسط فعالیت انسانی.,دانشمندان متفق‌القول هستند که انتشار گازهای گلخانه‌ای انسان‌زاد عامل اصلی گرمایش جهانی است.
335,جذب فرهنگی,جذب یک گروه در فرهنگ مسلط.,جذب فرهنگی اجباری مردم بومی به طور گسترده توسط سازمان‌های حقوق بشری محکوم شده است.
336,ریاضت اقتصادی,کاهش شدید هزینه‌های دولت برای کاهش بدهی.,اقدامات ریاضت اقتصادی اعمال شده پس از بحران مالی منجر به کاهش شدید خدمات عمومی شد.
337,اتوماسیون,استفاده از فناوری برای انجام خودکار وظایف.,اتوماسیون فرآیندهای تولیدی نیاز به نیروی کار غیرماهر را به طور قابل توجهی کاهش داده است.
338,زیست‌تخریب‌پذیر,قادر به تجزیه توسط موجودات طبیعی.,جایگزینی پلاستیک با بسته‌بندی زیست‌تخریب‌پذیر گامی کلیدی به سمت کاهش آلودگی زیست‌محیطی است.
339,بوروکراسی,یک سیستم پیچیده از قوانین و فرآیندهای رسمی.,بوروکراسی بیش از حد در نهادهای عمومی می‌تواند ارائه کارآمد خدمات ضروری را مانع شود.
340,کاتالیزور,چیزی که یک فرآیند را آغاز یا تسریع می‌کند.,همه‌گیری به عنوان کاتالیزوری برای پذیرش گسترده شیوه‌های کار از راه دور در سطح جهانی عمل کرد.
341,مشارکت مدنی,شرکت فعال در زندگی اجتماعی و سیاسی.,سطوح پایین مشارکت مدنی در میان جوانان تهدید قابل توجهی برای حکمرانی دموکراتیک است.
342,همزیستی,وجود داشتن با هم به صورت مسالمت‌آمیز با وجود تفاوت‌ها.,دستیابی به همزیستی مسالمت‌آمیز در میان جوامع قومی متنوع نیازمند احترام متقابل و درک است.
343,شناختی,مربوط به فرآیندهای ذهنی تفکر و یادگیری.,آموزش دوران کودکی تأثیر عمیقی بر رشد شناختی بلندمدت و عملکرد تحصیلی دارد.
344,انسجام,کیفیت تشکیل یک کل متحد.,سطوح بالای نابرابری انسجام اجتماعی را تضعیف کرده و خطر آشوب مدنی را افزایش می‌دهد.
345,تبدیل به کالا کردن,رفتار با چیزی به عنوان یک محصول تجاری.,منتقدان استدلال می‌کنند که دولت‌ها نباید آموزش را با رفتار با آن به عنوان یک محصول بازار تبدیل به کالا کنند.
346,اجباری,الزامی توسط قانون یا مقررات؛ ضروری.,قوانین آموزش اجباری در بهبود نرخ‌های سواد در سراسر جهان نقش اساسی داشته‌اند.
347,تصور کردن,شکل دادن یا توسعه یک ایده یا برنامه.,تصور آینده‌ای پایدار بدون تغییر بنیادی در مصرف انرژی دشوار است.
348,تحکیم کردن,ترکیب یا تقویت به یک کل یکپارچه.,ادغام به دو شرکت اجازه داد منابع را تحکیم کرده و کارایی عملیاتی را بهبود بخشند.
349,آلودگی,وجود آلاینده‌های مضر در یک ماده.,پسماند صنعتی موجب آلودگی گسترده آب‌های زیرزمینی در جوامع روستایی اطراف شده است.
350,موضوع اختلاف,یک نقطه اختلاف یا بحث داغ.,سیاست مهاجرت در بسیاری از کشورها همچنان یک نقطه اصلی اختلاف در مناظرات سیاسی است.
351,تمرکززدایی کردن,انتقال قدرت از مقامات مرکزی به محلی.,تلاش برای تمرکززدایی از حکومت می‌تواند جوامع محلی را توانمند کرده و ارائه خدمات عمومی را بهبود بخشد.
352,عمدی,انجام شده به طور عمد؛ با دقت بررسی کردن.,به نظر می‌رسد حذف صداهای اقلیت از مباحث سیاستگذاری یک استراتژی سیاسی عمدی باشد.
353,وابستگی,حالت اتکای شدید به چیزی.,بسیاری از کشورهای در حال توسعه برای کاهش وابستگی اقتصادی خود به یک کالای صادراتی واحد تلاش می‌کنند.
354,محرومیت,کمبود مضر نیازهای اساسی.,کودکانی که در مناطق محرومیت شدید بزرگ می‌شوند به طور قابل توجهی کمتر احتمال دارد به موفقیت تحصیلی دست یابند.
355,بیابان‌زایی,تخریب زمین به شرایط بیابانی.,بیابان‌زایی معیشت میلیون‌ها نفر زندگی‌کننده در مناطق نیمه‌خشک در سراسر جهان را تهدید می‌کند.
356,وخامت,فرآیند بدتر شدن تدریجی.,وخامت زیرساخت شهری خطرات جدی ایمنی برای ساکنان در بسیاری از شهرها ایجاد می‌کند.
357,نامتناسب,خیلی بزرگ یا کوچک نسبت به چیز دیگری.,جوامع به حاشیه رانده شده بار نامتناسبی از پیامدهای آلودگی زیست‌محیطی را تحمل می‌کنند.
358,انتخاباتی,مربوط به انتخابات یا فرآیند رأی‌گیری.,اصلاح انتخاباتی برای اطمینان از اینکه همه شهروندان به طور عادلانه در دولت نمایندگی شوند ضروری است.
359,مهاجرت از کشور,ترک کشور برای اقامت در جای دیگر.,نرخ‌های بالای مهاجرت از کشور می‌تواند کشورهای در حال توسعه را از ماهرترین و تحصیل‌کرده‌ترین شهروندانشان محروم کند.
360,تجربی,بر اساس مشاهده و شواهد به جای نظریه.,تصمیمات سیاستی درست باید بر اساس شواهد تجربی به جای فرضیات ایدئولوژیکی باشند.
361,تأیید,اعلام عمومی حمایت یا تصویب.,تأیید یک مشهور می‌تواند به طور قابل توجهی افکار عمومی را در موضوعات مهم اجتماعی و سیاسی تحت تأثیر قرار دهد.
362,کارآفرینی,فعالیت راه‌اندازی و اداره کسب‌وکارها.,دولت‌ها می‌توانند رشد اقتصادی را با ایجاد شرایطی که از کارآفرینی و نوآوری حمایت می‌کند تحریک کنند.
363,معضل اخلاقی,یک تعارض که نیاز به انتخاب بین اصول اخلاقی دارد.,پیشرفت‌ها در مهندسی ژنتیک جامعه را با معضلات اخلاقی عمیقی روبرو می‌کند که نیاز به تأمل دقیق دارند.
364,تشدید,فرآیند جدی‌تر کردن یک مشکل.,رشد سریع جمعیت منجر به تشدید کمبود منابع در مناطقی می‌شود که از قبل دچار مشکل هستند.
365,طرد,عمل انکار دسترسی یا عضویت.,طرد اجتماعی گروه‌های آسیب‌پذیر مانع اصلی دستیابی به برابری واقعی در جامعه است.
366,بهره‌کشی,استفاده ناعادلانه از کسی یا چیزی برای منفعت.,بهره‌کشی از نیروی کار ارزان در کشورهای در حال توسعه توسط شرکت‌های چندملیتی نگرانی‌های اخلاقی جدی ایجاد می‌کند.
367,نمایی,با سرعت تسریع‌یافته افزایش یا کاهش یافتن.,رشد نمایی استفاده از رسانه‌های اجتماعی روش مصرف اطلاعات توسط مردم را در سطح جهانی متحول کرده است.
368,نوسان,تغییر یا تحول نامنظم در طول زمان.,نوسانات شدید در قیمت‌های جهانی نفت می‌تواند اقتصادهای وابسته به نفت را بی‌ثبات کند.
369,تدوین کردن,ایجاد یا طراحی به صورت سیستماتیک.,دولت‌ها باید با دقت سیاست‌هایی تدوین کنند که رشد اقتصادی را با حفاظت از محیط زیست متعادل کنند.
370,تکه‌تکه شدن,شکستن چیزی به قطعات کوچک و منزوی.,تکه‌تکه شدن احزاب سیاسی تشکیل دولت‌های پایدار را به طور فزاینده‌ای دشوار کرده است.
371,تولید ناخالص داخلی,ارزش پولی کل تولید سالانه یک کشور.,بسیاری از اقتصاددانان استدلال می‌کنند که تولید ناخالص داخلی معیار ناکافی رفاه ملی است.
372,هژمونی,سلطه یک گروه بر دیگران.,هژمونی فرهنگی کشورهای غربی به طور قابل توجهی بر رسانه‌های جهانی و ترجیحات مصرف‌کننده تأثیر گذاشته است.
373,یکنواخت‌سازی,یکسان یا مشابه کردن چیزها در سراسر.,منتقدان استدلال می‌کنند که جهانی‌شدن به یکنواخت‌سازی فرهنگی جوامع به بهای تنوع منجر می‌شود.
374,بشردوستانه,نگران بهبود رفاه و رنج انسانی.,کمک‌های بشردوستانه بین‌المللی برای حمایت از جمعیت‌هایی که تحت تأثیر مسلحانه درگیری و فاجعه هستند حیاتی است.
375,ایدئولوژی,سیستمی از باورهای پشتیبان کننده از عمل سیاسی.,سیاست اقتصادی اغلب بیشتر توسط ایدئولوژی سیاسی شکل می‌گیرد تا شواهد تجربی و تحقیقات.
376,تحمیل کردن,اجبار کردن چیزی بر دیگران توسط اقتدار.,نهادهای بین‌المللی ممکن است تحریم‌هایی را بر دولت‌هایی که توافقات حقوق بشری را نقض می‌کنند تحمیل کنند.
377,زندانی شدن,حالت زندانی بودن.,نرخ‌های بالای زندانی شدن در برخی کشورها سؤالات جدی درباره عدالت و توانبخشی مطرح می‌کند.
378,آغاز,شروع یا تأسیس چیزی.,از زمان آغاز خود، سازمان پیشرفت قابل توجهی در کاهش فقر جهانی داشته است.
379,فراگیر,عدم حذف هیچ گروه یا فردی.,یک سیستم آموزشی فراگیر تضمین می‌کند که کودکان دارای معلولیت فرصت‌های یادگیری برابر دریافت کنند.
380,بومی,به طور طبیعی در یک منطقه خاص ریشه داشتن.,حقوق مردم بومی نسبت به سرزمین‌های اجدادی‌شان باید تحت قوانین بین‌المللی حمایت شود.
381,صنعتی‌سازی,انتقال به تولید صنعتی در مقیاس بزرگ.,صنعتی‌سازی کشورهای در حال توسعه رشد اقتصادی اما همچنین آسیب زیست‌محیطی قابل توجهی به همراه داشته است.
382,ناکارایی,ناتوانی در بهترین استفاده از زمان یا منابع.,ناکارایی بوروکراتیک گسترده از ارائه مؤثر و منصفانه خدمات توسط دولت‌ها جلوگیری می‌کند.
383,نهادی,مربوط به سازمان‌ها یا سیستم‌های مستقر.,نژادپرستی نهادی تعبیه شده در سیستم‌های حقوقی همچنان به جوامع اقلیتی در سراسر جهان ضرر می‌زند.
384,وابستگی متقابل,اتکای متقابل بین دو یا چند گروه.,همه‌گیری جهانی وابستگی متقابل عمیق اقتصادهای ملی در دنیای مدرن را نشان داد.
385,ارعاب,استفاده از ترس یا تهدیدات برای مجبور کردن کسی.,ارعاب رأی‌دهندگان فرآیند دموکراتیک را تضعیف کرده و از برگزاری انتخابات آزاد و عادلانه جلوگیری می‌کند.
386,حوزه قضایی,اقتدار رسمی برای اجرای قوانین.,جرائم سایبری چالش‌های پیچیده‌ای ارائه می‌دهد زیرا اغلب در چندین حوزه قضایی حقوقی رخ می‌دهد.
387,در کنار هم قرار دادن,قرار دادن دو چیز در کنار هم برای برجسته کردن تضاد.,گزارش سبک زندگی نخبگان ثروتمند را در کنار سبک زندگی کسانی که در فقر شدید زندگی می‌کنند قرار می‌دهد.
388,مشروع,مطابق با قانون یا استانداردهای پذیرفته شده.,یک دولت مشروع باید در برابر شهروندان خود پاسخگو باشد و به حقوق اساسی بشر احترام بگذارد.
389,سوءتغذیه,سلامت ضعیف ناشی از رژیم غذایی ناکافی یا نامتعادل.,سوءتغذیه گسترده در مناطق درگیری یک بحران بشردوستانه جهانی جدی و فوری است.
390,تجلی,نشانه یا بیان قابل مشاهده چیزی.,بی‌خانمانی تجلی صریحی از شکست سیاست مسکن در بسیاری از شهرهای توسعه‌یافته است.
391,به حاشیه راندن,فرآیند رفتار با یک گروه به عنوان حاشیه‌ای.,به حاشیه راندن اقلیت‌های قومی در بازار کار چرخه‌های فقر و نابرابری را تداوم می‌بخشد.
392,شایسته‌سالاری,سیستمی که در آن پیشرفت بر اساس توانایی است.,منتقدان استدلال می‌کنند که یک شایسته‌سالاری واقعی تا زمانی که نابرابری سیستمی بدون رسیدگی باقی بماند غیرممکن است.
393,تخفیف,اقدام برای کاهش شدت چیز مضری.,استراتژی‌های تخفیف مؤثر به فوریت برای محدود کردن بدترین تأثیرات تغییرات آب و هوایی جهانی لازم هستند.
394,انحصار,کنترل انحصاری یک بازار توسط یک موجودیت.,انحصارهای بی‌بند و بار رقابت را کاهش داده و در نهایت منجر به قیمت‌های بالاتر برای مصرف‌کنندگان می‌شوند.
395,چندجانبه,شامل بیش از دو طرف یا کشور.,پرداختن مؤثر به تغییرات آب و هوایی نیازمند همکاری چندجانبه بین همه کشورهای اصلی انتشاردهنده است.
396,غفلت,ناتوانی در مراقبت یا توجه به چیزی.,سال‌ها غفلت سیاسی بسیاری از جوامع روستایی را بدون مراقبت‌های بهداشتی یا آموزش کافی رها کرده است.
397,نئولیبرال,طرفدار بازارهای آزاد، خصوصی‌سازی و مقررات‌زدایی.,منتقدان استدلال می‌کنند که سیاست‌های اقتصادی نئولیبرال شکاف بین ثروتمند و فقیر را در سطح جهانی افزایش داده است.
398,هنجارها,استانداردهای پذیرفته شده رفتار در یک جامعه.,تغییر هنجارهای اجتماعی پیرامون نقش‌های جنسیتی به تدریج محیط کار مدرن را دگرگون کرده است.
399,منسوخ,دیگر در استفاده نیست؛ قدیمی و جایگزین شده.,پیشرفت سریع فناوری بسیاری از مهارت‌های تولیدی سنتی را تقریباً منسوخ کرده است.
400,ستم,اقتدار یا کنترل ناعادلانه طولانی‌مدت بر دیگران.,ستم تاریخی بر گروه‌های اقلیتی نابرابری‌های عمیقاً تعبیه شده‌ای ایجاد کرده که امروز نیز پابرجا هستند.
401,شیوع,وقوع ناگهانی بیماری یا خشونت.,شیوع یک بیماری ویروسی جدید اقدامات فوری اضطراری بهداشت عمومی بین‌المللی را برانگیخت.
402,سرانه,برای هر نفر در یک جمعیت مشخص.,تولید ناخالص داخلی سرانه معمولاً برای مقایسه میانگین سطح زندگی در کشورهای مختلف استفاده می‌شود.
403,قطبی‌سازی,تقسیم به دو گروه متضاد و تیز.,قطبی‌سازی سیاسی همکاری دوحزبی در موضوعات اصلی ملی را به طور فزاینده‌ای دشوار کرده است.
404,خصوصی‌سازی,انتقال دارایی‌های دولتی به مالکیت خصوصی.,خصوصی‌سازی خدماتی مانند آب و انرژی به خاطر کاهش دسترسی به طور گسترده‌ای مورد انتقاد قرار گرفته است.
405,گسترش,افزایش سریع در تعداد چیزی.,گسترش اطلاعات غلط در رسانه‌های اجتماعی تهدید جدی برای فرآیندهای دموکراتیک است.
406,مجاورت,نزدیکی در فضا، زمان یا رابطه.,مجاورت جغرافیایی با مراکز اقتصادی به طور قابل توجهی بر توسعه و رشد یک منطقه تأثیر می‌گذارد.
407,تصویب کردن,تأیید رسمی یک توافق یا قانون.,کشورهای بیشتری باید توافقنامه پاریس را تصویب کنند تا تعهدات آب و هوایی جهانی تأثیر معناداری داشته باشند.
408,تکرار جرم,تمایل به ارتکاب مجدد جرم پس از محکومیت قبلی.,برنامه‌های توانبخشی مؤثر ثابت شده‌اند که نرخ تکرار جرم را در میان مجرمان سابق کاهش می‌دهند.
409,توزیع مجدد,تخصیص مجدد منابع برای دستیابی به برابری بیشتر.,مالیات‌بندی مترقی توزیع مجدد ثروت از ثروتمندترین‌ها به محروم‌ترین‌ها را ممکن می‌سازد.
410,تقویت کردن,استحکام بخشیدن یا حمایت از یک ایده یا ساختار موجود.,بازنمایی‌های رسانه‌ای از جرم می‌توانند ناخواسته کلیشه‌های منفی درباره گروه‌های اجتماعی خاص را تقویت کنند.
411,تاب‌آوری,توانایی بازیابی سریع از دشواری‌ها.,ایجاد تاب‌آوری اجتماعی برای کمک به جمعیت‌ها در تحمل تأثیرات تغییرات آب و هوایی ضروری است.
412,تلافی,اقدامی که در پاسخ به آسیب یا حمله انجام می‌شود.,تلافی تجاری بین اقتصادهای بزرگ می‌تواند چرخه مضری از تعرفه‌های فزاینده را آغاز کند.
413,تبعیض نژادی,جداسازی اجباری گروه‌ها در جامعه.,تبعیض نژادی در سیستم‌های آموزشی اثرات منفی ماندگاری بر برابری اجتماعی دارد.
414,اجتماعی-اقتصادی,مربوط به هر دو عوامل اجتماعی و اقتصادی.,پیشینه اجتماعی-اقتصادی کودک همچنان یکی از قوی‌ترین پیش‌بینی‌کننده‌های موفقیت تحصیلی است.
415,حاکمیت,اقتدار عالی و استقلال یک دولت.,توافقات بین‌المللی گاهی با تمایل کشورها به حفظ کامل حاکمیت اقتصادی در تعارض قرار می‌گیرند.
416,یارانه دادن,حمایت مالی با وجوه دولتی.,بسیاری از دولت‌ها به انرژی تجدیدپذیر یارانه می‌دهند تا آن را با سوخت‌های فسیلی رقابتی‌تر کنند.
417,آسیب‌پذیر,احتمالاً تحت تأثیر یا آسیب‌پذیر در برابر چیزی.,جمعیت‌های سالمند به ویژه در برابر بیماری شدید ناشی از بیماری‌های عفونی تنفسی آسیب‌پذیر هستند.
418,سیستمی,مربوط به کل یک سیستم نه یک بخش.,پرداختن به فقر نیازمند تغییر سیستمی به جای مداخلات جزئی است که نشانه‌های فردی را هدف می‌گیرند.
419,بازتدوین کردن,بیان یا طراحی مجدد در قالب جدید.,در پرتو شواهد جدید، دولت‌ها ممکن است نیاز داشته باشند رویکرد خود به سیاست بهداشت عمومی را بازتدوین کنند.
420,انقباض,کاهش در تولید یا فعالیت اقتصادی.,انقباض شدید تجارت جهانی در دوران همه‌گیری شکنندگی زنجیره‌های تأمین را آشکار کرد.
421,انحراف,انحراف از چیزی که طبیعی یا مورد انتظار است.,برخی اقتصاددانان بحران مالی ۲۰۰۸ را یک انحراف می‌دانند نه یک شکست ساختاری بازارها.
422,شانه خالی کردن از,عدم انجام یک وظیفه یا مسئولیت.,دولت‌هایی که خدمات عمومی را کاهش می‌دهند ممکن است به شانه خالی کردن از مسئولیت خود در قبال شهروندان آسیب‌پذیر متهم شوند.
423,تلخی,خصومت تلخ در گفتار یا رفتار.,مذاکرات برگزیت با تلخی قابل توجهی بین نمایندگان اتحادیه اروپا و انگلستان مشخص شد.
424,ادغام کردن,ترکیب یا متحد کردن در یک نهاد واحد.,چندین بخش کوچکتر برای بهبود کارایی اداری و کاهش هزینه‌های عملیاتی ادغام شدند.
425,بهتر کردن,بهتر یا قابل تحمل‌تر کردن یک وضعیت بد.,برنامه‌های کمک بین‌المللی هدف دارند شرایط جمعیت‌های آواره در مناطق درگیری را بهتر کنند.
426,کهنه‌پرستی,چیزی که در دوره تاریخی خود جایگاه مناسبی ندارد.,منتقدان استدلال می‌کنند که مجلس بالایی غیرانتخابی در جامعه مدرن به یک کهنه‌پرستی دموکراتیک تبدیل شده است.
427,عدم تقارن,فقدان برابری یا معادل بودن بین بخش‌ها.,عدم تقارن اطلاعات بین خریداران و فروشندگان می‌تواند به شکست بازار و نتایج ناکارآمد منجر شود.
428,فرسایش,کاهش تدریجی از طریق فشار یا زیان مستمر.,درگیری طولانی به یک جنگ فرسایشی تبدیل شد که منابع هر دو طرف مخالف را تحلیل برد.
429,دوشاخگی,تقسیم به دو شاخه یا بخش.,نابرابری فزاینده به دوشاخگی جامعه به دو گروه اقتصادی به طور فزاینده‌ای منفصل منجر شده است.
430,دور زدن,یافتن راهی برای گذشتن از یک قانون یا مانع.,شرکت‌های چندملیتی به استفاده از حساب‌های برون‌مرزی برای دور زدن تعهدات مالیات داخلی متهم شده‌اند.
431,اجباری,استفاده از زور یا تهدیدات برای وادار کردن به عمل.,استفاده از اقدامات اجباری برای سرکوب مخالفت سیاسی اصول بنیادی دموکراتیک را نقض می‌کند.
432,کالایی‌سازی,فرآیند رفتار با چیزی به عنوان کالای قابل فروش.,کالایی‌سازی آموزش عالی دانشگاه‌ها را از نهادهای عمومی به بنگاه‌های تجاری تبدیل کرده است.
433,خودرضایتی,رضایت خودخواهانه با وجود خطرات آشکار.,خودرضایتی سیاسی در مواجهه با افزایش نابرابری اجازه داده شکاف‌های اجتماعی به طور قابل توجهی گسترش یابند.
434,حدس,عقیده‌ای که بدون شواهد کافی شکل گرفته.,بدون داده‌های تجربی، ادعاها درباره تأثیر اقتصادی سیاست صرفاً حدس باقی می‌مانند.
435,وابسته به شرایط,وابسته به اوضاع یا شرایط نامطمئن.,موفقیت برنامه اصلاحات وابسته به تعهد سیاسی پایدار و بودجه کافی است.
436,تأیید کردن,تأیید یا حمایت با شواهد.,چندین مطالعه مستقل یافته را تأیید می‌کنند که آلودگی هوا به طور قابل توجهی نرخ مرگ و میر را افزایش می‌دهد.
437,کاهش دادن,کاهش یا محدود کردن چیزی به طور قابل توجه.,قانونگذاری اضطراری برای کاهش آزادی‌های مدنی در اوج بحران بهداشت ملی تصویب شد.
438,مشخص کردن,توصیف یا نشان دادن دقیق و روشن.,معاهدات بین‌المللی باید مسئولیت‌های هر کشور امضاکننده را به وضوح مشخص کنند.
439,سود جمعیتی,رشد اقتصادی ناشی از جمعیت بزرگتر در سن کار.,آفریقای زیر صحرا فرصتی برای بهره‌برداری از سود جمعیتی خود از طریق سرمایه‌گذاری در آموزش دارد.
440,بازداشتن,جلوگیری از عمل از طریق ترس یا شک.,جریمه‌های سنگین‌تر برای تخلفات زیست‌محیطی ممکن است شرکت‌ها را از آلودگی غیرقانونی آبراهه‌ها بازدارد.
441,دوگانگی,تقسیم تیز به دو دسته متضاد.,دوگانگی بین رشد اقتصادی و حفاظت از محیط زیست اغلب به عنوان یک انتخاب غلط ارائه می‌شود.
442,انتشار,گسترش چیزی در یک منطقه وسیع.,انتشار سریع فناوری دیجیتال روش تولید و مصرف اطلاعات در سطح جهانی را متحول کرده است.
443,محروم کردن از حق رأی,محروم کردن کسی از حقوق یا امتیازات.,الزامات پیچیده ثبت رأی‌دهنده می‌تواند جوامع کم‌درآمد و اقلیتی را به طور نامتناسبی از حق رأی محروم کند.
444,ناهمگون,اساساً متفاوت از نوع؛ قابل مقایسه نیست.,سیاست باید نیازهای جوامع ناهمگون با اوضاع اقتصادی بسیار متفاوت را برآورده کند.
445,اثربخشی,توانایی تولید نتیجه مطلوب.,کارآزمایی‌های بالینی باید اثربخشی درمان‌های جدید را پیش از تأیید برای استفاده عمومی به دقت آزمایش کنند.
446,برابری‌خواه,باورمند یا طرفدار حقوق برابر برای همه.,یک جامعه واقعاً برابری‌خواه باید هم برابری حقوقی رسمی و هم برابری واقعی فرصت را پرداخت کند.
447,ریشه‌دوانده,به طور محکم مستقر و دشوار برای تغییر.,تبعیض جنسیتی عمیقاً ریشه‌دوانده در شیوه‌های استخدامی همچنان به ضرر زنان در نقش‌های ارشد است.
448,تعادل,حالتی از توازن بین نیروهای متضاد.,نظریه عرضه و تقاضا معتقد است که بازارها به طور طبیعی در طول زمان به سمت یک تعادل قیمتی گرایش خواهند داشت.
449,ریشه‌کن کردن,کاملاً نابود کردن یا از بین بردن چیزی.,هدف سازمان بهداشت جهانی برای ریشه‌کن کردن فلج اطفال در سطح جهانی نیاز به پوشش واکسیناسیون جهانی دارد.
450,برون‌یابی کردن,گسترش داده‌های شناخته‌شده برای پیش‌بینی موقعیت‌های ناشناخته.,محققان هنگام تلاش برای برون‌یابی یافته‌ها از نمونه‌های کوچک به جمعیت‌های کامل باید احتیاط کنند.
451,جعل کردن,اختراع اطلاعات کذب؛ ساختن.,روزنامه‌نگارانی که شواهد را جعل می‌کنند اعتماد عمومی به رسانه‌ها را تضعیف کرده و گفتمان دموکراتیک را آسیب می‌زنند.
452,امکان‌پذیری,کیفیت ممکن و عملی بودن.,یک مطالعه جامع امکان‌پذیری قبل از تأیید پروژه‌های زیرساختی در مقیاس بزرگ لازم است.
453,کسری بودجه,وقتی هزینه‌های دولت از درآمد آن فراتر می‌رود.,کسری بودجه رو به رشد دولت‌ها را مجبور می‌کند یا مالیات‌ها را افزایش دهند یا هزینه‌های عمومی ضروری را کاهش دهند.
454,پیشگام,نوآورانه و پیشتاز؛ معرفی ایده‌های جدید.,تحقیقات پیشگام در ویرایش ژن امکانات جدیدی برای درمان بیماری‌های ارثی گشوده است.
455,جامع‌نگر,پرداختن به کل سیستم به جای اجزای آن.,رویکرد جامع‌نگر به بهداشت عمومی باید همزمان به عوامل تعیین‌کننده اجتماعی، اقتصادی و زیست‌محیطی بپردازد.
456,همگن,متشکل از عناصر مشابه یا یکنواخت.,فرهنگ‌های شهری به طور فزاینده‌ای همگن ممکن است تنوع غنی جوامع محلی سنتی را از بین ببرند.
457,مانع شدن,جلوگیری یا ممانعت از پیشرفت یا حرکت.,شیوه‌های بوروکراتیک فاسد توسعه اقتصادی را مانع شده و سرمایه‌گذاری مستقیم خارجی را دلسرد می‌کنند.
458,نوپا,تازه شروع به وقوع یا توسعه؛ در مراحل اولیه.,مداخله زودهنگام برای جلوگیری از تبدیل یک رکود اقتصادی نوپا به یک رکود کامل حیاتی است.
459,بی‌رویه,انجام شده بدون قضاوت دقیق؛ تصادفی و بی‌احتیاط.,استفاده بی‌رویه از آفت‌کش‌ها به اکوسیستم‌ها آسیب می‌زند و گونه‌هایی بسیار فراتر از هدف مورد نظر را آسیب می‌رساند.
460,ذاتی,وجود داشتن به عنوان ویژگی اساسی و دائمی.,تنش‌های ذاتی بین به حداکثر رساندن رشد اقتصادی و حفاظت از محیط زیست طبیعی وجود دارد.
461,آغاز کردن,به وجود آوردن یا آغاز یک عمل یا رویداد.,گروه‌های جامعه مدنی اغلب تغییر سیاست را با بسیج فشار عمومی بر نهادهای دولتی آغاز می‌کنند.
462,کاهش دادن (شدت),کاهش شدت یا تأثیر چیزی.,کاشت درختان شهری می‌تواند به کاهش اثر جزیره گرمایی در شهرهای پرجمعیت کمک کند.
463,تداوم بخشیدن,ادامه چیزی به طور نامحدود.,سیستم‌های آموزشی که ساختارهای طبقاتی موجود را منعکس می‌کنند تمایل دارند نابرابری اجتماعی را کاهش ندهند بلکه تداوم بخشند.
