id,front,back,example
303,suy thoái,Một giai đoạn suy thoái kinh tế nghiêm trọng.,"Trong thời kỳ suy thoái, tỷ lệ thất nghiệp gia tăng và chi tiêu tiêu dùng giảm sút tạo ra một vòng xoáy tiêu cực."
304,phục hồi chức năng,Quá trình khôi phục sức khỏe hoặc cuộc sống bình thường.,Đầu tư vào các chương trình phục hồi chức năng giúp giảm tỷ lệ tái phạm hiệu quả hơn so với chỉ bỏ tù.
305,năng lượng tái tạo,Một nguồn tài nguyên có thể được tái tạo tự nhiên.,Đầu tư vào các nguồn năng lượng tái tạo là vô cùng quan trọng để giảm sự phụ thuộc vào nhiên liệu hóa thạch trên toàn cầu.
306,sự hạn chế,Một quy tắc hoặc điều kiện giới hạn hoạt động.,Các hạn chế đi lại được áp đặt trong thời kỳ đại dịch đã gây ra sự gián đoạn đáng kể cho ngành du lịch toàn cầu.
307,doanh thu,Thu nhập do chính phủ hoặc doanh nghiệp tạo ra.,Chính phủ dựa vào nguồn thu thuế để tài trợ cho các dịch vụ công thiết yếu như y tế và giáo dục.
308,cuộc cách mạng,Một sự thay đổi mạnh mẽ và căn bản trong xã hội.,Cuộc cách mạng công nghiệp đã làm thay đổi căn bản nền kinh tế toàn cầu và mô hình lao động của con người.
309,vệ sinh,Các hệ thống duy trì vệ sinh và quản lý chất thải.,Điều kiện vệ sinh không đầy đủ ở các khu vực đô thị đông dân cư góp phần làm lây lan các bệnh truyền nhiễm.
310,sự khan hiếm,Nguồn cung cấp một nguồn lực cần thiết không đủ.,Tình trạng khan hiếm nước là một trong những mối đe dọa nghiêm trọng nhất đối với sự sống còn của con người trong những thập kỷ tới.
311,hoài nghi,Có khuynh hướng đặt câu hỏi hoặc nghi ngờ các tuyên bố.,Nhiều nhà kinh tế vẫn hoài nghi về tính bền vững lâu dài của chi tiêu chính phủ hiện tại.
312,di chuyển xã hội,Khả năng di chuyển giữa các tầng lớp xã hội.,Giáo dục được xem là công cụ mạnh mẽ nhất để cải thiện khả năng thăng tiến xã hội.
313,định kiến,"Một hình ảnh đơn giản hóa, cố định về một nhóm người.",Các phương tiện truyền thông thường củng cố những định kiến ​​có hại về các cộng đồng thiểu số.
314,kích thích,Điều gì đó khơi gợi phản ứng hoặc hoạt động.,Chính phủ đã tung ra một gói kích thích kinh tế quy mô lớn để vực dậy nền kinh tế sau thời kỳ suy thoái.
315,vùng ngoại ô,Khu dân cư nằm ở ngoại ô thành phố.,Sự phát triển của các vùng ngoại ô đã làm tăng sự phụ thuộc vào ô tô và góp phần vào sự lan rộng đô thị.
316,giám sát,"Giám sát chặt chẽ, đặc biệt là từ phía chính quyền.",Việc giám sát quy mô lớn của chính phủ làm dấy lên những lo ngại nghiêm trọng về quyền riêng tư cá nhân và tự do dân sự.
317,thuế,Hệ thống thu thuế từ công dân.,Chính sách thuế công bằng và lũy tiến là điều thiết yếu để tài trợ cho các dịch vụ công cộng và giảm bất bình đẳng.
318,chuyển đổi,Sự chuyển đổi từ trạng thái này sang trạng thái khác.,Việc chuyển đổi nhanh chóng sang năng lượng tái tạo là điều cần thiết để hạn chế sự gia tăng nhiệt độ toàn cầu.
319,minh bạch,Tính minh bạch và rõ ràng trong các quy trình hoặc quản trị.,Tăng cường tính minh bạch trong chi tiêu của chính phủ có thể giúp giảm tham nhũng và xây dựng lòng tin của công chúng.
320,nạn thất nghiệp,Tình trạng không có việc làm được trả lương.,Tình trạng thất nghiệp cơ cấu do tự động hóa gây ra là một thách thức lớn đối với các chính phủ trên toàn thế giới.
321,đô thị hóa,Tỷ lệ người dân sống ở thành phố ngày càng tăng.,Quá trình đô thị hóa nhanh chóng ở châu Á đã tạo ra các siêu đô thị nhưng cũng gây ra những thách thức nghiêm trọng về cơ sở hạ tầng.
322,tiêm chủng,Phương pháp điều trị giúp tạo miễn dịch chống lại bệnh tật.,Các chương trình tiêm chủng đại trà đã xóa sổ các bệnh như đậu mùa và kiểm soát bệnh bại liệt trên toàn cầu.
323,tự nguyện,"Thực hiện một cách tự nguyện, không có sự ép buộc từ bên ngoài.",Các tổ chức phi lợi nhuận đóng vai trò quan trọng trong việc hỗ trợ các thành viên dễ bị tổn thương trong xã hội.
324,lỗ hổng,Bị đe dọa hoặc gặp khó khăn.,Các quốc đảo nhỏ đang đối mặt với nguy cơ cực kỳ dễ bị tổn thương trước hậu quả của mực nước biển dâng cao.
325,phổ biến,Được tìm thấy hoặc phân bố trên một khu vực rộng lớn.,Việc phổ biến internet đã làm thay đổi cách thức giao tiếp và tiếp cận thông tin trên toàn cầu.
326,lực lượng lao động,Tất cả những người đủ điều kiện làm việc.,Lực lượng lao động già hóa đặt ra những thách thức đáng kể đối với hệ thống lương hưu ở các nước phát triển.
327,năng suất,Tạo ra hoặc mang lại kết quả hoặc sản phẩm.,Các kỹ thuật canh tác được cải tiến đã giúp nông dân thu được năng suất cây trồng cao hơn ở các vùng thường xuyên bị hạn hán.
328,làm trầm trọng thêm,Làm cho vấn đề hoặc tình huống trở nên tồi tệ hơn.,Biến đổi khí hậu dự kiến ​​sẽ làm trầm trọng thêm những thách thức hiện có về an ninh lương thực ở các khu vực dễ bị tổn thương.
329,phân bổ,Phân bổ nguồn lực cho một mục đích cụ thể.,Phân bổ nguồn ngân sách nhà nước hiệu quả là điều thiết yếu để cải thiện kết quả chăm sóc sức khỏe quốc gia.
330,tích hợp,Quá trình kết hợp các bộ phận thành một chỉnh thể.,Việc hòa nhập xã hội thành công của người di cư đòi hỏi đầu tư vào giáo dục ngôn ngữ và hỗ trợ cộng đồng.
331,trách nhiệm giải trình,Chịu trách nhiệm về hành động và quyết định của bản thân.,Tăng cường trách nhiệm giải trình trong các thể chế công là điều thiết yếu để duy trì lòng tin của người dân vào chính phủ.
332,thích ứng,Có khả năng thích nghi với điều kiện mới.,Các chiến lược quản lý thích ứng cho phép các tổ chức phản ứng hiệu quả với môi trường thay đổi nhanh chóng.
333,làm trầm trọng thêm,Làm cho vấn đề hoặc tình huống trở nên nghiêm trọng hơn.,Phản ứng không thỏa đáng của chính phủ có thể làm trầm trọng thêm những hậu quả xã hội của suy thoái kinh tế.
334,nhân tạo,Do hoạt động của con người gây ra hoặc tạo ra.,Các nhà khoa học đều nhất trí rằng phát thải khí nhà kính do con người gây ra là nguyên nhân chính dẫn đến hiện tượng nóng lên toàn cầu.
335,sự đồng hóa,Sự đồng hóa một nhóm người vào nền văn hóa thống trị.,Việc cưỡng bức đồng hóa văn hóa của các dân tộc bản địa đã bị các tổ chức nhân quyền lên án rộng rãi.
336,chính sách thắt lưng buộc bụng,Cắt giảm chi tiêu chính phủ mạnh tay để giảm nợ.,Các biện pháp thắt lưng buộc bụng được áp đặt sau cuộc khủng hoảng tài chính đã dẫn đến việc cắt giảm nghiêm trọng các dịch vụ công cộng.
337,tự động hóa,Sử dụng công nghệ để tự động hóa các tác vụ.,Việc tự động hóa các quy trình sản xuất đã làm giảm đáng kể nhu cầu về lao động không có tay nghề.
338,phân hủy sinh học,Có khả năng bị phân hủy bởi các sinh vật tự nhiên.,Thay thế bao bì nhựa bằng bao bì tự phân hủy sinh học là một bước quan trọng hướng tới giảm thiểu ô nhiễm môi trường.
339,bộ máy quan liêu,Một hệ thống phức tạp gồm các quy tắc và quy trình chính thức.,Thủ tục hành chính rườm rà trong các cơ quan công quyền có thể cản trở việc cung cấp các dịch vụ thiết yếu một cách hiệu quả.
340,chất xúc tác,Một yếu tố nào đó kích hoạt hoặc thúc đẩy một quá trình.,Đại dịch đã đóng vai trò như chất xúc tác cho việc áp dụng rộng rãi các phương thức làm việc từ xa trên toàn cầu.
341,sự tham gia của công dân,Tham gia tích cực vào đời sống cộng đồng và chính trị.,Mức độ tham gia vào các hoạt động công dân thấp trong giới trẻ là một mối đe dọa đáng kể đối với nền quản trị dân chủ.
342,sự cùng tồn tại,Cùng tồn tại hòa bình bất chấp những khác biệt.,"Để đạt được sự chung sống hòa bình giữa các cộng đồng dân tộc khác nhau, cần có sự tôn trọng và hiểu biết lẫn nhau."
343,nhận thức,Liên quan đến các quá trình tư duy và học tập.,Giáo dục mầm non có tác động sâu sắc đến sự phát triển nhận thức lâu dài và thành tích học tập.
344,sự gắn kết,Phẩm chất tạo thành một thể thống nhất.,Mức độ bất bình đẳng cao làm suy yếu sự gắn kết xã hội và làm tăng nguy cơ bất ổn dân sự.
345,biến thành hàng hóa,Coi một thứ gì đó như một sản phẩm thương mại.,Các nhà phê bình cho rằng chính phủ không nên thương mại hóa giáo dục bằng cách coi nó như một sản phẩm thị trường.
346,bắt buộc,Theo quy định của pháp luật; bắt buộc.,Luật giáo dục bắt buộc đóng vai trò quan trọng trong việc nâng cao tỷ lệ biết chữ trên toàn thế giới.
347,thụ thai,Hình thành hoặc phát triển một ý tưởng hoặc kế hoạch.,Khó có thể hình dung một tương lai bền vững nếu không có sự thay đổi triệt để trong việc tiêu thụ năng lượng.
348,hợp nhất,Kết hợp hoặc củng cố thành một thể thống nhất.,Việc sáp nhập cho phép hai công ty hợp nhất nguồn lực và nâng cao hiệu quả hoạt động.
349,sự ô nhiễm,Sự hiện diện của các chất gây ô nhiễm độc hại trong một chất.,Chất thải công nghiệp đã gây ô nhiễm nguồn nước ngầm trên diện rộng ở các cộng đồng nông thôn xung quanh.
350,tranh cãi,Một điểm gây tranh cãi hoặc một cuộc tranh luận gay gắt.,Chính sách nhập cư vẫn là một điểm gây tranh cãi lớn trong các cuộc tranh luận chính trị ở nhiều quốc gia.
351,phân quyền,Chuyển giao quyền lực từ chính quyền trung ương sang chính quyền địa phương.,Những nỗ lực nhằm phân quyền quản trị có thể trao quyền cho cộng đồng địa phương và cải thiện việc cung cấp dịch vụ công.
352,cố ý,Được thực hiện một cách có chủ ý; cân nhắc kỹ lưỡng.,Việc loại trừ tiếng nói của các nhóm thiểu số khỏi các cuộc thảo luận chính sách dường như là một chiến lược chính trị có chủ đích.
353,sự phụ thuộc,Tình trạng phụ thuộc quá nhiều vào một điều gì đó.,Nhiều quốc gia đang phát triển phải vật lộn để giảm sự phụ thuộc kinh tế vào một mặt hàng xuất khẩu duy nhất.
354,sự thiếu thốn,Tình trạng thiếu hụt nghiêm trọng các nhu yếu phẩm cơ bản.,Trẻ em lớn lên ở những khu vực thiếu thốn nghiêm trọng có khả năng đạt được thành tích học tập thấp hơn đáng kể.
355,sa mạc hóa,Sự suy thoái đất đai dẫn đến tình trạng giống như sa mạc.,Sa mạc hóa đe dọa sinh kế của hàng triệu người sống ở các vùng bán khô hạn trên toàn thế giới.
356,sự suy thoái,Một quá trình ngày càng trở nên tồi tệ hơn.,Sự xuống cấp của cơ sở hạ tầng đô thị gây ra những rủi ro nghiêm trọng về an toàn cho người dân ở nhiều thành phố.
357,không cân xứng,Quá lớn hoặc quá nhỏ so với một thứ khác.,Các cộng đồng bị thiệt thòi phải gánh chịu gánh nặng không cân xứng từ hậu quả của ô nhiễm môi trường.
358,bầu cử,Liên quan đến bầu cử hoặc quy trình bỏ phiếu.,Cải cách bầu cử là điều thiết yếu để đảm bảo tất cả công dân đều được đại diện công bằng trong chính phủ.
359,di cư,Rời bỏ quê hương để định cư ở nơi khác.,Tỷ lệ di cư cao có thể khiến các quốc gia đang phát triển mất đi những công dân có tay nghề và trình độ học vấn cao nhất.
360,thực nghiệm,Dựa trên quan sát và bằng chứng hơn là lý thuyết.,Các quyết định chính sách đúng đắn nên dựa trên bằng chứng thực nghiệm hơn là các giả định mang tính ý thức hệ.
361,sự chứng thực,Công khai tuyên bố ủng hộ hoặc tán thành.,Sự chứng thực của người nổi tiếng có thể tác động đáng kể đến dư luận về các vấn đề xã hội và chính trị quan trọng.
362,tinh thần khởi nghiệp,Hoạt động thành lập và điều hành doanh nghiệp.,Chính phủ có thể thúc đẩy tăng trưởng kinh tế bằng cách tạo ra các điều kiện hỗ trợ tinh thần kinh doanh và đổi mới sáng tạo.
363,tình huống khó xử về mặt đạo đức,Một cuộc xung đột đòi hỏi sự lựa chọn giữa các nguyên tắc đạo đức.,Những tiến bộ trong kỹ thuật di truyền đặt ra cho xã hội những vấn đề đạo đức nan giải cần được cân nhắc kỹ lưỡng.
364,sự trầm trọng thêm,Quá trình làm cho một vấn đề trở nên nghiêm trọng hơn.,Tăng trưởng dân số nhanh chóng dẫn đến tình trạng thiếu hụt tài nguyên trầm trọng hơn ở những khu vực vốn đã khó khăn.
365,loại trừ,Hành động từ chối quyền truy cập hoặc tư cách thành viên.,Việc loại trừ các nhóm dễ bị tổn thương khỏi xã hội là một trở ngại lớn để đạt được sự bình đẳng thực sự trong xã hội.
366,khai thác,Sử dụng bất hợp pháp người hoặc vật để trục lợi.,Việc các tập đoàn đa quốc gia bóc lột lao động giá rẻ ở các nước đang phát triển đặt ra những mối lo ngại nghiêm trọng về mặt đạo đức.
367,số mũ,Tăng hoặc giảm với tốc độ ngày càng nhanh.,Sự phát triển vượt bậc của việc sử dụng mạng xã hội đã làm thay đổi cách mọi người tiếp nhận thông tin trên toàn cầu.
368,sự biến động,Sự biến đổi hoặc thay đổi bất thường theo thời gian.,Biến động mạnh về giá dầu toàn cầu có thể gây bất ổn cho nền kinh tế của các quốc gia phụ thuộc vào dầu mỏ.
369,xây dựng,Tạo ra hoặc thiết kế một cách có hệ thống.,Các chính phủ cần phải xây dựng chính sách một cách cẩn trọng để cân bằng giữa tăng trưởng kinh tế và bảo vệ môi trường.
370,sự phân mảnh,"Việc chia một thứ gì đó thành nhiều phần nhỏ, riêng biệt.",Sự phân mảnh của các đảng phái chính trị đã khiến việc thành lập các chính phủ ổn định ngày càng trở nên khó khăn.
371,tổng sản phẩm quốc nội,Tổng giá trị tiền tệ của sản lượng hàng năm của một quốc gia.,Nhiều nhà kinh tế cho rằng tổng sản phẩm quốc nội (GDP) là một thước đo không đầy đủ về phúc lợi quốc gia.
372,bá quyền,Sự thống trị của một nhóm đối với các nhóm khác.,Sự thống trị về văn hóa của các quốc gia phương Tây đã ảnh hưởng đáng kể đến truyền thông toàn cầu và sở thích của người tiêu dùng.
373,đồng nhất hóa,Đảm bảo mọi thứ đồng nhất hoặc tương tự nhau ở khắp mọi nơi.,"Các nhà phê bình cho rằng toàn cầu hóa dẫn đến sự đồng nhất về văn hóa trong xã hội, làm mất đi sự đa dạng."
374,nhân đạo,Quan tâm đến việc cải thiện phúc lợi và giảm bớt đau khổ cho con người.,Viện trợ nhân đạo quốc tế đóng vai trò thiết yếu trong việc hỗ trợ người dân bị ảnh hưởng bởi xung đột vũ trang và thiên tai.
375,hệ tư tưởng,Một hệ thống niềm tin làm nền tảng cho hành động chính trị.,Chính sách kinh tế thường được định hình bởi hệ tư tưởng chính trị nhiều hơn là bằng chứng thực nghiệm và nghiên cứu.
376,áp đặt,Ép buộc người khác làm điều gì đó bằng quyền lực.,Các tổ chức quốc tế có thể áp đặt trừng phạt đối với các chính phủ vi phạm các thỏa thuận về nhân quyền.
377,giam giữ,Tình trạng bị giam cầm.,Tỷ lệ giam giữ cao ở một số quốc gia đặt ra những câu hỏi nghiêm trọng về công lý và phục hồi nhân phẩm.
378,sự khởi đầu,Sự khởi đầu hoặc thiết lập của một điều gì đó.,"Kể từ khi thành lập, tổ chức này đã đạt được những tiến bộ đáng kể trong việc giảm thiểu nghèo đói toàn cầu."
379,bao gồm,Không loại trừ bất kỳ nhóm hoặc cá nhân nào.,Hệ thống giáo dục hòa nhập đảm bảo rằng trẻ em khuyết tật được nhận cơ hội học tập bình đẳng.
380,người bản địa,Có nguồn gốc tự nhiên từ một vùng cụ thể.,Quyền của người bản địa đối với vùng đất tổ tiên của họ phải được bảo vệ theo luật quốc tế.
381,công nghiệp hóa,Chuyển đổi sang sản xuất công nghiệp quy mô lớn.,Quá trình công nghiệp hóa ở các nước đang phát triển đã mang lại tăng trưởng kinh tế nhưng cũng gây ra những thiệt hại đáng kể cho môi trường.
382,sự không hiệu quả,Không tận dụng tối đa thời gian hoặc nguồn lực.,Tình trạng нее hiệu quả lan rộng trong bộ máy hành chính cản trở các chính phủ cung cấp dịch vụ một cách hiệu quả và công bằng.
383,thể chế,Liên quan đến các tổ chức hoặc hệ thống đã được thiết lập.,"Nạn phân biệt chủng tộc có hệ thống, ăn sâu trong các hệ thống pháp luật, tiếp tục gây bất lợi cho các cộng đồng thiểu số trên toàn"
384,sự phụ thuộc lẫn nhau,Sự phụ thuộc lẫn nhau giữa hai hoặc nhiều nhóm.,Đại dịch toàn cầu đã chứng minh sự phụ thuộc lẫn nhau sâu sắc giữa các nền kinh tế quốc gia trong thế giới hiện đại.
385,sự hăm dọa,Sử dụng sự sợ hãi hoặc đe dọa để ép buộc người khác.,Hành vi đe dọa cử tri làm suy yếu tiến trình dân chủ và ngăn cản việc diễn ra các cuộc bầu cử tự do và công bằng.
386,thẩm quyền,Cơ quan có thẩm quyền chính thức để thi hành pháp luật.,Tội phạm mạng đặt ra những thách thức phức tạp vì nó thường xảy ra trên nhiều phạm vi pháp lý khác nhau.
387,đặt cạnh nhau,Đặt hai vật cạnh nhau để làm nổi bật sự tương phản.,Báo cáo này so sánh lối sống của giới thượng lưu giàu có với lối sống của những người sống trong cảnh nghèo cùng cực.
388,hợp pháp,Tuân thủ pháp luật hoặc các tiêu chuẩn được chấp nhận.,Một chính phủ hợp pháp phải chịu trách nhiệm trước công dân và tôn trọng các quyền con người cơ bản.
389,suy dinh dưỡng,Sức khỏe kém do chế độ ăn uống không đủ chất hoặc không cân bằng.,Tình trạng suy dinh dưỡng lan rộng ở các khu vực xung đột là một cuộc khủng hoảng nhân đạo toàn cầu nghiêm trọng và cấp bách.
390,biểu hiện,Một dấu hiệu hoặc biểu hiện hữu hình của điều gì đó.,Tình trạng vô gia cư là một biểu hiện rõ rệt của sự thất bại trong chính sách nhà ở tại nhiều thành phố phát triển.
391,sự gạt bỏ,Quá trình coi một nhóm người là bên lề.,Việc gạt bỏ các dân tộc thiểu số ra khỏi thị trường lao động làm trầm trọng thêm vòng luẩn quẩn của nghèo đói và bất bình đẳng.
392,chế độ trọng dụng nhân tài,Một hệ thống mà sự thăng tiến dựa trên năng lực.,Các nhà phê bình cho rằng một nền dân chủ đích thực là điều không thể nếu bất bình đẳng hệ thống vẫn chưa được giải quyết.
393,giảm thiểu,Hành động nhằm giảm mức độ nghiêm trọng của một điều gì đó có hại.,Cần khẩn cấp triển khai các chiến lược giảm thiểu hiệu quả để hạn chế những tác động tồi tệ nhất của biến đổi khí hậu toàn cầu.
394,độc quyền,Một thực thể độc quyền kiểm soát thị trường.,Các tập đoàn độc quyền không được kiểm soát sẽ làm giảm cạnh tranh và cuối cùng dẫn đến giá cả cao hơn cho người tiêu dùng.
395,đa phương,Liên quan đến nhiều hơn hai bên hoặc quốc gia.,Giải quyết hiệu quả vấn đề biến đổi khí hậu đòi hỏi sự hợp tác đa phương giữa tất cả các quốc gia phát thải chính.
396,sao nhãng,Không quan tâm hoặc không để ý đến điều gì đó.,Nhiều năm bị chính quyền bỏ bê đã khiến nhiều cộng đồng nông thôn thiếu thốn dịch vụ chăm sóc sức khỏe và giáo dục đầy đủ.
397,tân tự do,"Ủng hộ thị trường tự do, tư nhân hóa và bãi bỏ quy định.",Các nhà phê bình cho rằng các chính sách kinh tế tân tự do đã làm gia tăng khoảng cách giàu nghèo trên toàn cầu.
398,các quy tắc,Các chuẩn mực hành vi được chấp nhận trong xã hội.,Việc thay đổi các chuẩn mực xã hội về vai trò giới tính đã dần dần làm biến đổi môi trường làm việc hiện đại.
399,lỗi thời,Không còn được sử dụng; đã lỗi thời và được thay thế.,Sự phát triển nhanh chóng của công nghệ đã khiến nhiều kỹ năng sản xuất truyền thống trở nên lỗi thời.
400,sự áp bức,Việc lạm dụng quyền lực hoặc kiểm soát người khác một cách bất công trong thời gian dài.,Sự áp bức trong lịch sử đối với các nhóm thiểu số đã tạo ra những bất bình đẳng ăn sâu bám rễ và vẫn tồn tại cho đến ngày nay.
401,sự bùng phát,Một sự bùng phát đột ngột của bệnh tật hoặc bạo lực.,Sự bùng phát của một căn bệnh do virus mới đã dẫn đến các biện pháp khẩn cấp về y tế công cộng quốc tế ngay lập tức.
402,bình quân đầu người,Đối với mỗi cá nhân trong một quần thể nhất định.,GDP bình quân đầu người thường được sử dụng để so sánh mức sống trung bình giữa các quốc gia khác nhau.
403,sự phân cực,Chia thành hai nhóm hoàn toàn trái ngược nhau.,Sự phân cực chính trị đã khiến việc hợp tác lưỡng đảng trong các vấn đề quốc gia quan trọng ngày càng trở nên khó khăn.
404,tư nhân hóa,Chuyển giao tài sản nhà nước sang sở hữu tư nhân.,Việc tư nhân hóa các dịch vụ công cộng như nước và năng lượng đã bị chỉ trích rộng rãi vì làm giảm khả năng tiếp cận các dịch vụ này.
405,sự tăng sinh,Sự gia tăng nhanh chóng về số lượng của một thứ gì đó.,Sự lan tràn thông tin sai lệch trên mạng xã hội đặt ra mối đe dọa nghiêm trọng đối với các tiến trình dân chủ.
406,sự gần gũi,"Sự gần gũi về không gian, thời gian hoặc mối quan hệ.",Vị trí địa lý gần các trung tâm kinh tế có ảnh hưởng đáng kể đến sự phát triển và tăng trưởng của một khu vực.
407,phê chuẩn,Phê chuẩn chính thức một thỏa thuận hoặc luật.,Cần có thêm nhiều quốc gia phê chuẩn Hiệp định Paris để các cam kết toàn cầu về khí hậu có tác động thực chất.
408,tái phạm,Có xu hướng tái phạm sau khi đã bị kết án trước đó.,Các chương trình phục hồi chức năng hiệu quả đã được chứng minh là làm giảm tỷ lệ tái phạm ở những người từng phạm tội.
409,phân phối lại,Phân bổ lại nguồn lực để đạt được sự bình đẳng lớn hơn.,Thuế lũy tiến cho phép phân phối lại của cải từ người giàu nhất cho những người thiệt thòi nhất.
410,củng cố,Củng cố hoặc hỗ trợ một ý tưởng hoặc cấu trúc hiện có.,Việc truyền thông miêu tả tội phạm có thể vô tình củng cố những định kiến ​​tiêu cực về các nhóm xã hội cụ thể.
411,khả năng phục hồi,Khả năng phục hồi nhanh chóng sau những khó khăn.,Tăng cường khả năng phục hồi của cộng đồng là điều thiết yếu để giúp người dân chống chọi với tác động của biến đổi khí hậu.
412,trả thù,Hành động được thực hiện để đáp trả lại thương tích hoặc cuộc tấn công.,Việc trả đũa thương mại giữa các nền kinh tế lớn có thể gây ra một vòng xoáy leo thang thuế quan gây thiệt hại.
413,sự phân biệt chủng tộc,Sự phân tách bắt buộc các nhóm người trong xã hội.,Phân biệt chủng tộc trong hệ thống giáo dục có những tác động tiêu cực lâu dài đến bình đẳng xã hội.
414,kinh tế xã hội,Liên quan đến cả các yếu tố xã hội và kinh tế.,Hoàn cảnh kinh tế xã hội của một đứa trẻ vẫn là một trong những yếu tố dự báo mạnh mẽ nhất về thành tích học tập.
415,chủ quyền,Quyền lực tối cao và sự độc lập của một quốc gia.,Các thỏa thuận quốc tế đôi khi mâu thuẫn với mong muốn của các quốc gia trong việc duy trì chủ quyền kinh tế đầy đủ.
416,trợ cấp,Hỗ trợ tài chính bằng nguồn kinh phí của chính phủ.,Nhiều chính phủ trợ cấp cho năng lượng tái tạo để làm cho nó cạnh tranh hơn với nhiên liệu hóa thạch.
417,dễ bị tổn thương,Có khả năng bị ảnh hưởng hoặc dễ bị tổn thương bởi điều gì đó.,Người cao tuổi đặc biệt dễ mắc các bệnh nặng do các bệnh truyền nhiễm đường hô hấp.
418,hệ thống,Liên quan đến toàn bộ hệ thống chứ không phải chỉ một bộ phận.,Giải quyết vấn đề nghèo đói đòi hỏi sự thay đổi mang tính hệ thống chứ không phải những can thiệp nhỏ lẻ nhằm vào từng triệu chứng riêng lẻ.
419,tái cấu trúc,Diễn đạt hoặc sáng tạo lại dưới một hình thức mới.,"Dựa trên những bằng chứng mới, các chính phủ có thể cần phải xem xét lại cách tiếp cận của mình đối với chính sách y tế công cộng."
420,co thắt,Sự suy giảm về sản lượng hoặc hoạt động kinh tế.,Sự sụt giảm mạnh của thương mại toàn cầu trong thời kỳ đại dịch đã phơi bày sự mong manh của các chuỗi cung ứng.
421,sự sai lệch,Sự sai lệch so với những gì bình thường hoặc được mong đợi.,Một số nhà kinh tế cho rằng cuộc khủng hoảng tài chính năm 2008 là một sự bất thường hơn là một thất bại mang tính cấu trúc của thị trường.
422,thoái vị,Không hoàn thành nhiệm vụ hoặc trách nhiệm.,Các chính phủ cắt giảm dịch vụ công có thể bị cáo buộc thoái thác trách nhiệm đối với những công dân dễ bị tổn thương.
423,sự cay đắng,Thể hiện sự thù địch gay gắt trong lời nói hoặc cử chỉ.,Các cuộc đàm phán Brexit diễn ra trong bối cảnh căng thẳng đáng kể giữa các đại diện của EU và Anh.
424,hợp nhất,Kết hợp hoặc hợp nhất thành một thể duy nhất.,Một số phòng ban nhỏ hơn đã được sáp nhập để nâng cao hiệu quả quản lý và giảm chi phí hoạt động.
425,cải thiện,Làm cho một tình huống xấu trở nên tốt hơn hoặc dễ chịu hơn.,Các chương trình viện trợ quốc tế nhằm mục đích cải thiện điều kiện sống của người dân di tản trong các khu vực xung đột.
426,lỗi thời,Một thứ gì đó lạc lõng trong bối cảnh lịch sử của nó.,"Các nhà phê bình cho rằng thượng viện, vốn không do dân bầu, đã trở thành một tàn dư lỗi thời trong xã hội hiện đại."
427,bất đối xứng,Thiếu sự bình đẳng hoặc tương đương giữa các bộ phận.,Sự bất đối xứng thông tin giữa người mua và người bán có thể dẫn đến thất bại thị trường và kết quả kém hiệu quả.
428,hao mòn,Giảm dần thông qua áp lực duy trì hoặc mất mát.,"Cuộc xung đột kéo dài đã trở thành một cuộc chiến tranh tiêu hao, làm cạn kiệt nguồn lực của cả hai bên."
429,phân nhánh,Sự phân chia thành hai nhánh hoặc hai phần.,Sự bất bình đẳng ngày càng gia tăng đã dẫn đến sự phân hóa xã hội thành hai nhóm kinh tế ngày càng tách biệt.
430,tránh né,Tìm cách lách luật hoặc vượt qua trở ngại.,Các tập đoàn đa quốc gia bị cáo buộc sử dụng tài khoản ở nước ngoài để trốn tránh nghĩa vụ thuế trong nước.
431,cưỡng chế,Sử dụng vũ lực hoặc đe dọa để ép buộc hành động.,Việc sử dụng các biện pháp cưỡng chế để đàn áp sự bất đồng chính kiến ​​chính trị vi phạm các nguyên tắc dân chủ cơ bản.
432,thương mại hóa,Quá trình coi một thứ gì đó như một mặt hàng có thể mua bán trên thị trường.,Việc thương mại hóa giáo dục đại học đã biến các trường đại học từ các tổ chức công lập thành các doanh nghiệp thương mại.
433,sự tự mãn,Cảm giác tự mãn thỏa mãn bất chấp những nguy hiểm hiển nhiên.,Thái độ tự mãn về chính trị trước sự gia tăng bất bình đẳng đã khiến các tầng lớp xã hội ngày càng phân hóa sâu sắc.
434,phỏng đoán,Ý kiến ​​được hình thành mà không có đủ bằng chứng.,"Nếu không có dữ liệu thực nghiệm, những nhận định về tác động kinh tế của chính sách này vẫn chỉ là suy đoán thuần túy."
435,ngẫu nhiên,Phụ thuộc vào những hoàn cảnh hoặc điều kiện không chắc chắn.,Thành công của chương trình cải cách phụ thuộc vào cam kết chính trị bền vững và nguồn tài chính đầy đủ.
436,xác nhận,Để xác nhận hoặc hỗ trợ bằng chứng cứ.,Nhiều nghiên cứu độc lập đã khẳng định rằng ô nhiễm không khí làm tăng đáng kể tỷ lệ tử vong.
437,hạn chế,Giảm thiểu hoặc hạn chế điều gì đó một cách đáng kể.,Luật khẩn cấp đã được ban hành để hạn chế các quyền tự do dân sự trong thời điểm đỉnh điểm của cuộc khủng hoảng sức khỏe quốc gia.
438,phân định,Mô tả hoặc chỉ ra một cách chính xác và rõ ràng.,Các hiệp ước quốc tế phải nêu rõ trách nhiệm của mỗi quốc gia ký kết.
