id,front,back,example
268,جدت,نئے خیالات، طریقوں، یا مصنوعات کا تعارف۔,عالمی پائیداری کے اہداف کو حاصل کرنے کے لیے قابل تجدید توانائی میں مسلسل جدت ضروری ہے۔
269,تعامل,فریقین کے درمیان باہمی کارروائی یا مواصلت۔,چھوٹے بچوں میں ضروری سماجی مہارتیں پیدا کرنے کے لیے آمنے سامنے بات چیت بہت ضروری ہے۔
270,مداخلت,کسی صورت حال کو بہتر بنانے یا روکنے کے لیے کی گئی کارروائی۔,مالیاتی بحران کو مزید بگڑنے سے روکنے کے لیے حکومت کی ابتدائی مداخلت ضروری ہے۔
271,سرمایہ کاری,مستقبل کے فائدے کی توقع رکھتے ہوئے وسائل مختص کرنا۔,غیر ملکی براہ راست سرمایہ کاری ترقی پذیر ممالک میں اقتصادی ترقی کو تیز کرنے میں اہم کردار ادا کرتی ہے۔
272,قانون سازی,قانون یا حکومت کے ذریعہ نافذ کردہ قوانین کا ایک ادارہ۔,کارکنوں کو کام کی جگہ پر غیر محفوظ حالات سے بچانے کے لیے مضبوط قانون سازی کی ضرورت ہے۔
273,خواندگی,پڑھنے، لکھنے، یا کسی ہنر کو استعمال کرنے کی صلاحیت۔,اعلیٰ خواندگی کی شرح بہتر اقتصادی پیداواری صلاحیت اور سماجی نتائج سے مضبوطی سے وابستہ ہے۔
274,پسماندہ,کسی گروپ کو غیر اہم یا پردیی سمجھنا۔,دیہی علاقوں کو نظر انداز کرنے والی معاشی پالیسیاں پہلے سے ہی کمزور کمیونٹیز کو مزید پسماندہ کرنے کا رجحان رکھتی ہیں۔
275,میکانزم,نتیجہ حاصل کرنے کا نظام یا عمل۔,آزاد منڈیوں میں اجارہ داری کے طریقوں کو روکنے کے لیے موثر ریگولیٹری میکانزم ناگزیر ہیں۔
276,طریقہ کار,تحقیق میں استعمال ہونے والے طریقوں کا ایک نظام۔,اس کے تحقیقی طریقہ کار میں نمایاں خامیوں کی وجہ سے مطالعہ کے نتائج پر سوال اٹھائے گئے۔
277,نقل مکانی,لوگوں کی ایک جگہ سے دوسری جگہ نقل و حرکت۔,حالیہ دہائیوں میں بہت سے ترقی پذیر ممالک میں شہری مراکز کی طرف اقتصادی ہجرت میں تیزی آئی ہے۔
278,ذہنیت,رویوں یا عقائد کا ایک قائم کردہ مجموعہ۔,ترقی کی ذہنیت طلباء کو غلطیوں کو سیکھنے کے مواقع کے طور پر دیکھنے کی ترغیب دیتی ہے۔
279,نقل و حرکت,پوزیشنوں کے درمیان آزادانہ طور پر حرکت کرنے کی صلاحیت۔,تعلیم کو وسیع پیمانے پر جدید معاشروں میں سماجی نقل و حرکت کا بنیادی محرک سمجھا جاتا ہے۔
280,اموات,آبادی میں اموات کی شرح۔,بہتر صفائی نے ترقی پذیر ممالک میں بچوں کی اموات کی شرح کو ڈرامائی طور پر کم کیا ہے۔
281,حوصلہ افزائی,کسی شخص کے عمل کے پیچھے وجہ یا ڈرائیو۔,اعلیٰ باطنی محرک کے حامل طلباء صرف بیرونی انعامات سے حاصل ہونے والے طلباء سے بہتر کارکردگی کا مظاہرہ کرتے ہیں۔
282,میونسپلٹی,کسی شہر یا شہر کی حکومت سے متعلق۔,میونسپل حکام فضلہ جمع کرنے اور عوامی نقل و حمل کے نظام کے انتظام کے ذمہ دار ہیں۔
283,بیانیہ,واقعات کا بولا یا تحریری اکاؤنٹ۔,میڈیا امیگریشن کے ارد گرد عوامی بیانیہ کی تشکیل میں ایک طاقتور کردار ادا کرتا ہے۔
284,گفت و شنید,بات چیت کے ذریعے معاہدے تک پہنچنے کے لئے.,عالمی رہنماؤں کو عالمی موسمیاتی تبدیلی سے مؤثر طریقے سے نمٹنے کے لیے پابند معاہدوں پر بات چیت کرنی چاہیے۔
285,موٹاپا,ضرورت سے زیادہ وزن کی حالت۔,غیر صحت بخش غذائی عادات کی وجہ سے کئی ممالک میں بچپن میں موٹاپے کی شرح میں تیزی سے اضافہ ہوا ہے۔
286,ذمہ داری,کچھ کرنے کا اخلاقی یا قانونی فرض۔,دولت مند ممالک کی اخلاقی ذمہ داری ہے کہ وہ موسمیاتی تبدیلی سے سب سے زیادہ متاثر ہونے والے ممالک کی مدد کریں۔
287,رکاوٹ,کوئی ایسی چیز جو ترقی یا کامیابی کو روکتی ہے۔,فنڈز کی کمی بہت سی قوموں میں تعلیمی اصلاحات کی راہ میں ایک اہم رکاوٹ بنی ہوئی ہے۔
288,اپوزیشن,کسی چیز کے خلاف مزاحمت یا تنازعہ۔,سڑک کی مجوزہ توسیع کو مقامی ماحولیاتی گروپوں کی جانب سے شدید مخالفت کا سامنا کرنا پڑا ہے۔
289,نامیاتی,مصنوعی کیمیکلز کے بغیر تیار کردہ؛ قدرتی طور پر ہونے والا.,نامیاتی خوراک کی مانگ میں نمایاں اضافہ ہوا ہے کیونکہ صارفین صحت کے حوالے سے زیادہ ہوشیار ہو گئے ہیں۔
290,زیادہ بھیڑ,ایک محدود جگہ میں بہت زیادہ لوگ۔,تیزی سے شہری کاری نے ترقی پذیر دنیا کے بڑے شہروں میں شدید بھیڑ بھڑکائی ہے۔
291,عالمی وباء,دنیا کے تمام ممالک میں پھیلنے والی بیماری۔,COVID-19 وبائی مرض نے عالمی صحت عامہ کے بنیادی ڈھانچے میں اہم کمزوریوں کو بے نقاب کیا۔
292,جرمانہ,کسی اصول یا قانون کو توڑنے کی سزا۔,آلودگی کے لیے بھاری مالی جرمانے متعارف کرانے سے صنعتوں کو ماحولیاتی خلاف ورزیوں سے روکا جا سکتا ہے۔
293,ادراک,کسی چیز کا عقیدہ یا تشریح۔,امیگریشن کے بارے میں عوامی تاثر اکثر اعداد و شمار کے ثبوت کے بجائے میڈیا کوریج سے تشکیل پاتا ہے۔
294,نقطہ نظر,ایک خاص نقطہ نظر یا چیزوں کو دیکھنے کا طریقہ۔,سب سے زیادہ براہ راست متاثر ہونے والوں کے نقطہ نظر سے اس مسئلے پر غور کرنا ضروری ہے۔
295,رجحان,ایک قابل مشاہدہ حقیقت یا واقعہ، اکثر قابل ذکر۔,شہری کاری ایک عالمی رجحان ہے جو مواقع اور اہم چیلنجز دونوں پیش کرتا ہے۔
296,غربت,انتہائی غریب ہونے کی حالت۔,انتہائی غربت کا خاتمہ بین الاقوامی ترقی کے اہم ترین مقاصد میں سے ایک ہے۔
297,تعصب,غیر منصفانہ رائے عقل پر مبنی نہیں ہے۔,نسلی تعصب کا مقابلہ کرنے کے لیے قانونی اصلاحات اور وسیع پیمانے پر تعلیمی اقدامات دونوں کی ضرورت ہے۔
298,ترجیح,کسی چیز کی درجہ بندی سب سے اہم ہے۔,معیاری تعلیم تک رسائی کو بہتر بنانا کسی بھی ذمہ دار حکومت کی اولین ترجیح ہونی چاہیے۔
299,پیداوری,ان پٹ کے فی یونٹ آؤٹ پٹ کی کارکردگی۔,ملازمین کی تربیت میں سرمایہ کاری کام کی جگہ کی پیداواری صلاحیت کو بڑھانے کے سب سے مؤثر طریقوں میں سے ایک ہے۔
300,ترقی پسند,اصلاح اور سماجی ترقی کے حق میں۔,ایک ترقی پسند ٹیکس نظام اس بات کو یقینی بناتا ہے کہ زیادہ آمدنی والے زیادہ سے زیادہ حصہ ڈالیں۔
301,تناسب,پورے کا ایک حصہ؛ ایک تقابلی تناسب.,قومی دولت کا غیر متناسب حصہ آبادی کے ایک چھوٹے سے حصے کی ملکیت ہے۔
302,نفسیاتی,دماغ اور دماغی عمل سے متعلق۔,بے روزگاری کے سنگین نفسیاتی نتائج ہو سکتے ہیں، بشمول ڈپریشن اور شناخت کا نقصان۔
303,کساد بازاری,اہم معاشی زوال کا دور۔,کساد بازاری کے دوران، بڑھتی ہوئی بے روزگاری اور صارفین کے اخراجات میں کمی ایک منفی چکر پیدا کرتی ہے۔
304,بحالی,صحت یا معمول کی زندگی کی بحالی کا عمل۔,بحالی کے پروگراموں میں سرمایہ کاری صرف قید سے زیادہ مؤثر طریقے سے دوبارہ جرم کی شرح کو کم کرتی ہے۔
305,قابل تجدید,ایک ایسا وسیلہ جسے قدرتی طور پر دوبارہ بھرا جا سکتا ہے۔,عالمی سطح پر جیواشم ایندھن پر انحصار کم کرنے کے لیے قابل تجدید توانائی کے ذرائع میں سرمایہ کاری بہت ضروری ہے۔
306,پابندی,ایک اصول یا شرط جو سرگرمی کو محدود کرتی ہے۔,وبائی امراض کے دوران عائد سفری پابندیوں نے عالمی سیاحت میں نمایاں رکاوٹ پیدا کی۔
307,آمدنی,حکومت یا کاروبار سے حاصل ہونے والی آمدنی۔,حکومتیں صحت کی دیکھ بھال اور تعلیم جیسی ضروری عوامی خدمات کو فنڈ دینے کے لیے ٹیکس ریونیو پر انحصار کرتی ہیں۔
308,انقلاب,معاشرے میں ایک ڈرامائی اور بنیادی تبدیلی۔,صنعتی انقلاب نے بنیادی طور پر عالمی معیشت اور انسانی محنت کے نمونوں کو بدل دیا۔
309,صفائی,حفظان صحت اور فضلہ کے انتظام کو برقرار رکھنے کے نظام۔,گنجان آباد شہری علاقوں میں صفائی کا ناکافی انتظام متعدی بیماری کے پھیلاؤ میں معاون ہے۔
310,کمی,مطلوبہ وسائل کی ناکافی فراہمی۔,پانی کی کمی آنے والی دہائیوں میں انسانی بقا کے لیے سب سے سنگین خطرات میں سے ایک ہے۔
311,شکی,سوال یا شک کے دعووں کی طرف مائل۔,بہت سے ماہرین اقتصادیات موجودہ حکومتی اخراجات کی طویل مدتی پائیداری کے بارے میں شکوک و شبہات کا شکار ہیں۔
312,سماجی نقل و حرکت,سماجی طبقات کے درمیان منتقل کرنے کی صلاحیت.,سماجی نقل و حرکت کو بہتر بنانے کے لیے تعلیم کو وسیع پیمانے پر سب سے طاقتور ذریعہ سمجھا جاتا ہے۔
313,دقیانوسی تصور,ایک گروپ کی ایک مقررہ حد سے زیادہ آسان تصویر۔,میڈیا کی نمائندگی اکثر اقلیتی برادریوں کے بارے میں نقصان دہ دقیانوسی تصورات کو تقویت دیتی ہے۔
314,محرک,کوئی ایسی چیز جو ردعمل یا سرگرمی کو اکساتی ہو۔,حکومت نے کساد بازاری کے بعد معیشت کو بحال کرنے کے لیے ایک بڑا محرک پیکج شروع کیا۔
315,مضافاتی,شہر کے مضافات میں رہائشی علاقہ۔,مضافاتی علاقوں کی ترقی نے کاروں پر انحصار بڑھایا ہے اور شہری پھیلاؤ میں حصہ ڈالا ہے۔
316,نگرانی,قریبی مشاہدہ، خاص طور پر حکام کے ذریعہ۔,حکومتوں کی طرف سے بڑے پیمانے پر نگرانی انفرادی رازداری اور شہری آزادیوں کے بارے میں سنگین خدشات کو جنم دیتی ہے۔
317,ٹیکس,شہریوں پر ٹیکس لگانے کا نظام۔,عوامی خدمات کی مالی اعانت اور عدم مساوات کو کم کرنے کے لیے منصفانہ اور ترقی پسند ٹیکسیشن ضروری ہے۔
318,منتقلی,ایک ریاست سے دوسری حالت میں تبدیلی۔,عالمی درجہ حرارت میں اضافے کو محدود کرنے کے لیے قابل تجدید توانائی میں تیزی سے منتقلی ضروری ہے۔
319,شفافیت,عمل یا حکمرانی میں کشادگی اور وضاحت۔,سرکاری اخراجات میں زیادہ شفافیت سے بدعنوانی کو کم کرنے اور عوام کا اعتماد بڑھانے میں مدد مل سکتی ہے۔
320,بے روزگاری,بغیر تنخواہ کے کام کرنے کی حالت۔,آٹومیشن کی وجہ سے ساختی بے روزگاری دنیا بھر کی حکومتوں کے لیے ایک بڑا چیلنج ہے۔
321,شہری کاری,شہروں میں رہنے والوں کا بڑھتا ہوا تناسب۔,ایشیا میں تیزی سے شہری کاری نے بڑے شہر بلکہ بنیادی ڈھانچے کے لیے بھی شدید چیلنجز پیدا کیے ہیں۔
322,ویکسینیشن,وہ علاج جو بیماری کے خلاف قوت مدافعت فراہم کرتا ہے۔,بڑے پیمانے پر ویکسینیشن کے پروگراموں نے عالمی سطح پر چیچک جیسی بیماریوں کا خاتمہ کیا ہے اور پولیو کو کنٹرول کیا ہے۔
323,رضاکارانہ,بیرونی مجبوری کے بغیر اپنی مرضی سے کیا گیا۔,رضاکارانہ شعبے کی تنظیمیں معاشرے کے کمزور افراد کی مدد میں اہم کردار ادا کرتی ہیں۔
324,کمزوری,نقصان یا مشکل کا سامنا کرنا۔,چھوٹے جزیرے والے ممالک کو سمندر کی سطح میں اضافے کے نتائج کے لیے انتہائی خطرے کا سامنا ہے۔
325,وسیع پیمانے پر,ایک بڑے علاقے میں پایا یا تقسیم کیا گیا۔,انٹرنیٹ تک وسیع پیمانے پر رسائی نے عالمی سطح پر مواصلات اور معلومات تک رسائی کو تبدیل کر دیا ہے۔
326,افرادی قوت,تمام لوگ روزگار کے لیے دستیاب ہیں۔,ایک عمر رسیدہ افرادی قوت ترقی یافتہ ممالک میں پنشن کے نظام کے لیے اہم چیلنجز پیش کرتی ہے۔
327,پیداوار,نتیجہ یا فصل پیدا کرنا یا فراہم کرنا۔,بہتر زرعی تکنیکوں نے کسانوں کو خشک سالی کے شکار علاقوں میں بڑی فصلیں پیدا کرنے میں مدد کی ہے۔
328,بڑھانا,کسی مسئلے یا صورتحال کو مزید خراب کرنا۔,توقع کی جاتی ہے کہ موسمیاتی تبدیلی خطرے سے دوچار علاقوں میں غذائی تحفظ کے موجودہ چیلنجوں کو بڑھا دے گی۔
329,مختص,کسی مقصد کے لیے وسائل کی تقسیم۔,قومی صحت کی دیکھ بھال کے نتائج کو بہتر بنانے کے لیے عوامی فنڈز کی مؤثر تقسیم ضروری ہے۔
330,انضمام,حصوں کو ایک مکمل میں جوڑنے کا عمل۔,تارکین وطن کے کامیاب سماجی انضمام کے لیے زبان کی تعلیم اور کمیونٹی سپورٹ میں سرمایہ کاری کی ضرورت ہے۔
331,احتساب,کسی کے اعمال اور فیصلوں کی ذمہ داری۔,حکومت پر شہریوں کا اعتماد برقرار رکھنے کے لیے سرکاری اداروں میں زیادہ سے زیادہ احتساب ضروری ہے۔
332,انکولی,نئے حالات میں ایڈجسٹ کرنے کے قابل۔,انکولی انتظامی حکمت عملی تنظیموں کو تیزی سے بدلتے ہوئے ماحول کا مؤثر جواب دینے کی اجازت دیتی ہے۔
333,بڑھانا,کسی مسئلے یا صورتحال کو زیادہ سنگین بنانا۔,حکومت کا ناکافی ردعمل معاشی کساد بازاری کے سماجی نتائج کو بڑھا سکتا ہے۔
334,بشری,انسانی سرگرمی کی وجہ سے یا پیدا ہوتا ہے۔,سائنسدان اس بات پر متفق ہیں کہ انتھروپجینک گرین ہاؤس گیسوں کا اخراج گلوبل وارمنگ کا بنیادی محرک ہے۔
335,انضمام,ایک گروہ کا غالب ثقافت میں جذب۔,انسانی حقوق کی تنظیموں نے مقامی لوگوں کے زبردستی ثقافتی انضمام کی بڑے پیمانے پر مذمت کی ہے۔
336,سادگی,قرض کو کم کرنے کے لیے حکومتی اخراجات میں شدید کمی۔,مالیاتی بحران کے بعد لاگو کفایت شعاری کے اقدامات کے نتیجے میں عوامی خدمات میں شدید کٹوتیاں ہوئیں۔
337,آٹومیشن,کاموں کو خود بخود انجام دینے کے لیے ٹیکنالوجی کا استعمال۔,مینوفیکچرنگ کے عمل کے آٹومیشن نے غیر ہنر مند مزدوروں کی ضرورت کو نمایاں طور پر کم کر دیا ہے۔
338,بایوڈیگریڈیبل,قدرتی حیاتیات کے ذریعہ گلنے کے قابل۔,بائیوڈیگریڈیبل پیکیجنگ کے ساتھ پلاسٹک کو تبدیل کرنا ماحولیاتی آلودگی کو کم کرنے کی طرف ایک اہم قدم ہے۔
339,بیوروکریسی,قواعد اور سرکاری عمل کا ایک پیچیدہ نظام۔,سرکاری اداروں میں ضرورت سے زیادہ بیوروکریسی ضروری خدمات کی موثر فراہمی میں رکاوٹ بن سکتی ہے۔
340,اتپریرک,کوئی ایسی چیز جو کسی عمل کو متحرک یا تیز کرتی ہے۔,وبائی مرض نے عالمی سطح پر دور دراز کے کام کرنے کے طریقوں کو وسیع پیمانے پر اپنانے کے لئے ایک اتپریرک کے طور پر کام کیا۔
341,شہری مصروفیت,کمیونٹی اور سیاسی زندگی میں فعال شرکت۔,نوجوانوں میں شہری مصروفیت کی کم سطح جمہوری طرز حکمرانی کے لیے ایک اہم خطرہ ہے۔
342,بقائے باہمی,اختلافات کے باوجود پرامن طور پر ایک ساتھ موجود ہیں۔,متنوع نسلی برادریوں کے درمیان پرامن بقائے باہمی کے حصول کے لیے باہمی احترام اور افہام و تفہیم کی ضرورت ہے۔
343,علمی,سوچ اور سیکھنے کے ذہنی عمل سے متعلق۔,ابتدائی بچپن کی تعلیم کا طویل مدتی علمی ترقی اور تعلیمی کارکردگی پر گہرا اثر پڑتا ہے۔
344,ہم آہنگی,ایک متحدہ پورے بنانے کا معیار۔,عدم مساوات کی اعلیٰ سطح سماجی ہم آہنگی کو کمزور کرتی ہے اور شہری بدامنی کے خطرے کو بڑھاتی ہے۔
345,commodify,کسی چیز کو تجارتی مصنوعات کے طور پر استعمال کرنا۔,ناقدین کا استدلال ہے کہ حکومتوں کو تعلیم کو بازاری پیداوار کے طور پر استعمال کرتے ہوئے اسے کموڈائز نہیں کرنا چاہیے۔
346,لازمی,قانون یا قواعد کی طرف سے ضروری؛ لازمی,لازمی تعلیم کے قوانین پوری دنیا میں خواندگی کی شرح کو بہتر بنانے میں اہم کردار ادا کر رہے ہیں۔
347,حاملہ,ایک خیال یا منصوبہ بنانا یا تیار کرنا۔,توانائی کی کھپت میں بنیادی تبدیلی کے بغیر پائیدار مستقبل کا تصور کرنا مشکل ہے۔
348,مضبوط کرنا,یکجا کرنا یا ایک متحد پورے میں مضبوط کرنا۔,انضمام نے دونوں کمپنیوں کو وسائل کو اکٹھا کرنے اور آپریشنل کارکردگی کو بہتر بنانے کی اجازت دی۔
349,آلودگی,کسی مادے میں نقصان دہ آلودگیوں کی موجودگی۔,صنعتی فضلہ نے آس پاس کی دیہی برادریوں میں زیر زمین پانی کو بڑے پیمانے پر آلودہ کیا ہے۔
350,تنازعہ,تنازعہ یا گرم دلیل کا ایک نقطہ۔,امیگریشن پالیسی بہت سے ممالک میں سیاسی مباحثوں میں ایک بڑا تنازعہ بنی ہوئی ہے۔
351,وکندریقرت,مرکزی سے مقامی اتھارٹی کو اقتدار منتقل کرنا۔,حکمرانی کو وکندریقرت بنانے کی کوششیں مقامی کمیونٹیز کو بااختیار بنا سکتی ہیں اور عوامی خدمات کی فراہمی کو بہتر بنا سکتی ہیں۔
352,جان بوجھ کر,جان بوجھ کر کیا گیا؛ احتیاط سے غور کرنے کے لئے.,پالیسی مباحثوں سے اقلیتی آوازوں کو خارج کرنا ایک سوچی سمجھی سیاسی حکمت عملی دکھائی دیتی ہے۔
353,انحصار,کسی چیز پر بہت زیادہ انحصار کرنے کی حالت۔,بہت سے ترقی پذیر ممالک ایک برآمدی شے پر اپنی اقتصادی انحصار کو کم کرنے کے لیے جدوجہد کر رہے ہیں۔
354,محرومی,بنیادی ضروریات کی شدید کمی۔,شدید محرومی کے علاقوں میں پرورش پانے والے بچوں کے تعلیمی کامیابی حاصل کرنے کے امکانات نمایاں طور پر کم ہوتے ہیں۔
355,صحرا بندی,ریگستان جیسے حالات میں زمین کا انحطاط۔,صحرا بندی سے دنیا بھر میں نیم بنجر علاقوں میں رہنے والے لاکھوں لوگوں کی روزی روٹی کو خطرہ ہے۔
356,بگاڑ,بتدریج بدتر ہونے کا عمل۔,شہری انفراسٹرکچر کی خرابی بہت سے شہروں کے رہائشیوں کے لیے سنگین حفاظتی خطرات کا باعث بنتی ہے۔
357,غیر متناسب,کسی اور چیز کی نسبت بہت بڑا یا چھوٹا۔,پسماندہ کمیونٹیز ماحولیاتی آلودگی کے نتائج کا غیر متناسب بوجھ برداشت کرتی ہیں۔
358,انتخابی,انتخابات یا ووٹنگ کے عمل سے متعلق۔,انتخابی اصلاحات اس بات کو یقینی بنانے کے لیے ضروری ہیں کہ حکومت میں تمام شہریوں کی منصفانہ نمائندگی ہو۔
359,ہجرت,اپنا ملک چھوڑ کر کہیں اور آباد ہونا۔,ہجرت کی بلند شرح ترقی پذیر ممالک کو اپنے سب سے زیادہ ہنر مند اور تعلیم یافتہ شہریوں سے محروم کر سکتی ہے۔
360,تجرباتی,نظریہ کے بجائے مشاہدے اور شواہد کی بنیاد پر۔,صحیح پالیسی فیصلے نظریاتی مفروضوں کی بجائے تجرباتی ثبوتوں پر مبنی ہونے چاہئیں۔
361,توثیق,حمایت یا منظوری کا عوامی اعلان۔,ایک مشہور شخصیت کی توثیق اہم سماجی اور سیاسی مسائل پر رائے عامہ کو نمایاں طور پر متاثر کر سکتی ہے۔
362,انٹرپرینیورشپ,کاروبار قائم کرنے اور چلانے کی سرگرمی۔,حکومتیں ایسے حالات پیدا کر کے اقتصادی ترقی کو تیز کر سکتی ہیں جو کاروباری اور جدت طرازی کی حمایت کرتی ہوں۔
363,اخلاقی مخمصہ,ایک تنازعہ جس میں اخلاقی اصولوں کے درمیان انتخاب کی ضرورت ہوتی ہے۔,جینیاتی انجینئرنگ میں پیشرفت معاشرے کو گہرے اخلاقی مخمصوں کے ساتھ پیش کرتی ہے جس کے لیے محتاط غور و فکر کی ضرورت ہوتی ہے۔
364,شدت,کسی مسئلے کو زیادہ سنگین بنانے کا عمل۔,آبادی میں تیزی سے اضافہ پہلے سے ہی مشکلات کا شکار علاقوں میں وسائل کی قلت کو بڑھاتا ہے۔
365,اخراج,رسائی یا رکنیت سے انکار کا عمل۔,کمزور گروہوں کا سماجی اخراج حقیقی سماجی مساوات کے حصول میں ایک بڑی رکاوٹ ہے۔
366,استحصال,فائدہ کے لیے کسی کا یا کسی چیز کا غیر منصفانہ استعمال۔,ملٹی نیشنل کارپوریشنز کی طرف سے ترقی پذیر ممالک میں سستی مزدوری کا استحصال سنگین اخلاقی خدشات کو جنم دیتا ہے۔
367,کفایتی,تیزی سے تیز رفتاری سے بڑھنا یا گھٹنا۔,سوشل میڈیا کے استعمال میں تیزی سے اضافہ نے عالمی سطح پر لوگوں کے معلومات کے استعمال کے طریقے کو تبدیل کر دیا ہے۔
368,اتار چڑھاؤ,وقت کے ساتھ ساتھ فاسد تغیر یا تبدیلی۔,عالمی سطح پر تیل کی قیمتوں میں شدید اتار چڑھاؤ تیل پر منحصر ممالک کی معیشتوں کو غیر مستحکم کر سکتا ہے۔
369,وضع کرنا,منظم طریقے سے بنانا یا وضع کرنا۔,حکومتوں کو احتیاط سے ایسی پالیسیاں تشکیل دینی چاہئیں جو اقتصادی ترقی کو ماحولیاتی تحفظ کے ساتھ متوازن رکھیں۔
370,ٹکڑے کرنا,کسی چیز کو چھوٹے، الگ تھلگ حصوں میں توڑنا۔,سیاسی جماعتوں کے ٹوٹنے سے مستحکم حکومتیں بنانا مشکل ہو گیا ہے۔
371,مجموعی گھریلو مصنوعات,کسی ملک کی سالانہ پیداوار کی کل مالیاتی قیمت۔,بہت سے ماہرین اقتصادیات کا کہنا ہے کہ مجموعی گھریلو پیداوار قومی بہبود کا ایک ناکافی پیمانہ ہے۔
372,تسلط,ایک گروہ کا دوسرے پر غلبہ۔,مغربی ممالک کی ثقافتی بالادستی نے عالمی میڈیا اور صارفین کی ترجیحات کو نمایاں طور پر متاثر کیا ہے۔
373,ہم آہنگی,چیزوں کو ہر جگہ یکساں یا مماثل بنانا۔,ناقدین کا کہنا ہے کہ عالمگیریت تنوع کی قیمت پر معاشروں کی ثقافتی ہم آہنگی کا باعث بنتی ہے۔
374,انسانی,انسانی فلاح و بہبود اور مصائب کو بہتر بنانے سے متعلق ہے۔,مسلح تصادم اور آفات سے متاثرہ آبادی کی مدد کے لیے بین الاقوامی انسانی امداد بہت ضروری ہے۔
375,نظریہ,عقائد کا ایک نظام جو سیاسی عمل کی بنیاد رکھتا ہے۔,اقتصادی پالیسی اکثر تجرباتی شواہد اور تحقیق سے زیادہ سیاسی نظریے سے تشکیل پاتی ہے۔
376,مسلط,اختیار کے ذریعہ کسی چیز کو دوسروں پر مجبور کرنا۔,بین الاقوامی ادارے انسانی حقوق کے معاہدوں کی خلاف ورزی کرنے والی حکومتوں پر پابندیاں لگا سکتے ہیں۔
377,قید,قید ہونے کی حالت۔,کچھ ممالک میں قید کی بلند شرح انصاف اور بحالی کے بارے میں سنگین سوالات اٹھاتی ہے۔
378,آغاز,کسی چیز کا آغاز یا قیام۔,اپنے قیام کے بعد سے، تنظیم نے عالمی غربت کے خاتمے میں نمایاں پیش رفت کی ہے۔
379,شامل,کسی گروہ یا فرد کو چھوڑ کر نہیں۔,ایک جامع تعلیمی نظام یقینی بناتا ہے کہ معذور بچوں کو سیکھنے کے مساوی مواقع ملیں۔
380,مقامی,کسی خاص علاقے میں قدرتی طور پر پیدا ہونا۔,مقامی لوگوں کے ان کی آبائی زمینوں کے حقوق کا بین الاقوامی قانون کے تحت تحفظ کیا جانا چاہیے۔
381,صنعت کاری,بڑے پیمانے پر صنعتی مینوفیکچرنگ میں منتقلی۔,ترقی پذیر ممالک کی صنعت کاری نے اقتصادی ترقی کی ہے بلکہ ماحولیاتی نقصان بھی پہنچایا ہے۔
382,نااہلی,وقت یا وسائل کا بہترین استعمال کرنے میں ناکامی۔,وسیع پیمانے پر نوکر شاہی کی نااہلی حکومتوں کو مؤثر اور مساوی طور پر خدمات کی فراہمی سے روکتی ہے۔
383,ادارہ جاتی,قائم شدہ تنظیموں یا نظاموں سے متعلق۔,قانونی نظاموں میں سرایت شدہ ادارہ جاتی نسل پرستی دنیا بھر میں اقلیتی برادریوں کو نقصان پہنچا رہی ہے۔
384,باہمی انحصار,دو یا زیادہ گروہوں کے درمیان باہمی انحصار۔,عالمی وبائی مرض نے جدید دنیا میں قومی معیشتوں کے گہرے باہمی انحصار کا مظاہرہ کیا۔
385,دھمکی,کسی کو مجبور کرنے کے لیے خوف یا دھمکیوں کا استعمال کرنا۔,ووٹر کو ڈرانا جمہوری عمل کو نقصان پہنچاتا ہے اور آزادانہ اور منصفانہ انتخابات ہونے سے روکتا ہے۔
386,دائرہ اختیار,قوانین کا انتظام کرنے کا سرکاری اختیار۔,سائبر کرائم پیچیدہ چیلنجز پیش کرتا ہے کیونکہ یہ اکثر متعدد قانونی دائرہ اختیار میں ہوتا ہے۔
387,ملاپ,تضاد کو نمایاں کرنے کے لیے دو چیزوں کو ایک ساتھ رکھنا۔,رپورٹ میں امیر اشرافیہ کے طرز زندگی کو انتہائی غربت میں رہنے والوں کے ساتھ جوڑ دیا گیا ہے۔
388,جائز,قانون یا قبول شدہ معیارات کے مطابق۔,ایک جائز حکومت کو اپنے شہریوں کے سامنے جوابدہ ہونا چاہیے اور بنیادی انسانی حقوق کا احترام کرنا چاہیے۔
389,غذائیت کی کمی,ناکافی یا غیر متوازن غذا سے صحت کی خرابی۔,تنازعات والے علاقوں میں وسیع پیمانے پر غذائی قلت ایک سنگین اور فوری عالمی انسانی بحران کی نمائندگی کرتی ہے۔
390,مظہر,کسی چیز کا مرئی نشان یا اظہار۔,بے گھر ہونا بہت سے ترقی یافتہ شہروں میں ہاؤسنگ پالیسی کی ناکامی کا واضح مظہر ہے۔
391,پسماندگی,ایک گروپ کو پردیی کے طور پر علاج کرنے کا عمل۔,لیبر مارکیٹ میں نسلی اقلیتوں کا پسماندہ ہونا غربت اور عدم مساوات کے چکروں کو جاری رکھتا ہے۔
392,میرٹکریسی,ایک ایسا نظام جہاں ترقی کی بنیاد صلاحیت پر ہو۔,ناقدین کا استدلال ہے کہ ایک حقیقی میرٹوکیسی ناممکن ہے جب تک کہ نظامی عدم مساوات پر توجہ نہیں دی جاتی ہے۔
393,تخفیف,کسی نقصان دہ چیز کی شدت کو کم کرنے کا عمل۔,عالمی موسمیاتی تبدیلی کے بدترین اثرات کو محدود کرنے کے لیے مؤثر تخفیف کی حکمت عملیوں کی فوری ضرورت ہے۔
