id,front,back,example
328,kötüleştirmek,Bir sorunu veya durumu daha da kötüleştirmek.,"İklim değişikliğinin, hassas bölgelerdeki mevcut gıda güvenliği sorunlarını daha da kötüleştirmesi bekleniyor."
329,paylaştırma,Kaynakların belirli bir amaç doğrultusunda dağıtılması.,"Kamu kaynaklarının etkin tahsisi, ulusal sağlık hizmetleri sonuçlarını iyileştirmek için şarttır."
330,entegrasyon,Parçaları bir araya getirerek bir bütün oluşturma süreci.,"Göçmenlerin başarılı sosyal entegrasyonu, dil eğitimine ve toplumsal desteğe yatırım yapılmasını gerektirir."
331,hesap verebilirlik,Kişinin kendi eylemlerinden ve kararlarından sorumlu olması.,"Kamu kurumlarında daha fazla hesap verebilirlik, vatandaşların hükümete olan güvenini korumak için şarttır."
332,uyarlanabilir,Yeni koşullara uyum sağlayabilme yeteneğine sahip.,"Uyarlanabilir yönetim stratejileri, kuruluşların hızla değişen ortamlara etkili bir şekilde yanıt vermesini sağlar."
333,ağırlaştırmak,Bir sorunu veya durumu daha da ciddileştirmek.,"Yetersiz hükümet müdahalesi, ekonomik durgunluğun sosyal sonuçlarını daha da kötüleştirebilir."
334,insan kaynaklı,İnsan faaliyetinden kaynaklanan veya insan faaliyeti sonucu oluşan.,"Bilim insanları, insan kaynaklı sera gazı emisyonlarının küresel ısınmanın başlıca nedeni olduğu konusunda hemfikir."
335,asimilasyon,Bir grubun baskın kültüre karışması.,"Yerli halkların zorla kültürel asimilasyonuna maruz bırakılması, insan hakları örgütleri tarafından geniş çapta kınanmıştır."
336,kemer sıkma politikası,Borcu azaltmak için hükümet harcamalarında ciddi kesintiler.,"Finansal krizin ardından uygulanan kemer sıkma önlemleri, kamu hizmetlerinde ciddi kesintilere yol açtı."
337,otomasyon,Görevleri otomatik olarak gerçekleştirmek için teknolojinin kullanılması.,"Üretim süreçlerinin otomasyonu, vasıfsız işgücüne olan ihtiyacı önemli ölçüde azalttı."
338,biyolojik olarak parçalanabilir,Doğal organizmalar tarafından parçalanabilir.,"Plastik ambalajların biyolojik olarak parçalanabilir ambalajlarla değiştirilmesi, çevre kirliliğini azaltmaya yönelik önemli bir adımdır."
339,bürokrasi,Karmaşık bir kurallar ve resmi süreçler sistemi.,"Kamu kurumlarındaki aşırı bürokrasi, temel hizmetlerin verimli bir şekilde sunulmasını engelleyebilir."
340,katalizör,Bir süreci tetikleyen veya hızlandıran şey.,"Pandemi, dünya çapında uzaktan çalışma uygulamalarının yaygın olarak benimsenmesi için bir katalizör görevi gördü."
341,sivil katılım,Toplumsal ve siyasi hayata aktif katılım.,"Gençler arasında düşük düzeyde sivil katılım, demokratik yönetişim için önemli bir tehdit oluşturmaktadır."
342,birlikte yaşama,Farklılıklara rağmen barış içinde bir arada yaşamak.,Farklı etnik topluluklar arasında barış içinde bir arada yaşamayı sağlamak karşılıklı saygı ve anlayış gerektirir.
343,bilişsel,Düşünme ve öğrenme gibi zihinsel süreçlerle ilgili.,"Erken çocukluk eğitimi, uzun vadeli bilişsel gelişim ve akademik performans üzerinde derin bir etkiye sahiptir."
344,uyum,Bütünleşik bir yapı oluşturma niteliği.,"Yüksek düzeydeki eşitsizlik, toplumsal uyumu zayıflatır ve toplumsal huzursuzluk riskini artırır."
345,metalaştırmak,Bir şeyi ticari ürün gibi ele almak.,"Eleştirmenler, hükümetlerin eğitimi bir piyasa ürünü gibi ele alarak ticarileştirmemesi gerektiğini savunuyor."
346,zorunlu,Kanun veya kurallar gereği zorunlu; mecburi.,"Zorunlu eğitim yasaları, dünya genelinde okuryazarlık oranlarının artmasında etkili olmuştur."
347,tasavvur etmek,Bir fikri veya planı oluşturmak veya geliştirmek.,Enerji tüketiminde köklü bir değişim olmadan sürdürülebilir bir gelecek tasavvur etmek zordur.
348,konsolide etmek,Birleştirmek veya güçlendirmek suretiyle bütün bir bütün haline getirmek.,"Birleşme, iki şirketin kaynaklarını birleştirmesine ve operasyonel verimliliği artırmasına olanak sağladı."
349,kirlenme,Bir maddenin içinde zararlı kirleticilerin bulunması.,"Sanayi atıkları, çevredeki kırsal bölgelerde yeraltı sularının yaygın şekilde kirlenmesine neden olmuştur."
350,tartışma,Tartışma konusu veya hararetli bir münakaşa.,"Göç politikası, birçok ülkede siyasi tartışmalarda hâlâ önemli bir çekişme noktası olmaya devam ediyor."
351,merkezsizleştirmek,Gücün merkezi yönetimden yerel yönetime aktarılması.,"Yönetimi merkezsizleştirme çabaları, yerel toplulukları güçlendirebilir ve kamu hizmetlerinin sunumunu iyileştirebilir."
352,kasıtlı,Kasıtlı olarak yapılmış; dikkatlice düşünülmüş.,"Politika tartışmalarından azınlık seslerinin dışlanması, kasıtlı bir siyasi strateji gibi görünüyor."
353,bağımlılık,Bir şeye aşırı derecede bağımlı olma durumu.,"Birçok gelişmekte olan ülke, tek bir ihracat ürününe olan ekonomik bağımlılıklarını azaltmakta zorlanıyor."
354,yoksunluk,Temel ihtiyaçlardan yoksunluktan kaynaklanan zararlı bir durum.,Aşırı yoksulluk içinde büyüyen çocukların akademik başarıya ulaşma olasılığı önemli ölçüde daha düşüktür.
355,çölleşme,Arazinin çöl benzeri koşullara dönüşmesi.,"Çölleşme, dünya genelinde yarı kurak bölgelerde yaşayan milyonlarca insanın geçim kaynaklarını tehdit ediyor."
356,bozulma,Giderek kötüleşen bir süreç.,"Kent altyapısının bozulması, birçok şehirde yaşayanlar için ciddi güvenlik riskleri oluşturmaktadır."
357,orantısız,Başka bir şeye göre çok büyük veya çok küçük.,"Dışlanmış topluluklar, çevre kirliliğinin sonuçlarından orantısız bir şekilde daha fazla etkilenmektedir."
358,seçim,Seçimlerle veya oy verme süreciyle ilgili.,"Seçim reformu, tüm vatandaşların hükümette adil bir şekilde temsil edilmesini sağlamak için şarttır."
359,göç,Kişinin ülkesini terk edip başka bir yere yerleşmesi.,"Yüksek göç oranları, gelişmekte olan ülkeleri en yetenekli ve eğitimli vatandaşlarından mahrum bırakabilir."
360,ampirik,Teoriden ziyade gözlem ve kanıtlara dayanmaktadır.,Sağlıklı politika kararları ideolojik varsayımlardan ziyade ampirik kanıtlara dayanmalıdır.
361,onay,Kamuoyuna açık destek veya onay beyanı.,"Ünlü bir ismin desteği, önemli sosyal ve siyasi konularda kamuoyunu önemli ölçüde etkileyebilir."
362,girişimcilik,İşletme kurma ve işletme faaliyeti.,"Hükümetler, girişimciliği ve yeniliği destekleyen koşullar yaratarak ekonomik büyümeyi teşvik edebilirler."
363,etik ikilem,Ahlaki ilkeler arasında seçim yapmayı gerektiren bir çatışma.,"Genetik mühendisliğindeki gelişmeler, toplumu dikkatli bir değerlendirme gerektiren derin etik ikilemlerle karşı karşıya bırakmaktadır."
364,şiddetlenme,Bir sorunu daha da ciddi hale getirme süreci.,"Hızlı nüfus artışı, zaten zor durumda olan bölgelerdeki kaynak kıtlığını daha da kötüleştiriyor."
365,dışlama,Erişim veya üyeliği engelleme eylemi.,"Savunmasız grupların sosyal dışlanması, gerçek toplumsal eşitliğe ulaşmanın önündeki en büyük engellerden biridir."
366,sömürü,Birinin veya bir şeyin haksız kazanç amacıyla kullanılması.,Çokuluslu şirketlerin gelişmekte olan ülkelerdeki ucuz iş gücünü sömürmesi ciddi etik sorunlar doğurmaktadır.
367,üstel,Hızla artan veya azalan bir oranda.,"Sosyal medya kullanımındaki üstel artış, insanların küresel olarak bilgi tüketme biçimini dönüştürdü."
368,dalgalanma,Zaman içinde düzensiz değişim veya varyasyon.,"Küresel petrol fiyatlarındaki sert dalgalanmalar, petrole bağımlı ülkelerin ekonomilerini istikrarsızlaştırabilir."
369,formüle etmek,Sistematik olarak oluşturmak veya tasarlamak.,"Hükümetler, ekonomik büyüme ile çevre korumasını dengeleyecek politikaları dikkatlice formüle etmelidir."
370,parçalanma,"Bir şeyin küçük, birbirinden ayrı parçalara ayrılması.","Siyasi partilerin parçalanması, istikrarlı hükümetler kurmayı giderek zorlaştırdı."
371,gayri safi yurtiçi Hasıla,Bir ülkenin yıllık üretiminin toplam parasal değeri.,"Birçok ekonomist, gayri safi yurtiçi hasılanın ulusal refahın yetersiz bir ölçüsü olduğunu savunmaktadır."
372,hegemonya,Bir grubun diğerleri üzerinde hakimiyet kurması.,"Batılı ulusların kültürel hegemonyası, küresel medya ve tüketici tercihlerini önemli ölçüde etkilemiştir."
373,homojenizasyon,Her şeyi baştan sona aynı veya benzer hale getirmek.,"Eleştirmenler, küreselleşmenin çeşitliliğin azalması pahasına toplumların kültürel olarak homojenleşmesine yol açtığını savunuyor."
374,insani yardım,İnsanların refahını ve çektiği acıları azaltmayı amaçlamaktadır.,"Uluslararası insani yardım, silahlı çatışmalardan ve afetlerden etkilenen nüfusları desteklemek için hayati önem taşımaktadır."
375,ideoloji,Siyasi eylemlerin temelini oluşturan inanç sistemi.,Ekonomi politikası çoğu zaman ampirik kanıt ve araştırmalardan ziyade siyasi ideoloji tarafından şekillendirilir.
376,dayatmak,Bir şeyi otorite yoluyla başkalarına zorla kabul ettirmek.,"Uluslararası kuruluşlar, insan hakları anlaşmalarını ihlal eden hükümetlere yaptırım uygulayabilir."
377,hapis,Hapsedilme hali.,"Bazı ülkelerdeki yüksek hapis oranları, adalet ve rehabilitasyon konusunda ciddi soruları gündeme getiriyor."
378,başlangıç,Bir şeyin başlangıcı veya kuruluşu.,"Kuruluşundan bu yana, örgüt küresel yoksulluğu hafifletmede önemli ilerleme kaydetmiştir."
379,dahil,Hiçbir grup veya bireyi dışlamadan.,"Kapsayıcı bir eğitim sistemi, engelli çocukların eşit öğrenme fırsatlarına sahip olmasını sağlar."
380,yerli,Belirli bir bölgede doğal olarak ortaya çıkan.,Yerli halkların atalarından kalma topraklara ilişkin hakları uluslararası hukuk kapsamında korunmalıdır.
381,sanayileşme,Büyük ölçekli endüstriyel üretime geçiş.,Gelişmekte olan ülkelerin sanayileşmesi ekonomik büyümeyi beraberinde getirmiş ancak aynı zamanda önemli çevresel zararlara da yol açmıştır.
382,verimsizlik,Zamanı veya kaynakları en iyi şekilde kullanamama.,"Yaygın bürokratik verimsizlik, hükümetlerin hizmetleri etkili ve adil bir şekilde sunmasını engellemektedir."
383,kurumsal,Kurulu kuruluşlar veya sistemlerle ilgili.,"Hukuk sistemlerine yerleşmiş kurumsal ırkçılık, dünya çapında azınlık topluluklarını dezavantajlı duruma düşürmeye devam ediyor."
384,karşılıklı bağımlılık,İki veya daha fazla grup arasında karşılıklı bağımlılık.,"Küresel pandemi, modern dünyada ulusal ekonomilerin derin karşılıklı bağımlılığını ortaya koymuştur."
385,gözdağı,Birini korkutmak veya tehdit etmek suretiyle baskı uygulamak.,Seçmenlerin sindirilmesi demokratik süreci baltalar ve özgür ve adil seçimlerin yapılmasını engeller.
386,yargı yetkisi,Kanunları uygulama yetkisine sahip resmi makam.,"Siber suçlar, sıklıkla birden fazla yasal yargı alanında meydana geldiği için karmaşık zorluklar sunmaktadır."
387,yan yana koymak,Zıtlığı vurgulamak için iki şeyi yan yana koymak.,"Rapor, varlıklı elitlerin yaşam tarzlarını aşırı yoksulluk içinde yaşayanların yaşam tarzlarıyla karşılaştırıyor."
388,meşru,Kanunlara veya kabul görmüş standartlara uygun olmak.,"Meşru bir hükümet, vatandaşlarına karşı hesap verebilir olmalı ve temel insan haklarına saygı göstermelidir."
389,yetersiz beslenme,Yetersiz veya dengesiz beslenmeden kaynaklanan sağlık sorunları.,"Çatışma bölgelerinde yaygın görülen yetersiz beslenme, ciddi ve acil bir küresel insani krizi temsil etmektedir."
390,tezahür,Bir şeyin gözle görülür işareti veya ifadesi.,"Evsizlik, birçok gelişmiş şehirde konut politikasının başarısızlığının çarpıcı bir göstergesidir."
391,marjinalleşme,Bir grubu ikincil olarak ele alma süreci.,"Etnik azınlıkların işgücü piyasasında dışlanması, yoksulluk ve eşitsizlik döngülerini sürdürmektedir."
392,meritokrasi,İlerlemenin yeteneğe dayalı olduğu bir sistem.,"Eleştirmenler, sistemik eşitsizlik ele alınmadığı sürece gerçek bir liyakat sisteminin imkansız olduğunu savunuyor."
393,hafifletme,Zararlı bir durumun etkisini azaltmaya yönelik eylem.,Küresel iklim değişikliğinin en kötü etkilerini sınırlamak için acilen etkili azaltma stratejilerine ihtiyaç duyulmaktadır.
394,tekel,Bir pazarın tek bir kuruluş tarafından münhasır olarak kontrol edilmesi.,Kontrolsüz tekeller rekabeti azaltır ve nihayetinde tüketiciler için daha yüksek fiyatlara yol açar.
395,çok taraflı,İkiden fazla tarafı veya ülkeyi kapsayan.,"İklim değişikliğiyle etkili bir şekilde mücadele etmek, başlıca emisyon salan tüm ülkeler arasında çok taraflı işbirliğini gerektirir."
396,ihmal etmek,Bir şeye özen göstermemek veya onunla ilgilenmemek.,"Yıllarca süren siyasi ihmal, birçok kırsal topluluğu yeterli sağlık hizmeti veya eğitimden mahrum bıraktı."
397,neoliberal,"Serbest piyasa ekonomisini, özelleştirmeyi ve düzenlemelerin kaldırılmasını destekliyor.","Eleştirmenler, neoliberal ekonomi politikalarının küresel ölçekte zengin ve fakir arasındaki uçurumu genişlettiğini savunuyor."
398,normlar,Bir toplumda kabul görmüş davranış standartları.,"Cinsiyet rolleriyle ilgili değişen toplumsal normlar, modern iş yerini kademeli olarak dönüştürdü."
399,modası geçmiş,Artık kullanılmıyor; eskimiş ve güncelliğini yitirmiş.,"Hızlı teknolojik gelişmeler, geleneksel üretim becerilerinin çoğunu neredeyse geçersiz hale getirdi."
400,baskı,"Başkaları üzerinde uzun süreli, haksız otorite veya kontrol.","Azınlık gruplarına yönelik tarihsel baskı, günümüzde de devam eden derin eşitsizlikler yaratmıştır."
401,salgın,Ani bir hastalık veya şiddet olayının ortaya çıkması.,"Yeni bir viral hastalığın ortaya çıkması, uluslararası düzeyde acil halk sağlığı önlemlerinin alınmasını zorunlu kıldı."
402,kişi başına,Belirli bir popülasyondaki her birey için.,"Kişi başına düşen GSYİH, farklı ülkelerdeki ortalama yaşam standardını karşılaştırmak için yaygın olarak kullanılır."
403,kutuplaşma,Birbirinden tamamen farklı iki gruba ayrılma.,"Siyasi kutuplaşma, önemli ulusal meselelerde iki partinin işbirliğini giderek zorlaştırdı."
404,özelleştirme,Devlete ait varlıkların özel mülkiyete devredilmesi.,"Su ve enerji gibi kamu hizmetlerinin özelleştirilmesi, erişilebilirliği azalttığı gerekçesiyle yaygın olarak eleştirilmiştir."
405,çoğalma,Bir şeyin sayısında hızlı artış.,"Sosyal medyada yanlış bilgilerin yayılması, demokratik süreçler için ciddi bir tehdit oluşturmaktadır."
406,yakınlık,"Mekân, zaman veya ilişki açısından yakınlık.","Ekonomik merkezlere coğrafi yakınlık, bir bölgenin gelişmesini ve büyümesini önemli ölçüde etkiler."
407,onaylamak,Bir anlaşmayı veya yasayı resmen onaylamak.,Küresel iklim taahhütlerinin anlamlı bir etki yaratabilmesi için daha fazla ülkenin Paris Anlaşması'nı onaylaması gerekiyor.
408,tekrarlayan suç,Önceki mahkumiyetin ardından tekrar suç işleme eğilimi.,"Etkin rehabilitasyon programlarının, eski suçlular arasında yeniden suç işleme oranlarını azalttığı kanıtlanmıştır."
409,yeniden dağıtım,Daha fazla eşitlik sağlamak için kaynakların yeniden dağıtılması.,"Artan oranlı vergilendirme, servetin en zenginlerden en dezavantajlı kesimlere yeniden dağıtılmasını mümkün kılar."
410,güçlendirmek,Mevcut bir fikri veya yapıyı güçlendirmek veya desteklemek.,"Medyanın suç olaylarını tasvir ediş biçimi, istemeden de olsa belirli sosyal gruplar hakkındaki olumsuz stereotipleri pekiştirebilir."
411,dayanıklılık,Zorlukların üstesinden hızla gelebilme yeteneği.,"Toplumsal direnci artırmak, nüfusların iklim değişikliğinin etkilerine karşı koymasına yardımcı olmak için çok önemlidir."
412,misilleme,Yaralanma veya saldırıya karşı alınan önlem.,"Büyük ekonomiler arasında ticari misilleme, artan gümrük vergileri şeklinde yıkıcı bir döngüyü tetikleyebilir."
413,ayrımcılık,Toplumda grupların zorla birbirinden ayrılması.,Eğitim sistemlerindeki ırksal ayrımcılığın sosyal eşitlik üzerinde uzun süreli olumsuz etkileri vardır.
414,sosyoekonomik,Hem sosyal hem de ekonomik faktörlerle ilgili.,"Çocuğun sosyoekonomik geçmişi, eğitim başarısının en güçlü belirleyicilerinden biri olmaya devam etmektedir."
415,egemenlik,Devletin en yüksek otoritesi ve bağımsızlığı.,Uluslararası anlaşmalar bazen ülkelerin tam ekonomik egemenliklerini koruma arzusuyla çelişebilir.
416,sübvansiyon,Devlet fonlarıyla mali olarak desteklemek.,"Birçok hükümet, yenilenebilir enerjiyi fosil yakıtlarla daha rekabetçi hale getirmek için sübvansiyon sağlıyor."
417,hassas,Bir şeyden etkilenme veya bir şeye karşı savunmasız olma olasılığı yüksek.,"Yaşlı nüfus, solunum yolu enfeksiyon hastalıklarından kaynaklanan ciddi hastalıklara karşı özellikle hassastır."
418,sistemik,"Bir sistemin tamamına ilişkin, tek bir parçasına değil.","Yoksullukla mücadele, bireysel belirtileri hedef alan parça parça müdahalelerden ziyade sistemik bir değişim gerektirir."
419,yeniden formüle et,Yeni bir biçimde tekrar ifade etmek veya tasarlamak.,"Yeni kanıtlar ışığında, hükümetlerin halk sağlığı politikasına yaklaşımlarını yeniden gözden geçirmeleri gerekebilir."
420,kasılma,Ekonomik üretimde veya faaliyette azalma.,"Pandemi sırasında küresel ticarette yaşanan sert daralma, tedarik zincirlerinin kırılganlığını ortaya çıkardı."
421,sapma,Normal veya beklenenden sapma.,Bazı ekonomistler 2008 mali krizini piyasaların yapısal bir başarısızlığından ziyade bir sapma olarak değerlendiriyor.
422,tahttan feragat etmek,Bir görevi veya sorumluluğu yerine getirmemek.,"Kamu hizmetlerini kısıtlayan hükümetler, savunmasız vatandaşlara karşı sorumluluklarını yerine getirmemekle suçlanabilir."
423,sertlik,Konuşma veya davranış biçimindeki acımasız düşmanlık.,"Brexit müzakereleri, AB ve İngiltere temsilcileri arasında önemli ölçüde gerginlikle geçti."
424,birleştirmek,Tek bir cisim halinde birleştirmek veya bir araya getirmek.,İdari verimliliği artırmak ve işletme maliyetlerini düşürmek amacıyla birkaç küçük departman birleştirildi.
425,düzeltmek,Kötü bir durumu daha iyi veya daha katlanılabilir hale getirmek.,"Uluslararası yardım programları, çatışma bölgelerindeki yerinden edilmiş nüfusun karşılaştığı koşulları iyileştirmeyi amaçlamaktadır."
426,anakronizm,Tarihsel dönemine göre yersiz bir şey.,"Eleştirmenler, seçilmemiş üst meclisin modern toplumda demokratik bir anakronizm haline geldiğini savunuyor."
427,asimetri,Parçalar arasında eşitlik veya denklik eksikliği.,"Alıcılar ve satıcılar arasındaki bilgi asimetrisi, piyasa başarısızlıklarına ve verimsiz sonuçlara yol açabilir."
428,yıpranma,Sürekli basınç veya kayıp yoluyla kademeli azalma.,"Uzun süren çatışma, her iki tarafın da kaynaklarını tüketen bir yıpratma savaşına dönüştü."
429,çatallanma,İki kola veya bölüme ayrılma.,"Artan eşitsizlik, toplumu giderek birbirinden kopuk iki ekonomik gruba ayırmıştır."
430,atlatmak,Bir kuralı veya engeli aşmanın bir yolunu bulmak.,"Çokuluslu şirketler, yurt içi vergi yükümlülüklerinden kaçınmak için denizaşırı hesaplar kullanmakla suçlanıyor."
431,zorlayıcı,Eylemi zorlamak için güç veya tehdit kullanmak.,"Siyasi muhalefeti bastırmak için baskıcı önlemlerin kullanılması, temel demokratik ilkeleri ihlal eder."
432,metalaştırma,Bir şeyi pazarlanabilir bir mal olarak ele alma süreci.,"Yükseköğretimin ticarileşmesi, üniversiteleri kamu kurumları olmaktan çıkarıp ticari işletmelere dönüştürmüştür."
433,özgüven,Açıkça görünen tehlikelere rağmen duyulan tatmin duygusu.,"Artan eşitsizlik karşısında siyasi kayıtsızlık, toplumsal bölünmelerin önemli ölçüde derinleşmesine yol açmıştır."
434,varsayım,Yeterli kanıt olmadan oluşturulmuş bir görüş.,"Ampirik veriler olmadan, politikanın ekonomik etkisine ilişkin iddialar tamamen varsayımdan ibaret kalır."
435,koşullu,Belirsiz koşullara veya durumlara bağlıdır.,"Reform programının başarısı, sürdürülebilir siyasi kararlılığa ve yeterli finansmana bağlıdır."
436,doğrulamak,Kanıtlarla doğrulamak veya desteklemek.,"Birden fazla bağımsız çalışma, hava kirliliğinin ölüm oranlarını önemli ölçüde artırdığı bulgusunu doğrulamaktadır."
437,kısaltmak,Bir şeyi önemli ölçüde azaltmak veya kısıtlamak.,Ulusal sağlık krizinin en yoğun olduğu dönemde sivil özgürlükleri kısıtlamak amacıyla acil durum yasaları çıkarıldı.
438,sınırlandırmak,Kesin ve net bir şekilde tanımlamak veya belirtmek.,"Uluslararası antlaşmalar, imzalayan her ülkenin sorumluluklarını açıkça belirtmelidir."
439,demografik temettü,Çalışma çağındaki nüfusun artmasından kaynaklanan ekonomik büyüme.,"Sahra Altı Afrika, eğitime yatırım yaparak demografik avantajından yararlanma fırsatına sahip."
440,caydırmak,Korku veya şüphe yoluyla eylemden caydırmak.,"Çevre ihlallerine yönelik daha ağır cezalar, şirketlerin su yollarını yasadışı bir şekilde kirletmelerini engelleyebilir."
441,ikilik,İki zıt kategoriye keskin bir ayrım.,"Ekonomik büyüme ve çevre koruma arasındaki ikilem, çoğu zaman yanlış bir seçim olarak sunulmaktadır."
442,difüzyon,Bir şeyin geniş bir alana yayılması.,"Dijital teknolojinin hızla yayılması, bilginin küresel ölçekte üretilme ve tüketilme biçimini dönüştürdü."
443,oy hakkından mahrum bırakmak,Birini haklarından veya ayrıcalıklarından mahrum etmek.,"Karmaşık seçmen kayıt şartları, düşük gelirli ve azınlık topluluklarını orantısız bir şekilde oy kullanma hakkından mahrum bırakabilir."
444,farklı,Özünde tür olarak farklı; karşılaştırılabilir değil.,"Politika, ekonomik koşulları çok farklı olan çeşitli toplulukların ihtiyaçlarını karşılamalıdır."
445,etkinlik,İstenilen sonucu elde etme yeteneği.,"Yeni tedavilerin halkın kullanımına onaylanmadan önce, klinik denemelerde etkinlikleri titizlikle test edilmelidir."
446,eşitlikçi,Herkese eşit haklar tanınmasına inanmak veya bunu savunmak.,"Gerçek anlamda eşitlikçi bir toplum, hem biçimsel yasal eşitliği hem de fırsat eşitliğinin özünü ele almalıdır."
447,yerleşik,Yerleşik ve değiştirilmesi zor.,"İşe alım uygulamalarındaki köklü cinsiyet ayrımcılığı, kadınları üst düzey pozisyonlarda dezavantajlı duruma düşürmeye devam ediyor."
448,denge,Karşıt güçler arasında bir denge durumu.,"Arz ve talep teorisine göre, piyasalar zaman içinde doğal olarak fiyat dengesine doğru eğilim gösterecektir."
449,ortadan kaldırmak,Bir şeyi tamamen yok etmek veya ortadan kaldırmak.,"Dünya Sağlık Örgütü'nün küresel çapta çocuk felcini ortadan kaldırma hedefi, evrensel aşılama kapsamını gerektiriyor."
450,ekstrapolasyon,Bilinen verileri kullanarak bilinmeyen durumları tahmin etmek.,"Araştırmacılar, küçük örneklemlerden elde edilen bulguları tüm popülasyonlara genellemeye çalışırken dikkatli olmalıdırlar."
451,imal etmek,Yanlış bilgi uydurmak; üretmek.,"Delil uyduran gazeteciler, medyaya olan kamu güvenini zedeliyor ve demokratik söyleme zarar veriyor."
452,fizibilite,Mümkün ve pratik olma niteliği.,Büyük ölçekli altyapı projelerinin onaylanmasından önce kapsamlı bir fizibilite çalışması yapılması gerekmektedir.
453,mali açık,Devlet harcamaları gelirlerini aştığında.,"Artan bütçe açığı, hükümetleri ya vergileri artırmaya ya da temel kamu harcamalarını kısmaya zorluyor."
454,çığır açan,Yenilikçi ve öncü; yeni fikirler sunan.,"Gen düzenleme alanındaki çığır açan araştırmalar, kalıtsal hastalıkların tedavisinde yeni olanaklar açmıştır."
455,bütünsel,"Sistemin parçalarını değil, tamamını ele almak.","Halk sağlığına yönelik bütüncül bir yaklaşım, sosyal, ekonomik ve çevresel belirleyicileri eş zamanlı olarak ele almalıdır."
456,homojen,Benzer veya tek tip unsurlardan oluşan.,"Giderek homojenleşen kent kültürleri, geleneksel yerel toplulukların zengin çeşitliliğini aşındırabilir."
457,engellemek,İlerlemeyi veya hareketi engellemek veya sekteye uğratmak.,Yolsuz bürokratik uygulamalar ekonomik kalkınmayı engeller ve doğrudan yabancı yatırımları caydırır.
458,yeni başlayan,Oluşmaya veya gelişmeye başlamış; erken aşamalarda.,Başlangıç ​​aşamasındaki ekonomik gerilemenin tam bir durgunluğa dönüşmesini önlemek için erken müdahale çok önemlidir.
459,ayrım gözetmeksizin,Dikkatli bir değerlendirme yapılmadan; rastgele ve özensizce yapılmış.,"Pestisitlerin ayrım gözetmeksizin kullanılması, ekosistemlere zarar verir ve hedeflenen türlerin çok ötesindeki türlere de olumsuz etkilerde bulunur."
460,doğuştan,Daimi ve temel bir özellik olarak var olmak.,Ekonomik büyümeyi en üst düzeye çıkarmak ile doğal çevreyi korumak arasında doğal bir gerilim söz konusudur.
461,kışkırtmak,Bir eylemi veya olayı başlatmak veya meydana getirmek.,Sivil toplum grupları genellikle hükümet kurumları üzerinde kamuoyu baskısı oluşturarak politika değişikliğini tetiklerler.
462,hafifletmek,Bir şeyin şiddetini veya etkisini azaltmak.,"Şehirlerde ağaç dikmek, yoğun nüfuslu şehirlerdeki ısı adası etkisini azaltmaya yardımcı olabilir."
463,sürdürmek,Bir şeyin süresiz olarak devam etmesini sağlamak.,"Mevcut sınıf yapılarını yansıtan eğitim sistemleri, sosyal eşitsizliği azaltmaktan ziyade pekiştirme eğilimindedir."
464,pragmatik,"Sorunlara teorik değil, pratik bir şekilde yaklaşmak.","Göç politikasına pragmatik bir yaklaşım, insani yükümlülükleri gerçekçi sosyal kapasiteyle dengeler."
465,tehlikeli,Belirsiz ve muhtemelen kötüleşecek; istikrarsız.,"Sıfır saatlik sözleşmelerin yaygınlaşması, birçok işçiyi mali açıdan riskli ve güvencesiz bir duruma düşürdü."
466,önleyici,Beklenen bir olayı önlemek için önceden harekete geçmek.,"Bazı hükümetler, yakın bir güvenlik tehdidiyle karşı karşıya kalındığında önleyici askeri harekatın haklı olduğunu savunmaktadır."
467,yankı,Bir olayın veya eylemin dolaylı sonucu.,"Ticaret savaşları, doğrudan dahil olan ülkelerin çok ötesindeki ülkeler için de ciddi ekonomik sonuçlar doğurabilir."
468,sıkı,"Sıkı, hassas ve zorlu uyumluluk.",Şirketlerin kirlilik maliyetlerini dış kaynaklara yüklemesini önlemek için sıkı çevre düzenlemeleri gereklidir.
469,baltalamak,Bir şeyi yavaş yavaş zayıflatmak veya zarar vermek.,"Yaygın yolsuzluk, halkın demokratik kurumlara ve hukukun üstünlüğüne olan güvenini zedeliyor."
470,yeniden kalibre et,Yeni koşullara yanıt olarak ayarlamak veya sıfırlamak.,"Hükümetler, hızla değişen küresel piyasa koşullarına yanıt olarak ekonomik politikalarını yeniden düzenlemek zorunda kalabilirler."
471,kültürel uyum,Başka bir gruba ait kültürel özellikleri benimsemek.,"Göçmen topluluklarının kültürel uyum süreci, miras ve ev sahibi kültürün normları arasında karmaşık bir müzakereyi içerir."
472,yargılamak,Resmi bir karar veya hüküm vermek.,"Uluslararası mahkemeler, ülkeler arasında ikili yollarla çözülemeyen anlaşmazlıkları karara bağlamak için vardır."
473,zıt,Bir şeye doğrudan zıt veya onunla çelişkili.,"Konuşma özgürlüğünün bastırılması, liberal demokratik yönetimin temel ilkelerine aykırıdır."
474,gelişmekte olan,Hızlı ve güçlü bir şekilde büyüyen veya gelişen.,"Güneydoğu Asya'da hızla büyüyen orta sınıf, tüketici talebinde benzeri görülmemiş bir artışa yol açıyor."
475,birleşmek,Bir araya gelerek tek bir bütün oluşturmak.,"Birbirinden farklı aktivist gruplar, çevresel ve sosyal adalet konusunda ortak bir gündem etrafında birleşmeye başladılar."
